deckID,number,name,location,deckName,color,cmc,manaCost,power,toughness,text,types,subtypes,colors,baseColors,splashes,powered,sphere,archetype
113,1,Grand Coliseum,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Colorless,0,NA,NA,NA,"Grand Coliseum enters the battlefield tapped.
{T}: Add {C}.
{T}: Add one mana of any color. Grand Coliseum deals 1 damage to you.",Land,NA, blue black white, blue white, black,FALSE, midrange ,-
113,1,Hallowed Fountain,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Colorless,0,NA,NA,NA,"({T}: Add {W} or {U}.)
As Hallowed Fountain enters the battlefield, you may pay 2 life. If you don't, Hallowed Fountain enters the battlefield tapped.",Land,Plains Island, blue black white, blue white, black,FALSE, midrange ,-
113,1,Karakas,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Colorless,0,NA,NA,NA,"{T}: Add {W}.
{T}: Return target legendary creature to its owner's hand.",Land,NA, blue black white, blue white, black,FALSE, midrange ,-
113,1,Scrubland,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Colorless,0,NA,NA,NA,({T}: Add {W} or {B}.),Land,Plains Swamp, blue black white, blue white, black,FALSE, midrange ,-
113,1,Shambling Vent,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Colorless,0,NA,NA,NA,"Shambling Vent enters the battlefield tapped.
{T}: Add {W} or {B}.
{1}{W}{B}: Shambling Vent becomes a 2/3 white and black Elemental creature with lifelink until end of turn. It's still a land.",Land,NA, blue black white, blue white, black,FALSE, midrange ,-
113,1,Watery Grave,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Colorless,0,NA,NA,NA,"({T}: Add {U} or {B}.)
As Watery Grave enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.",Land,Island Swamp, blue black white, blue white, black,FALSE, midrange ,-
113,1,Windswept Heath,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Colorless,0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Windswept Heath: Search your library for a Forest or Plains card, put it onto the battlefield, then shuffle your library.",Land,NA, blue black white, blue white, black,FALSE, midrange ,-
113,1,Brainstorm,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Blue,1,{U},NA,NA,"Draw three cards, then put two cards from your hand on top of your library in any order.",Instant,NA, blue black white, blue white, black,FALSE, midrange ,-
113,1,Land Tax,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,1,{W},NA,NA,"At the beginning of your upkeep, if an opponent controls more lands than you, you may search your library for up to three basic land cards, reveal them, put them into your hand, then shuffle your library.",Enchantment,NA, blue black white, blue white, black,FALSE, midrange ,-
113,1,Path to Exile,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,1,{W},NA,NA,"Exile target creature. Its controller may search their library for a basic land card, put that card onto the battlefield tapped, then shuffle their library.",Instant,NA, blue black white, blue white, black,FALSE, midrange ,-
113,1,Sensei's Divining Top,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Colorless,1,{1},NA,NA,"{1}: Look at the top three cards of your library, then put them back in any order.
{T}: Draw a card, then put Sensei's Divining Top on top of its owner's library.",Artifact,NA, blue black white, blue white, black,FALSE, midrange ,-
113,1,Journey to Nowhere,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,2,{1}{W},NA,NA,"When Journey to Nowhere enters the battlefield, exile target creature.
When Journey to Nowhere leaves the battlefield, return the exiled card to the battlefield under its owner's control.",Enchantment,NA, blue black white, blue white, black,FALSE, midrange ,-
113,1,Talisman of Indulgence,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Colorless,2,{2},NA,NA,"{T}: Add {C}.
{T}: Add {B} or {R}. Talisman of Indulgence deals 1 damage to you.",Artifact,NA, blue black white, blue white, black,FALSE, midrange ,-
113,1,Unexpectedly Absent,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,2,{X}{W}{W},NA,NA,Put target nonland permanent into its owner's library just beneath the top X cards of that library.,Instant,NA, blue black white, blue white, black,FALSE, midrange ,-
113,1,Blade Splicer,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,3,{2}{W},1,1,"When Blade Splicer enters the battlefield, create a 3/3 colorless Golem artifact creature token.
Golem creatures you control have first strike.",Creature,Human Artificer, blue black white, blue white, black,FALSE, midrange ,-
113,1,Forbid,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Blue,3,{1}{U}{U},NA,NA,"Buyback—Discard two cards. (You may discard two cards in addition to any other costs as you cast this spell. If you do, put this card into your hand as it resolves.)
Counter target spell.",Instant,NA, blue black white, blue white, black,FALSE, midrange ,-
113,1,Gideon of the Trials,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,3,{1}{W}{W},NA,NA,"+1: Until your next turn, prevent all damage target permanent would deal.
0: Until end of turn, Gideon of the Trials becomes a 4/4 Human Soldier creature with indestructible that's still a planeswalker. Prevent all damage that would be dealt to him this turn.
0: You get an emblem with ""As long as you control a Gideon planeswalker, you can't lose the game and your opponents can't win the game.""",Planeswalker,Gideon, blue black white, blue white, black,FALSE, midrange ,-
113,1,Lingering Souls,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,3,{2}{W},NA,NA,"Create two 1/1 white Spirit creature tokens with flying.
Flashback {1}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Sorcery,NA, blue black white, blue white, black,FALSE, midrange ,-
113,1,Monastery Mentor,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,3,{2}{W},2,2,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever you cast a noncreature spell, create a 1/1 white Monk creature token with prowess.",Creature,Human Monk, blue black white, blue white, black,FALSE, midrange ,-
113,1,"Elspeth, Knight-Errant",MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,4,{2}{W}{W},NA,NA,"+1: Create a 1/1 white Soldier creature token.
+1: Target creature gets +3/+3 and gains flying until end of turn.
−8: You get an emblem with ""Artifacts, creatures, enchantments, and lands you control have indestructible.""",Planeswalker,Elspeth, blue black white, blue white, black,FALSE, midrange ,-
113,1,Glen Elendra Archmage,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Blue,4,{3}{U},2,2,"Flying
{U}, Sacrifice Glen Elendra Archmage: Counter target noncreature spell.
Persist (When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)",Creature,Faerie Wizard, blue black white, blue white, black,FALSE, midrange ,-
113,1,"Jace, the Mind Sculptor",MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Blue,4,{2}{U}{U},NA,NA,"+2: Look at the top card of target player's library. You may put that card on the bottom of that player's library.
0: Draw three cards, then put two cards from your hand on top of your library in any order.
−1: Return target creature to its owner's hand.
−12: Exile all cards from target player's library, then that player shuffles their hand into their library.",Planeswalker,Jace, blue black white, blue white, black,FALSE, midrange ,-
113,1,Parallax Wave,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,4,{2}{W}{W},NA,NA,"Fading 5 (This enchantment enters the battlefield with five fade counters on it. At the beginning of your upkeep, remove a fade counter from it. If you can't, sacrifice it.)
Remove a fade counter from Parallax Wave: Exile target creature.
When Parallax Wave leaves the battlefield, each player returns to the battlefield all cards they own exiled with Parallax Wave.",Enchantment,NA, blue black white, blue white, black,FALSE, midrange ,-
113,1,"Sorin, Lord of Innistrad",MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White Black,4,{2}{W}{B},NA,NA,"+1: Create a 1/1 black Vampire creature token with lifelink.
−2: You get an emblem with ""Creatures you control get +1/+0.""
−6: Destroy up to three target creatures and/or other planeswalkers. Return each card put into a graveyard this way to the battlefield under your control.",Planeswalker,Sorin, blue black white, blue white, black,FALSE, midrange ,-
113,1,"Venser, Shaper Savant",MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Blue,4,{2}{U}{U},2,2,"Flash
When Venser, Shaper Savant enters the battlefield, return target spell or permanent to its owner's hand.",Creature,Human Wizard, blue black white, blue white, black,FALSE, midrange ,-
113,1,Custodi Lich,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Black,5,{3}{B}{B},4,2,"When Custodi Lich enters the battlefield, you become the monarch.
Whenever you become the monarch, target player sacrifices a creature.",Creature,Zombie Cleric, blue black white, blue white, black,FALSE, midrange ,-
113,1,Gideon Jura,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,5,{3}{W}{W},NA,NA,"+2: During target opponent's next turn, creatures that player controls attack Gideon Jura if able.
−2: Destroy target tapped creature.
0: Until end of turn, Gideon Jura becomes a 6/6 Human Soldier creature that's still a planeswalker. Prevent all damage that would be dealt to him this turn.",Planeswalker,Gideon, blue black white, blue white, black,FALSE, midrange ,-
113,1,Meloku the Clouded Mirror,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Blue,5,{4}{U},2,4,"Flying
{1}, Return a land you control to its owner's hand: Create a 1/1 blue Illusion creature token with flying.",Creature,Moonfolk Wizard, blue black white, blue white, black,FALSE, midrange ,-
113,1,"Teferi, Hero of Dominaria",MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White Blue,5,{3}{W}{U},NA,NA,"+1: Draw a card. At the beginning of the next end step, untap two lands.
−3: Put target nonland permanent into its owner's library third from the top.
−8: You get an emblem with ""Whenever you draw a card, exile target permanent an opponent controls.""",Planeswalker,Teferi, blue black white, blue white, black,FALSE, midrange ,-
113,1,Eternal Dragon,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,7,{5}{W}{W},5,5,"Flying
{3}{W}{W}: Return Eternal Dragon from your graveyard to your hand. Activate this ability only during your upkeep.
Plainscycling {2} ({2}, Discard this card: Search your library for a Plains card, reveal it, put it into your hand, then shuffle your library.)",Creature,Dragon Spirit, blue black white, blue white, black,FALSE, midrange ,-
114,1,Tinker,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Blue,3,{2}{U},NA,NA,"As an additional cost to cast this spell, sacrifice an artifact.
Search your library for an artifact card and put that card onto the battlefield. Then shuffle your library.",Sorcery,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Boros Signet,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,2,{2},NA,NA,"{1}, {T}: Add {R}{W}.",Artifact,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,The Antiquities War,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Blue,4,{3}{U},NA,NA,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I, II — Look at the top five cards of your library. You may reveal an artifact card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.
III — Artifacts you control become artifact creatures with base power and toughness 5/5 until end of turn.",Enchantment,Saga, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Toxic Deluge,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Black,3,{2}{B},NA,NA,"As an additional cost to cast this spell, pay X life.
All creatures get -X/-X until end of turn.",Sorcery,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Myr Battlesphere,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,7,{7},4,7,"When Myr Battlesphere enters the battlefield, create four 1/1 colorless Myr artifact creature tokens.
Whenever Myr Battlesphere attacks, you may tap X untapped Myr you control. If you do, Myr Battlesphere gets +X/+0 until end of turn and deals X damage to the player or planeswalker it's attacking.",Artifact Creature,Myr Construct, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Basalt Monolith,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,3,{3},NA,NA,"Basalt Monolith doesn't untap during your untap step.
{T}: Add {C}{C}{C}.
{3}: Untap Basalt Monolith.",Artifact,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Terramorphic Expanse,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,0,NA,NA,NA,"{T}, Sacrifice Terramorphic Expanse: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle your library.",Land,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Orzhov Signet,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,2,{2},NA,NA,"{1}, {T}: Add {W}{B}.",Artifact,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Prismatic Lens,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,2,{2},NA,NA,"{T}: Add {C}.
{1}, {T}: Add one mana of any color.",Artifact,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Mind Stone,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,2,{2},NA,NA,"{T}: Add {C}.
{1}, {T}, Sacrifice Mind Stone: Draw a card.",Artifact,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Dismember,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,3,{1}{B/P}{B/P},NA,NA,"({B/P} can be paid with either {B} or 2 life.)
Target creature gets -5/-5 until end of turn.",Instant,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Upheaval,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Blue,6,{4}{U}{U},NA,NA,Return all permanents to their owners' hands.,Sorcery,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Mishra's Factory,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,0,NA,NA,NA,"{T}: Add {C}.
{1}: Mishra's Factory becomes a 2/2 Assembly-Worker artifact creature until end of turn. It's still a land.
{T}: Target Assembly-Worker creature gets +1/+1 until end of turn.",Land,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Baleful Strix,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Blue Black,2,{U}{B},1,1,"Flying, deathtouch
When Baleful Strix enters the battlefield, draw a card.",Artifact Creature,Bird, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Dark Ritual,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Black,1,{B},NA,NA,Add {B}{B}{B}.,Instant,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,"Tezzeret, Agent of Bolas",MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Blue Black,4,{2}{U}{B},NA,NA,"+1: Look at the top five cards of your library. You may reveal an artifact card from among them and put it into your hand. Put the rest on the bottom of your library in any order.
−1: Target artifact becomes an artifact creature with base power and toughness 5/5.
−4: Target player loses X life and you gain X life, where X is twice the number of artifacts you control.",Planeswalker,Tezzeret, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Creeping Tar Pit,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,0,NA,NA,NA,"Creeping Tar Pit enters the battlefield tapped.
{T}: Add {U} or {B}.
{1}{U}{B}: Creeping Tar Pit becomes a 3/2 blue and black Elemental creature until end of turn and can't be blocked this turn. It's still a land.",Land,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Imperial Seal,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Black,1,{B},NA,NA,"Search your library for a card, then shuffle your library and put that card on top of it. You lose 2 life.",Sorcery,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Serum Visions,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Blue,1,{U},NA,NA,Draw a card. Scry 2.,Sorcery,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Balance,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,White,2,{1}{W},NA,NA,"Each player chooses a number of lands they control equal to the number of lands controlled by the player who controls the fewest, then sacrifices the rest. Players discard cards and sacrifice creatures the same way.",Sorcery,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Timetwister,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Blue,3,{2}{U},NA,NA,"Each player shuffles their hand and graveyard into their library, then draws seven cards. (Then put Timetwister into its owner's graveyard.)",Sorcery,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Memory Jar,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,5,{5},NA,NA,"{T}, Sacrifice Memory Jar: Each player exiles all cards from their hand face down and draws seven cards. At the beginning of the next end step, each player discards their hand and returns to their hand each card they exiled this way.",Artifact,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Demonic Tutor,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Black,2,{1}{B},NA,NA,Search your library for a card and put that card into your hand. Then shuffle your library.,Sorcery,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Monastery Mentor,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,White,3,{2}{W},2,2,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever you cast a noncreature spell, create a 1/1 white Monk creature token with prowess.",Creature,Human Monk, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Talisman of Indulgence,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,2,{2},NA,NA,"{T}: Add {C}.
{T}: Add {B} or {R}. Talisman of Indulgence deals 1 damage to you.",Artifact,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Talisman of Progress,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,2,{2},NA,NA,"{T}: Add {C}.
{T}: Add {W} or {U}. Talisman of Progress deals 1 damage to you.",Artifact,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Phyrexian Revoker,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,2,{2},2,1,"As Phyrexian Revoker enters the battlefield, choose a nonland card name.
Activated abilities of sources with the chosen name can't be activated.",Artifact Creature,Horror, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Walking Ballista,SB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,0,{X}{X},0,0,"Walking Ballista enters the battlefield with X +1/+1 counters on it.
{4}: Put a +1/+1 counter on Walking Ballista.
Remove a +1/+1 counter from Walking Ballista: It deals 1 damage to any target.",Artifact Creature,Construct, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Exclusion Mage,SB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Blue,3,{2}{U},2,2,"When Exclusion Mage enters the battlefield, return target creature an opponent controls to its owner's hand.",Creature,Human Wizard, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Scavenging Ooze,SB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Green,2,{1}{G},2,2,"{G}: Exile target card from a graveyard. If it was a creature card, put a +1/+1 counter on Scavenging Ooze and you gain 1 life.",Creature,Ooze, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Recurring Nightmare,SB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Black,3,{2}{B},NA,NA,"Sacrifice a creature, Return Recurring Nightmare to its owner's hand: Return target creature card from your graveyard to the battlefield. Activate this ability only any time you could cast a sorcery.",Enchantment,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Languish,SB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Black,4,{2}{B}{B},NA,NA,All creatures get -4/-4 until end of turn.,Sorcery,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Cloudgoat Ranger,SB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,White,5,{3}{W}{W},3,3,"When Cloudgoat Ranger enters the battlefield, create three 1/1 white Kithkin Soldier creature tokens.
Tap three untapped Kithkin you control: Cloudgoat Ranger gets +2/+0 and gains flying until end of turn.",Creature,Giant Warrior, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Sacred Foundry,SB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,0,NA,NA,NA,"({T}: Add {R} or {W}.)
As Sacred Foundry enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.",Land,Mountain Plains, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Llanowar Wastes,SB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,0,NA,NA,NA,"{T}: Add {C}.
{T}: Add {B} or {G}. Llanowar Wastes deals 1 damage to you.",Land,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Cursed Scroll,SB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,1,{1},NA,NA,"{3}, {T}: Choose a card name, then reveal a card at random from your hand. If that card has the chosen name, Cursed Scroll deals 2 damage to any target.",Artifact,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Manic Vandal,SB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Red,3,{2}{R},2,2,"When Manic Vandal enters the battlefield, destroy target artifact.",Creature,Human Warrior, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Animate Dead,SB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Black,2,{1}{B},NA,NA,"Enchant creature card in a graveyard
When Animate Dead enters the battlefield, if it's on the battlefield, it loses ""enchant creature card in a graveyard"" and gains ""enchant creature put onto the battlefield with Animate Dead."" Return enchanted creature card to the battlefield under your control and attach Animate Dead to it. When Animate Dead leaves the battlefield, that creature's controller sacrifices it.
Enchanted creature gets -1/-0.",Enchantment,Aura, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Lavaclaw Reaches,SB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,0,NA,NA,NA,"Lavaclaw Reaches enters the battlefield tapped.
{T}: Add {B} or {R}.
{1}{B}{R}: Until end of turn, Lavaclaw Reaches becomes a 2/2 black and red Elemental creature with ""{X}: This creature gets +X/+0 until end of turn."" It's still a land.",Land,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Burst Lightning,SB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Red,1,{R},NA,NA,"Kicker {4} (You may pay an additional {4} as you cast this spell.)
Burst Lightning deals 2 damage to any target. If this spell was kicked, it deals 4 damage to that permanent or player instead.",Instant,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Vampire Nighthawk,SB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Black,3,{1}{B}{B},2,3,"Flying, deathtouch, lifelink",Creature,Vampire Shaman, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Snuff Out,SB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Black,4,{3}{B},NA,NA,"If you control a Swamp, you may pay 4 life rather than pay this spell's mana cost.
Destroy target nonblack creature. It can't be regenerated.",Instant,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Pithing Needle,SB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,1,{1},NA,NA,"As Pithing Needle enters the battlefield, choose a card name.
Activated abilities of sources with the chosen name can't be activated unless they're mana abilities.",Artifact,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,The Abyss,SB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Black,4,{3}{B},NA,NA,"At the beginning of each player's upkeep, destroy target nonartifact creature that player controls of their choice. It can't be regenerated.",Enchantment,NA, blue black white, blue black, white,FALSE, ramp , artifacts 
114,1,Gnarled Scarhide,SB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Black,1,{B},2,1,"Bestow {3}{B} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.)
Gnarled Scarhide can't block.
Enchanted creature gets +2/+1 and can't block.",Enchantment Creature,Minotaur, blue black white, blue black, white,FALSE, ramp , artifacts 
115,1,Caves of Koilos,MB,Esper (UBW) Tinker Moat Upheaval Control 7.1.18.txt,Colorless,0,NA,NA,NA,"{T}: Add {C}.
{T}: Add {W} or {B}. Caves of Koilos deals 1 damage to you.",Land,NA, blue black white, blue black white,-,FALSE, control , artifacts 
115,1,Celestial Colonnade,MB,Esper (UBW) Tinker Moat Upheaval Control 7.1.18.txt,Colorless,0,NA,NA,NA,"Celestial Colonnade enters the battlefield tapped.
{T}: Add {W} or {U}.
{3}{W}{U}: Until end of turn, Celestial Colonnade becomes a 4/4 white and blue Elemental creature with flying and vigilance. It's still a land.",Land,NA, blue black white, blue black white,-,FALSE, control , artifacts 
115,1,Godless Shrine,MB,Esper (UBW) Tinker Moat Upheaval Control 7.1.18.txt,Colorless,0,NA,NA,NA,"({T}: Add {W} or {B}.)
As Godless Shrine enters the battlefield, you may pay 2 life. If you don't, Godless Shrine enters the battlefield tapped.",Land,Plains Swamp, blue black white, blue black white,-,FALSE, control , artifacts 
115,1,Hallowed Fountain,MB,Esper (UBW) Tinker Moat Upheaval Control 7.1.18.txt,Colorless,0,NA,NA,NA,"({T}: Add {W} or {U}.)
As Hallowed Fountain enters the battlefield, you may pay 2 life. If you don't, Hallowed Fountain enters the battlefield tapped.",Land,Plains Island, blue black white, blue black white,-,FALSE, control , artifacts 
115,1,Mana Confluence,MB,Esper (UBW) Tinker Moat Upheaval Control 7.1.18.txt,Colorless,0,NA,NA,NA,"{T}, Pay 1 life: Add one mana of any color.",Land,NA, blue black white, blue black white,-,FALSE, control , artifacts 
115,1,Misty Rainforest,MB,Esper (UBW) Tinker Moat Upheaval Control 7.1.18.txt,Colorless,0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Misty Rainforest: Search your library for a Forest or Island card, put it onto the battlefield, then shuffle your library.",Land,NA, blue black white, blue black white,-,FALSE, control , artifacts 
115,1,Shambling Vent,MB,Esper (UBW) Tinker Moat Upheaval Control 7.1.18.txt,Colorless,0,NA,NA,NA,"Shambling Vent enters the battlefield tapped.
{T}: Add {W} or {B}.
{1}{W}{B}: Shambling Vent becomes a 2/3 white and black Elemental creature with lifelink until end of turn. It's still a land.",Land,NA, blue black white, blue black white,-,FALSE, control , artifacts 
115,1,Windswept Heath,MB,Esper (UBW) Tinker Moat Upheaval Control 7.1.18.txt,Colorless,0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Windswept Heath: Search your library for a Forest or Plains card, put it onto the battlefield, then shuffle your library.",Land,NA, blue black white, blue black white,-,FALSE, control , artifacts 
115,1,Chrome Mox,MB,Esper (UBW) Tinker Moat Upheaval Control 7.1.18.txt,Colorless,0,{0},NA,NA,"Imprint — When Chrome Mox enters the battlefield, you may exile a nonartifact, nonland card from your hand.
{T}: Add one mana of any of the exiled card's colors.",Artifact,NA, blue black white, blue black white,-,FALSE, control , artifacts 
115,1,Engineered Explosives,MB,Esper (UBW) Tinker Moat Upheaval Control 7.1.18.txt,Colorless,0,{X},NA,NA,"Sunburst (This enters the battlefield with a charge counter on it for each color of mana spent to cast it.)
{2}, Sacrifice Engineered Explosives: Destroy each nonland permanent with converted mana cost equal to the number of charge counters on Engineered Explosives.",Artifact,NA, blue black white, blue black white,-,FALSE, control , artifacts 
115,1,Mystical Tutor,MB,Esper (UBW) Tinker Moat Upheaval Control 7.1.18.txt,Blue,1,{U},NA,NA,"Search your library for an instant or sorcery card and reveal that card. Shuffle your library, then put the card on top of it.",Instant,NA, blue black white, blue black white,-,FALSE, control , artifacts 
115,1,Thoughtseize,MB,Esper (UBW) Tinker Moat Upheaval Control 7.1.18.txt,Black,1,{B},NA,NA,Target player reveals their hand. You choose a nonland card from it. That player discards that card. You lose 2 life.,Sorcery,NA, blue black white, blue black white,-,FALSE, control , artifacts 
