name,color,cmc,manaCost,types,count,pips,colorType,colordiff,cmcdiff,pipdiff,colortypediff,power,newcc
Dig Through Time,Blue,4,{6}{U}{U},Instant,29,2,Monocolored,0.974308261926682,1.02182338208727,1.17871560719731,1.05950277474061,4.234350025951873,1.124317940909211
Dimir Signet,Colorless,2,{2},Artifact,5,0,Colorless,-0.907130044684456,-0.822277962042329,-0.933905880411761,-0.907130044684459,-3.5704439318230055,0
Dire Fleet Daredevil,Red,2,{1}{R},Creature,22,1,Monocolored,0.668465157921759,0.533563488463936,0.533308529957414,0.537137981616797,2.272475157959906,1.2909495149341808
Diregraf Colossus,Black,3,{2}{B},Creature,1,1,Monocolored,-0.999549868489561,-0.849381048110764,-1.06903935452478,-1.02995639775463,-3.947926668879735,0
Diregraf Ghoul,Black,1,{B},Creature,20,1,Monocolored,0.452102151508859,0.216744810551047,0.380703969530539,0.387890897867137,1.437441829457582,1.8621312297482637
Disallow,Blue,3,{1}{U}{U},Instant,2,2,Monocolored,-0.977035506886588,-0.771478060076272,-0.860893664170678,-0.955332855879803,-3.564740087013341,0
Disenchant,White,2,{1}{W},Instant,15,1,Monocolored,-0.02707182283736,-0.024724167626879,-0.000807431536650178,0.0147731884929866,-0.03783023350790257,0.21554873688410522
Dismember,Colorless,3,{1}{B/P}{B/P},Instant,31,0,Colorless,1.0219729664155,1.487708592924,0.935315549665213,1.02197296641549,4.466970075420202,0
Dismissive Pyromancer,Red,2,{1}{R},Creature,17,1,Monocolored,0.250262817744107,0.134786591256211,0.151797128890225,0.164020272242647,0.7008668101331901,1.0474710546719832
Divest,Black,1,{B},Sorcery,6,1,Monocolored,-0.61753617901629,-0.836875796294322,-0.68752795345759,-0.656838688380483,-2.798778617148685,0.7890123803355116
Doom Blade,Black,2,{1}{B},Instant,2,1,Monocolored,-0.923147130594907,-1.06154410036696,-0.992737074311342,-0.955332855879803,-3.932761161153012,0
Doom Whisperer,Black,5,{3}{B}{B},Creature,9,2,Monocolored,-0.38832796533233,-0.36336477512596,-0.332106075297495,-0.432968062755993,-1.516766878511778,0.3316701885039713
Doomed Traveler,White,1,{W},Creature,1,1,Monocolored,-0.952719919084015,-1.21316887016767,-1.06903935452478,-1.02995639775463,-4.264884541531095,0
Dragon Hunter,White,1,{W},Creature,9,1,Monocolored,-0.423778149800214,-0.611099951970314,-0.458621112817277,-0.432968062755993,-1.9264672773437979,1.1228276240159794
Dragonlord Atarka,Red Green,7,{5}{R}{G},Creature,30,2,Multicolored,2.01136077523353,1.51514355238351,1.25425669132205,2.01136077523353,6.792121794172621,0.607334347720364
Dragonlord Silumgar,Blue Black,6,{4}{U}{B},Creature,1,2,Multicolored,-0.867561192750945,-1.22314917749074,-0.936434748295418,-0.867561192750945,-3.894706311288048,0
"Drana, Liberator of Malakir",Black,3,{1}{B}{B},Creature,13,2,Monocolored,-0.0827170137537156,0.0854548083031418,-0.0299417387985335,-0.134473895256673,-0.1616778395057803,1.171102891464629
Dread Wanderer,Black,1,{B},Creature,22,1,Monocolored,0.604907627298166,0.367262040100386,0.533308529957414,0.537137981616797,2.042616178972763,1.9519797174690623
Dreadbore,Black Red,2,{B}{R},Sorcery,11,2,Multicolored,0.125170520347151,-0.343745685393059,-0.181023907048014,0.125170520347151,-0.27442855174677094,0.7764942475310679
Dryad Militant,Colorless,1,{G/W},Creature,10,0,Colorless,-0.536148696396007,-0.535841337195645,-0.574440220781574,-0.536148696396007,-2.182578950769233,0
Dualcaster Mage,Red,3,{1}{R}{R},Creature,4,2,Monocolored,-0.837063266717785,-0.615672084007287,-0.709811495921197,-0.806085772130143,-2.968632618776412,0.30324404499740754
Duplicant,Colorless,6,{6},Artifact Creature,1,0,Colorless,-1.20391512331522,-1.22314917749074,-1.22147840811591,-1.20391512331522,-4.852457832237089,0
Duress,Black,1,{B},Sorcery,36,1,Monocolored,1.67454595782331,1.42088264694575,1.60154045294554,1.58186756786442,6.278836625579021,2.422928104720798
Duskwatch Recruiter,Green,2,{1}{G},Creature,2,1,Monocolored,-1.01515822738148,-1.06154410036696,-0.992737074311342,-0.955332855879803,-4.024772257939585,0
Earthquake,Red,1,{X}{R},Sorcery,20,1,Monocolored,0.501184221850698,0.216744810551047,0.380703969530539,0.387890897867137,1.486523899799421,0.7711144898987671
Earthshaker Khenra,Red,2,{1}{R},Creature,24,1,Monocolored,0.835746093992819,0.693074247347026,0.68591309038429,0.686385065366457,2.901118497090592,1.3738571508014592
"Edric, Spymaster of Trest",Blue Green,3,{1}{G}{U},Creature,18,2,Multicolored,0.820082719515819,0.474969748475602,0.347763681825169,0.820082719515819,2.462898869332409,0.8022394095044767
Eerie Interlude,White,3,{2}{W},Instant,1,1,Monocolored,-0.952719919084015,-0.849381048110764,-1.06903935452478,-1.02995639775463,-3.901096719474189,0
Eidolon of the Great Revel,Red,2,{R}{R},Enchantment Creature,2,2,Monocolored,-1.00434420278885,-1.06154410036696,-0.860893664170678,-0.955332855879803,-3.882114823206291,0.11143866533836078
Eldrazi Displacer,Colorless,3,{2}{W},Creature,1,1,Colorless,-1.20391512331522,-0.849381048110764,-1.06903935452478,-1.20391512331522,-4.326250649265984,0
Electrolyze,Blue Red,3,{1}{U}{R},Instant,2,2,Multicolored,-0.768288021441136,-0.771478060076272,-0.860893664170678,-0.768288021441135,-3.1689477671292208,0
"Elesh Norn, Grand Cenobite",White,7,{5}{W}{W},Creature,21,2,Monocolored,0.369634504125493,0.547406702796622,0.57438693419939,0.462514439741967,1.953942580863472,0.6865458080621764
Elite Vanguard,White,1,{W},Creature,2,1,Monocolored,-0.88660219792354,-1.137910255393,-0.992737074311342,-0.955332855879803,-3.9725823835076852,0.027048485577489824
"Elspeth, Knight-Errant",White,4,{2}{W}{W},Planeswalker,48,2,Monocolored,2.15481297545834,2.36992072152696,2.61399620556738,2.47735007036238,9.61607997291506,1.583510001993274
"Elspeth, Sun's Champion",White,6,{4}{W}{W},Planeswalker,34,2,Monocolored,1.22916487921168,1.69948320160162,1.55642102782102,1.43262048411476,5.917689592749079,1.0040900110559818
Elves of Deep Shadow,Green,1,{G},Creature,1,1,Monocolored,-1.09254381644036,-1.21316887016767,-1.06903935452478,-1.02995639775463,-4.40470843888744,0
Elvish Mystic,Green,1,{G},Creature,32,1,Monocolored,1.30640944438491,1.11984818784708,1.29633133209179,1.2833734003651,5.00596236468888,2.3031811517845924
Emeria Angel,White,4,{2}{W}{W},Creature,2,2,Monocolored,-0.88660219792354,-0.893893889748092,-0.860893664170678,-0.955332855879803,-3.596722607722113,0
Emissary of Grudges,Red,6,{5}{R},Creature,1,1,Monocolored,-1.08798467082438,-1.22314917749074,-1.06903935452478,-1.02995639775463,-4.41012960059453,0
Empty the Warrens,Red,4,{3}{R},Sorcery,1,1,Monocolored,-1.08798467082438,-0.964846381297549,-1.06903935452478,-1.02995639775463,-4.151826804401338,0
"Emrakul, the Aeons Torn",Colorless,15,{15},Creature,13,ramp/cheat,Colorless,-0.313559887422935,0.536087389150609,0.309119296004602,-0.313559887422935,0.21808691030934108,0
"Emrakul, the Promised End",Colorless,13,{13},Creature,19,ramp/cheat,Colorless,0.131617730523207,1.39382721179158,1.03645881601543,0.131617730523207,2.693521488853424,0
Enclave Cryptologist,Blue,1,{U},Creature,12,1,Monocolored,-0.254315592511303,-0.385324107646306,-0.229714272176964,-0.209097437131503,-1.078451409466076,1.3664866243968083
Engineered Explosives,Colorless,0,{X},Artifact,20,0,Colorless,0.205814000180898,-0.798621323589792,0.144491098478801,0.205814000180898,-0.242502224749195,0
Enlightened Tutor,White,1,{W},Instant,23,1,Monocolored,0.501869946446444,0.442520654875055,0.609610810170852,0.611761523491627,2.1657629349839778,0.8707022477506011
Ensoul Artifact,Blue,2,{1}{U},Enchantment,1,1,Monocolored,-1.04930749832412,-1.14129947980851,-1.06903935452478,-1.02995639775463,-4.2896027304120405,0
Entomb,Black,1,{B},Instant,25,1,Monocolored,0.834115840982125,0.593037884424393,0.762215370597728,0.761008607241287,2.950377703245533,2.073219437379889
Entreat the Angels,White,3,{X}{X}{W}{W}{W},Sorcery,3,3,Monocolored,-0.820484476763064,-0.693575072041779,-0.623089160016348,-0.880709314004973,-3.017858022826164,0.17335244286276075
Eternal Dragon,White,7,{5}{W}{W},Creature,18,2,Monocolored,0.171281340644066,0.224827752934327,0.347763681825169,0.238643814117477,0.982516589521039,0.536078345309292
Eternal Witness,Green,3,{1}{G}{G},Creature,34,2,Monocolored,1.46118062250267,1.72141755702748,1.55642102782102,1.43262048411476,6.17163969146593,2.0079132884222815
Etherium Sculptor,Blue,2,{1}{U},Artifact Creature,1,1,Monocolored,-1.04930749832412,-1.14129947980851,-1.06903935452478,-1.02995639775463,-4.2896027304120405,0
Eureka,Green,4,{2}{G}{G},Sorcery,18,2,Monocolored,0.223011197560589,0.241345975043231,0.347763681825169,0.238643814117477,1.050764668546466,0.701572366883192
Everflowing Chalice,Colorless,0,{0},Artifact,25,0,Colorless,0.57679534846935,-0.56824978793889,0.503956758108988,0.57679534846935,1.0892976671087982,0
Exalted Angel,White,6,{4}{W}{W},Creature,21,2,Monocolored,0.369634504125493,0.548143173474325,0.57438693419939,0.462514439741967,1.954679051541175,0.8408023892070283
Exclusion Mage,Blue,3,{2}{U},Creature,7,1,Monocolored,-0.615675549698946,-0.381963119903811,-0.611225673244153,-0.582215146505653,-2.1910794893525627,0
Exhume,Black,2,{1}{B},Sorcery,16,1,Monocolored,0.146491199930245,0.055031211814666,0.0754948486767876,0.0893967303678166,0.3664139907895152,0.9870127191923673
Experiment One,Green,1,{G},Creature,4,1,Monocolored,-0.860387049263724,-0.98739302584366,-0.840132513884466,-0.806085772130143,-3.4939983611219927,0.4094582176095183
Experimental Frenzy,Red,4,{3}{R},Enchantment,5,1,Monocolored,-0.753422798682257,-0.681036415099719,-0.763830233671028,-0.731462230255313,-2.9297516777083175,0
Exquisite Firecraft,Red,3,{1}{R}{R},Sorcery,1,2,Monocolored,-1.08798467082438,-0.849381048110764,-0.936434748295418,-1.02995639775463,-3.903756864985192,0
"Ezuri, Claw of Progress",Blue Green,4,{2}{G}{U},Creature,1,2,Multicolored,-0.867561192750945,-0.964846381297549,-0.936434748295418,-0.867561192750945,-3.636403515094857,0
Fact or Fiction,Blue,4,{3}{U},Instant,46,1,Monocolored,2.20293211636467,2.22801573842805,2.36456325507992,2.32810298661272,9.12361409648536,0.8560886859276724
Fairgrounds Warden,White,3,{2}{W},Creature,1,1,Monocolored,-0.952719919084015,-0.849381048110764,-1.06903935452478,-1.02995639775463,-3.901096719474189,0
Faith's Fetters,White,4,{3}{W},Enchantment,3,1,Monocolored,-0.820484476763064,-0.822941398198634,-0.916434794097904,-0.880709314004973,-3.440569983064575,0
Faithless Looting,Red,1,{R},Sorcery,23,1,Monocolored,0.752105625957289,0.442520654875055,0.609610810170852,0.611761523491627,2.415998614494823,0.9050273527689466
Falkenrath Aristocrat,Black Red,4,{2}{B}{R},Creature,3,2,Multicolored,-0.669014850131326,-0.822941398198634,-0.785352580045938,-0.669014850131326,-2.946323678507224,0.013242167027919138
Falkenrath Gorger,Red,1,{R},Creature,24,1,Monocolored,0.835746093992819,0.517779269649724,0.68591309038429,0.686385065366457,2.7258235193932903,2.0445684215541644
Farseek,Green,2,{1}{G},Sorcery,16,1,Monocolored,0.0682400194428302,0.055031211814666,0.0754948486767876,0.0893967303678166,0.2881628103021004,0.279176529590576
Fastbond,Green,1,{G},Enchantment,7,1,Monocolored,-0.628230282087087,-0.761617181519652,-0.611225673244153,-0.582215146505653,-2.583288283356545,0
Fatal Push,Black,1,{B},Instant,7,1,Monocolored,-0.541133441121637,-0.761617181519652,-0.611225673244153,-0.582215146505653,-2.496191442391095,0.9178129956860165
Fauna Shaman,Green,2,{1}{G},Creature,37,1,Monocolored,1.6933373896793,1.72989418008711,1.67784273315898,1.65649110973925,6.75756541266464,1.7713497177457729
Feldon of the Third Path,Red,3,{1}{R}{R},Creature,13,2,Monocolored,-0.0842990543980147,0.0854548083031418,-0.0299417387985335,-0.134473895256673,-0.16325988015007942,1.170775856741222
Fiend Hunter,White,3,{1}{W}{W},Creature,2,2,Monocolored,-0.88660219792354,-0.771478060076272,-0.860893664170678,-0.955332855879803,-3.474306778050293,0.016983770435062696
Fiery Confluence,Red,4,{2}{R}{R},Sorcery,41,2,Monocolored,2.25763405059684,1.87325328068076,2.0852086166942,1.95498527723857,8.17108122521037,1.4794113213034665
Figure of Destiny,Colorless,1,{R/W},Creature,28,0,Colorless,0.799384157442424,0.818813728748401,0.719636153887101,0.799384157442421,3.1372181975203466,0
Filigree Familiar,Colorless,3,{3},Artifact Creature,2,0,Colorless,-1.12971885365753,-0.771478060076272,-1.14958527618987,-1.12971885365753,-4.180501043581202,0
Fire Imp,Red,3,{2}{R},Creature,1,1,Monocolored,-1.08798467082438,-0.849381048110764,-1.06903935452478,-1.02995639775463,-4.036361471214554,0
Fireblast,Red,6,{4}{R}{R},Instant,24,2,Monocolored,0.835746093992819,0.813837026119085,0.801010186573611,0.686385065366457,3.136978372051972,0.7101245426154271
Firebolt,Red,1,{R},Sorcery,24,1,Monocolored,0.835746093992819,0.517779269649724,0.68591309038429,0.686385065366457,2.7258235193932903,0.9459561328860546
Firedrinker Satyr,Red,1,{R},Creature,27,1,Monocolored,1.08666749809941,0.743555113973732,0.914819931024603,0.910255690990947,3.6552982340886917,2.1581716460459117
Firestorm,Red,1,{R},Instant,7,1,Monocolored,-0.586141862611197,-0.761617181519652,-0.611225673244153,-0.582215146505653,-2.541199863880655,0
Flame Slash,Red,1,{R},Sorcery,2,1,Monocolored,-1.00434420278885,-1.137910255393,-0.992737074311342,-0.955332855879803,-4.090324388372995,0
Flames of the Firebrand,Red,3,{2}{R},Sorcery,9,1,Monocolored,-0.418860926540136,-0.226157143834827,-0.458621112817277,-0.432968062755993,-1.536607245948233,0
Flametongue Kavu,Red,4,{3}{R},Creature,41,1,Monocolored,2.25763405059684,1.87325328068076,1.98305185401273,1.95498527723857,8.068924462528901,1.1839428725815184
Flashfires,Red,4,{3}{R},Sorcery,1,1,Monocolored,-1.08798467082438,-0.964846381297549,-1.06903935452478,-1.02995639775463,-4.151826804401338,0
Fleetwheel Cruiser,Colorless,4,{4},Artifact,30,0,Colorless,0.947776696757805,1.09277587363672,0.863422417739176,0.947776696757802,3.8517516848915028,0
Flesh Carver,Black,3,{2}{B},Creature,32,1,Monocolored,1.3689350062447,1.56561158095849,1.29633133209179,1.2833734003651,5.51425131966008,1.2541193167780755
Fleshbag Marauder,Black,3,{2}{B},Creature,2,1,Monocolored,-0.923147130594907,-0.771478060076272,-0.992737074311342,-0.955332855879803,-3.642695120862324,0
Flickerwisp,White,3,{1}{W}{W},Creature,31,2,Monocolored,1.03081171573025,1.487708592924,1.32979777544679,1.20874985849027,5.05706794259131,1.9028105570827072
Forbid,Blue,3,{1}{U}{U},Instant,31,2,Monocolored,1.11885224480174,1.487708592924,1.32979777544679,1.20874985849027,5.1451084716628,1.4007009334768519
Force of Will,Blue,5,{3}{U}{U},Instant,18,2,Monocolored,0.179316356113868,0.322990911223076,0.347763681825169,0.238643814117477,1.08871476327959,0.5536740504418725
Force Spike,Blue,1,{U},Instant,15,1,Monocolored,-0.0374996181987176,-0.159548263322299,-0.000807431536650178,0.0147731884929866,-0.18308212456468018,0.4735219899318621
Forsake the Worldly,White,3,{2}{W},Instant,2,1,Monocolored,-0.88660219792354,-0.771478060076272,-0.992737074311342,-0.955332855879803,-3.606150188190957,0
Foundry Inspector,Colorless,3,{3},Artifact Creature,1,0,Colorless,-1.20391512331522,-0.849381048110764,-1.22147840811591,-1.20391512331522,-4.478689702857114,0
Fractured Identity,White Blue,5,{3}{W}{U},Sorcery,45,2,Multicolored,3.50045834488068,2.38205797027018,2.38737295319316,3.50045834488068,11.7703476132247,0.7834246677015395
Frantic Search,Blue,3,{2}{U},Instant,2,1,Monocolored,-0.977035506886588,-0.771478060076272,-0.992737074311342,-0.955332855879803,-3.696583497154005,0
Frenzied Fugue,Red,4,{3}{R},Enchantment,13,1,Monocolored,-0.0842990543980147,-0.113416482704057,-0.153411991963526,-0.134473895256673,-0.4856014243222707,0
Fyndhorn Elves,Green,1,{G},Creature,22,1,Monocolored,0.532553553796108,0.367262040100386,0.533308529957414,0.537137981616797,1.970262105470705,1.9416528288674995
Galepowder Mage,White,4,{3}{W},Creature,1,1,Monocolored,-0.952719919084015,-0.964846381297549,-1.06903935452478,-1.02995639775463,-4.016562052660975,0
Garruk Relentless,Green,4,{3}{G},Planeswalker,40,1,Monocolored,1.92549415685594,1.8023007891313,1.90674957379929,1.88036173536374,7.5149062551502706,0.7351609650283686
Garruk Wildspeaker,Green,4,{2}{G}{G},Planeswalker,25,2,Monocolored,0.764710320972747,0.738013415889435,0.876551270698351,0.761008607241287,3.14028361480182,0.9982127328526126
"Garruk, Primal Hunter",Green,5,{2}{G}{G}{G},Planeswalker,1,3,Monocolored,-1.09254381644036,-0.973458718547326,-0.799966082859698,-1.02995639775463,-3.895925015602014,0
Geist of Saint Traft,White Blue,3,{1}{W}{U},Creature,25,2,Multicolored,1.51499491868449,1.02029066471705,0.876551270698351,1.51499491868449,4.9268317727843804,0.9448881314626617
Genesis Wave,Green,3,{X}{G}{G}{G},Sorcery,1,3,Monocolored,-1.09254381644036,-0.849381048110764,-0.799966082859698,-1.02995639775463,-3.771847345165452,0
Gerrard's Verdict,White Black,2,{W}{B},Sorcery,10,2,Multicolored,0.0258973490373416,-0.423501064834604,-0.256564991172755,0.0258973490373416,-0.6282713579326757,0.7375792505786647
Ghirapur Aether Grid,Red,3,{2}{R},Enchantment,1,1,Monocolored,-1.08798467082438,-0.849381048110764,-1.06903935452478,-1.02995639775463,-4.036361471214554,0
Ghor-Clan Rampager,Red Green,4,{2}{R}{G},Creature,1,2,Multicolored,-0.867561192750945,-0.964846381297549,-0.936434748295418,-0.867561192750945,-3.636403515094857,0
Gideon Jura,White,5,{3}{W}{W},Planeswalker,34,2,Monocolored,1.22916487921168,1.54317879806581,1.55642102782102,1.43262048411476,5.76138518921327,1.1232013130096195
Gideon of the Trials,White,3,{1}{W}{W},Planeswalker,32,2,Monocolored,1.09692943689073,1.56561158095849,1.40533885957153,1.2833734003651,5.35125327778585,1.4208168701476092
"Gideon, Ally of Zendikar",White,4,{2}{W}{W},Planeswalker,50,2,Monocolored,2.28704841777929,2.51182570462588,2.76507837381686,2.62659715411204,10.19054965033407,1.6220612122970277
Gifts Ungiven,Blue,4,{3}{U},Instant,1,1,Monocolored,-1.04930749832412,-0.964846381297549,-1.06903935452478,-1.02995639775463,-4.113149631901079,0
Gilded Drake,Blue,2,{1}{U},Creature,2,1,Monocolored,-0.977035506886588,-1.06154410036696,-0.992737074311342,-0.955332855879803,-3.986649537444693,0
Gilded Lotus,Colorless,5,{5},Artifact,16,0,Colorless,-0.090971078449864,0.170467425367734,-0.143081429225349,-0.090971078449864,-0.15455616075734302,0
"Gisela, the Broken Blade",White,4,{2}{W}{W},Creature,4,2,Monocolored,-0.754366755602589,-0.751988906649176,-0.709811495921197,-0.806085772130143,-3.0222529303031047,0
Glen Elendra Archmage,Blue,4,{3}{U},Creature,27,1,Monocolored,0.829764279051625,0.87991839898835,0.914819931024603,0.910255690990947,3.534758300055525,0.7578526760442812
Glint-Sleeve Siphoner,Black,2,{1}{B},Creature,17,1,Monocolored,0.222893937824899,0.134786591256211,0.151797128890225,0.164020272242647,0.673497930213982,1.0426586658724648
Glorious Anthem,White,3,{1}{W}{W},Enchantment,1,2,Monocolored,-0.952719919084015,-0.849381048110764,-0.936434748295418,-1.02995639775463,-3.768492113244827,0
Glory-Bound Initiate,White,2,{1}{W},Creature,20,1,Monocolored,0.303516782965018,0.374052729580846,0.380703969530539,0.387890897867137,1.44616437994354,1.1703381035853397
Glorybringer,Red,5,{3}{R}{R},Creature,4,2,Monocolored,-0.837063266717785,-0.744673489764314,-0.709811495921197,-0.806085772130143,-3.097634024533439,0
Gnarled Scarhide,Black,1,{B},Enchantment Creature,16,1,Monocolored,0.146491199930245,-0.0842896485476296,0.0754948486767876,0.0893967303678166,0.22709313042721962,1.653855316757295
Go for the Throat,Black,2,{1}{B},Instant,32,1,Monocolored,1.3689350062447,1.33111728287939,1.29633133209179,1.2833734003651,5.279757021580981,1.6370294431547598
Goblin Bombardment,Red,2,{1}{R},Enchantment,6,1,Monocolored,-0.669782330646727,-0.742522582600784,-0.68752795345759,-0.656838688380483,-2.7566715550855836,0
Goblin Chainwhirler,Red,3,{R}{R}{R},Creature,2,3,Monocolored,-1.00434420278885,-0.771478060076272,-0.711527621438023,-0.955332855879803,-3.442682740182948,0.4429646356254335
Goblin Cratermaker,Red,2,{1}{R},Creature,20,1,Monocolored,0.501184221850698,0.374052729580846,0.380703969530539,0.387890897867137,1.6438318188292198,1.2005416976300824
Goblin Glory Chaser,Red,1,{R},Creature,4,1,Monocolored,-0.837063266717785,-0.98739302584366,-0.840132513884466,-0.806085772130143,-3.470674578576054,0.42482673714880537
Goblin Guide,Red,1,{R},Creature,28,1,Monocolored,1.17030796613494,0.818813728748401,0.991122211238041,0.984879232865777,3.9651231389871593,2.193341842488382
Goblin Rabblemaster,Red,3,{2}{R},Creature,31,1,Monocolored,1.42122937024153,1.487708592924,1.22002905187835,1.20874985849027,5.33771687353415,1.237186750763611
Goblin Welder,Red,1,{R},Creature,1,1,Monocolored,-1.08798467082438,-1.21316887016767,-1.06903935452478,-1.02995639775463,-4.400149293271459,0
Goldmeadow Harrier,White,1,{W},Creature,1,1,Monocolored,-0.952719919084015,-1.21316887016767,-1.06903935452478,-1.02995639775463,-4.264884541531095,0
Golgari Signet,Colorless,2,{2},Artifact,15,0,Colorless,-0.165167348107554,-0.024724167626879,-0.214974561151386,-0.165167348107554,-0.570033424993373,0
"Gonti, Lord of Luxury",Black,4,{2}{B}{B},Creature,4,2,Monocolored,-0.7703416548056,-0.751988906649176,-0.709811495921197,-0.806085772130143,-3.038227829506116,0
Grafted Wargear,Colorless,3,{3},Artifact,33,0,Colorless,1.17036550573088,1.64351456899298,1.07910181351729,1.17036550573087,5.06334739397202,0
Grasp of Fate,White,3,{1}{W}{W},Enchantment,1,2,Monocolored,-0.952719919084015,-0.849381048110764,-0.936434748295418,-1.02995639775463,-3.768492113244827,0
Grave Titan,Black,6,{4}{B}{B},Creature,28,2,Monocolored,1.06332405466609,1.1680954963121,1.10317452307257,0.984879232865777,4.319473306916537,1.1334938262991006
Graveborn Muse,Black,4,{2}{B}{B},Creature,1,2,Monocolored,-0.999549868489561,-0.964846381297549,-0.936434748295418,-1.02995639775463,-3.9307873958371577,0
Gravecrawler,Black,1,{B},Creature,27,1,Monocolored,0.986921316771432,0.743555113973732,0.914819931024603,0.910255690990947,3.555552052760714,2.1465804350998017
Greater Gargadon,Red,1,{9}{R},Creature,27,1,Monocolored,1.08666749809941,0.743555113973732,0.914819931024603,0.910255690990947,3.6552982340886917,2.1581716460459117
Green Sun's Zenith,Green,1,{X}{G},Sorcery,24,1,Monocolored,0.687324731913867,0.517779269649724,0.68591309038429,0.686385065366457,2.577402157314338,0.9265581289336611
Grim Haruspex,Black,3,{2}{B},Creature,1,1,Monocolored,-0.999549868489561,-0.849381048110764,-1.06903935452478,-1.02995639775463,-3.947926668879735,0
Grim Lavamancer,Red,1,{R},Creature,25,1,Monocolored,0.919386562028352,0.593037884424393,0.762215370597728,0.761008607241287,3.03564842429176,2.083887695907492
Grim Monolith,Colorless,2,{2},Artifact,29,0,Colorless,0.873580427100115,1.09185114455475,0.791529285813138,0.873580427100112,3.630541284568115,0
Grim Tutor,Black,3,{1}{B}{B},Sorcery,1,2,Monocolored,-0.999549868489561,-0.849381048110764,-0.936434748295418,-1.02995639775463,-3.815322062650373,0
Griselbrand,Black,8,{4}{B}{B}{B}{B},Creature,26,ramp/cheat,Monocolored,0.910518578876779,2.39452367153939,1.8850215893614,0.835632149116117,6.025695988893686,0
Grisly Salvage,Black Green,2,{B}{G},Instant,2,2,Multicolored,-0.768288021441136,-1.06154410036696,-0.860893664170678,-0.768288021441135,-3.4590138074199093,0.21621129812948023
Gruul Signet,Colorless,2,{2},Artifact,6,0,Colorless,-0.832933775026765,-0.742522582600784,-0.862012748485724,-0.832933775026768,-3.2704028811400407,0
Guardian Idol,Colorless,2,{2},Artifact,13,0,Colorless,-0.313559887422935,-0.184234926509969,-0.358760825003461,-0.313559887422935,-1.1701155263593,0
Gush,Blue,5,{4}{U},Instant,1,1,Monocolored,-1.04930749832412,-0.973458718547326,-1.06903935452478,-1.02995639775463,-4.121761969150856,0
Guttersnipe,Red,3,{2}{R},Creature,3,1,Monocolored,-0.920703734753316,-0.693575072041779,-0.916434794097904,-0.880709314004973,-3.411422914897972,0
Hadana's Climb,Blue Green,3,{1}{G}{U},Enchantment,2,2,Multicolored,-0.768288021441136,-0.771478060076272,-0.860893664170678,-0.768288021441135,-3.1689477671292208,0
Hallowed Spiritkeeper,White,3,{1}{W}{W},Creature,11,2,Monocolored,-0.291542707479262,-0.0703511677658424,-0.181023907048014,-0.283720979006333,-0.8266387612994514,1.0232566554629117
Hangarback Walker,Colorless,0,{X}{X},Artifact Creature,18,0,Colorless,0.0574214608655169,-0.890769937850152,0.000704834626725983,0.0574214608655168,-0.7752221814923923,0
Hanweir Garrison,Red,3,{2}{R},Creature,32,1,Monocolored,1.50486983827706,1.56561158095849,1.29633133209179,1.2833734003651,5.6501861516924405,1.266965082366722
Hanweir Militia Captain,White,2,{1}{W},Creature,1,1,Monocolored,-0.952719919084015,-1.14129947980851,-1.06903935452478,-1.02995639775463,-4.1930151511719345,0
Hardened Scales,Green,1,{G},Enchantment,2,1,Monocolored,-1.01515822738148,-1.137910255393,-0.992737074311342,-0.955332855879803,-4.101138412965625,0
Harmonize,Green,4,{2}{G}{G},Sorcery,1,2,Monocolored,-1.09254381644036,-0.964846381297549,-0.936434748295418,-1.02995639775463,-4.023781343787958,0
Harsh Mentor,Red,2,{1}{R},Creature,16,1,Monocolored,0.166622349708576,0.055031211814666,0.0754948486767876,0.0893967303678166,0.38654514056784617,0.9907570230722542
Hazoret the Fervent,Red,4,{3}{R},Creature,14,1,Monocolored,-0.00065858636248449,-0.0424639911545996,-0.077109711750088,-0.0598503533818434,-0.18008264264901547,0.18646242101782376
Heartbeat of Spring,Green,3,{2}{G},Enchantment,1,1,Monocolored,-1.09254381644036,-0.849381048110764,-1.06903935452478,-1.02995639775463,-4.040920616830534,0
Hedron Archive,Colorless,4,{4},Artifact,9,0,Colorless,-0.610344966053697,-0.397226448901888,-0.646333352707611,-0.610344966053697,-2.264249733716893,0
Heir of Falkenrath,Black,2,{1}{B},Creature,18,1,Monocolored,0.299296675719552,0.214541970697756,0.228099409103663,0.238643814117477,0.980581869638448,1.0953706852841278
Hellkite Overlord,Black Red Green,8,{4}{B}{R}{R}{G},Creature,1,ramp/cheat,Multicolored,-0.867561192750945,-1.17939225613134,-1.14555974401705,-0.867561192750945,-4.06007438565028,0
Hellrider,Red,4,{2}{R}{R},Creature,24,2,Monocolored,0.835746093992819,0.667060924339977,0.801010186573611,0.686385065366457,2.990202270272864,1.3850688943262013
Hellspark Elemental,Red,2,{1}{R},Creature,13,1,Monocolored,-0.0842990543980147,-0.184234926509969,-0.153411991963526,-0.134473895256673,-0.5564198681281827,0.7983132069771243
Hero of Bladehold,White,4,{2}{W}{W},Creature,33,2,Monocolored,1.1630471580512,1.3056333482851,1.48087994369627,1.35799694223993,5.3075573922725,1.6397301730343858
Hero of Oxid Ridge,Red,4,{2}{R}{R},Creature,1,2,Monocolored,-1.08798467082438,-0.964846381297549,-0.936434748295418,-1.02995639775463,-4.019222198171978,0
