deckID,number,name,location,color,cmc,manaCost,power,toughness,text,types,subtypes,colors,baseColors,splashes,sphere,archetype,powered
82,1,Godless Shrine,MB,Colorless,0,NA,NA,NA,"({T}: Add {W} or {B}.)
As Godless Shrine enters the battlefield, you may pay 2 life. If you don't, Godless Shrine enters the battlefield tapped.",Land,Plains Swamp,blue black white,blue white,black,control,-,FALSE
82,1,Terramorphic Expanse,MB,Colorless,0,NA,NA,NA,"{T}, Sacrifice Terramorphic Expanse: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle your library.",Land,NA,blue black white,blue white,black,control,-,FALSE
82,1,Land Tax,MB,White,1,{W},NA,NA,"At the beginning of your upkeep, if an opponent controls more lands than you, you may search your library for up to three basic land cards, reveal them, put them into your hand, then shuffle your library.",Enchantment,NA,blue black white,blue white,black,control,-,FALSE
82,1,Mind Twist,MB,Black,1,{X}{B},NA,NA,Target player discards X cards at random.,Sorcery,NA,blue black white,blue white,black,control,-,FALSE
82,1,Ancestral Vision,MB,Blue,0,NA,NA,NA,"Suspend 4—{U} (Rather than cast this card from your hand, pay {U} and exile it with four time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost.)
Target player draws three cards.",Sorcery,NA,blue black white,blue white,black,control,-,FALSE
82,1,Coldsteel Heart,MB,Colorless,2,{2},NA,NA,"Coldsteel Heart enters the battlefield tapped.
As Coldsteel Heart enters the battlefield, choose a color.
{T}: Add one mana of the chosen color.",Artifact,NA,blue black white,blue white,black,control,-,FALSE
82,1,Mana Leak,MB,Blue,2,{1}{U},NA,NA,Counter target spell unless its controller pays {3}.,Instant,NA,blue black white,blue white,black,control,-,FALSE
82,1,Memory Lapse,MB,Blue,2,{1}{U},NA,NA,"Counter target spell. If that spell is countered this way, put it on top of its owner's library instead of into that player's graveyard.",Instant,NA,blue black white,blue white,black,control,-,FALSE
82,1,Scroll Rack,MB,Colorless,2,{2},NA,NA,"{1}, {T}: Exile any number of cards from your hand face down. Put that many cards from the top of your library into your hand. Then look at the exiled cards and put them on top of your library in any order.",Artifact,NA,blue black white,blue white,black,control,-,FALSE
82,1,Banishing Light,MB,White,3,{2}{W},NA,NA,"When Banishing Light enters the battlefield, exile target nonland permanent an opponent controls until Banishing Light leaves the battlefield. (That permanent returns under its owner's control.)",Enchantment,NA,blue black white,blue white,black,control,-,FALSE
82,1,Coalition Relic,MB,Colorless,3,{3},NA,NA,"{T}: Add one mana of any color.
{T}: Put a charge counter on Coalition Relic.
At the beginning of your precombat main phase, remove all charge counters from Coalition Relic. Add one mana of any color for each charge counter removed this way.",Artifact,NA,blue black white,blue white,black,control,-,FALSE
82,1,Jace Beleren,MB,Blue,3,{1}{U}{U},NA,NA,"+2: Each player draws a card.
−1: Target player draws a card.
−10: Target player puts the top twenty cards of their library into their graveyard.",Planeswalker,Jace,blue black white,blue white,black,control,-,FALSE
82,1,True-Name Nemesis,MB,Blue,3,{1}{U}{U},3,1,"As True-Name Nemesis enters the battlefield, choose a player.
True-Name Nemesis has protection from the chosen player. (This creature can't be blocked, targeted, dealt damage, or enchanted by anything controlled by that player.)",Creature,Merfolk Rogue,blue black white,blue white,black,control,-,FALSE
82,1,Control Magic,MB,Blue,4,{2}{U}{U},NA,NA,"Enchant creature
You control enchanted creature.",Enchantment,Aura,blue black white,blue white,black,control,-,FALSE
82,1,"Elspeth, Knight-Errant",MB,White,4,{2}{W}{W},NA,NA,"+1: Create a 1/1 white Soldier creature token.
+1: Target creature gets +3/+3 and gains flying until end of turn.
−8: You get an emblem with ""Artifacts, creatures, enchantments, and lands you control have indestructible.""",Planeswalker,Elspeth,blue black white,blue white,black,control,-,FALSE
82,1,Supreme Verdict,MB,White Blue,4,{1}{W}{W}{U},NA,NA,"This spell can't be countered.
Destroy all creatures.",Sorcery,NA,blue black white,blue white,black,control,-,FALSE
82,1,Cloudgoat Ranger,MB,White,5,{3}{W}{W},3,3,"When Cloudgoat Ranger enters the battlefield, create three 1/1 white Kithkin Soldier creature tokens.
Tap three untapped Kithkin you control: Cloudgoat Ranger gets +2/+0 and gains flying until end of turn.",Creature,Giant Warrior,blue black white,blue white,black,control,-,FALSE
82,1,Eternal Dragon,MB,White,7,{5}{W}{W},5,5,"Flying
{3}{W}{W}: Return Eternal Dragon from your graveyard to your hand. Activate this ability only during your upkeep.
Plainscycling {2} ({2}, Discard this card: Search your library for a Plains card, reveal it, put it into your hand, then shuffle your library.)",Creature,Dragon Spirit,blue black white,blue white,black,control,-,FALSE
83,1,Flooded Strand,MB,Colorless,0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Flooded Strand: Search your library for a Plains or Island card, put it onto the battlefield, then shuffle your library.",Land,NA,blue black white,blue white,black,control,opposition,FALSE
83,1,"Brimaz, King of Oreskos",MB,White,3,{1}{W}{W},3,4,"Vigilance
Whenever Brimaz, King of Oreskos attacks, create a 1/1 white Cat Soldier creature token with vigilance that's attacking.
Whenever Brimaz blocks a creature, create a 1/1 white Cat Soldier creature token with vigilance that's blocking that creature.",Creature,Cat Soldier,blue black white,blue white,black,control,opposition,FALSE
83,1,Aether Hub,MB,Colorless,0,NA,NA,NA,"When Aether Hub enters the battlefield, you get {E} (an energy counter).
{T}: Add {C}.
{T}, Pay {E}: Add one mana of any color.",Land,NA,blue black white,blue white,black,control,opposition,FALSE
83,1,Caves of Koilos,MB,Colorless,0,NA,NA,NA,"{T}: Add {C}.
{T}: Add {W} or {B}. Caves of Koilos deals 1 damage to you.",Land,NA,blue black white,blue white,black,control,opposition,FALSE
83,1,Tendo Ice Bridge,MB,Colorless,0,NA,NA,NA,"Tendo Ice Bridge enters the battlefield with a charge counter on it.
{T}: Add {C}.
{T}, Remove a charge counter from Tendo Ice Bridge: Add one mana of any color.",Land,NA,blue black white,blue white,black,control,opposition,FALSE
83,1,Umezawa's Jitte,MB,Colorless,2,{2},NA,NA,"Whenever equipped creature deals combat damage, put two charge counters on Umezawa's Jitte.
Remove a charge counter from Umezawa's Jitte: Choose one —
• Equipped creature gets +2/+2 until end of turn.
• Target creature gets -1/-1 until end of turn.
• You gain 2 life.
Equip {2}",Artifact,Equipment,blue black white,blue white,black,control,opposition,FALSE
83,1,Hallowed Spiritkeeper,MB,White,3,{1}{W}{W},3,2,"Vigilance
When Hallowed Spiritkeeper dies, create X 1/1 white Spirit creature tokens with flying, where X is the number of creature cards in your graveyard.",Creature,Avatar,blue black white,blue white,black,control,opposition,FALSE
83,1,Condescend,MB,Blue,1,{X}{U},NA,NA,"Counter target spell unless its controller pays {X}. Scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",Instant,NA,blue black white,blue white,black,control,opposition,FALSE
83,1,Mana Leak,MB,Blue,2,{1}{U},NA,NA,Counter target spell unless its controller pays {3}.,Instant,NA,blue black white,blue white,black,control,opposition,FALSE
83,1,Selfless Spirit,MB,White,2,{1}{W},2,1,"Flying
Sacrifice Selfless Spirit: Creatures you control gain indestructible until end of turn.",Creature,Spirit Cleric,blue black white,blue white,black,control,opposition,FALSE
83,1,Palace Jailer,MB,White,4,{2}{W}{W},2,2,"When Palace Jailer enters the battlefield, you become the monarch.
When Palace Jailer enters the battlefield, exile target creature an opponent controls until an opponent becomes the monarch. (That creature returns under its owner's control.)",Creature,Human Soldier,blue black white,blue white,black,control,opposition,FALSE
83,1,Lingering Souls,MB,White,3,{2}{W},NA,NA,"Create two 1/1 white Spirit creature tokens with flying.
Flashback {1}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Sorcery,NA,blue black white,blue white,black,control,opposition,FALSE
83,1,"Gideon, Ally of Zendikar",MB,White,4,{2}{W}{W},NA,NA,"+1: Until end of turn, Gideon, Ally of Zendikar becomes a 5/5 Human Soldier Ally creature with indestructible that's still a planeswalker. Prevent all damage that would be dealt to him this turn.
0: Create a 2/2 white Knight Ally creature token.
−4: You get an emblem with ""Creatures you control get +1/+1.""",Planeswalker,Gideon,blue black white,blue white,black,control,opposition,FALSE
83,1,Polluted Delta,MB,Colorless,0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Polluted Delta: Search your library for an Island or Swamp card, put it onto the battlefield, then shuffle your library.",Land,NA,blue black white,blue white,black,control,opposition,FALSE
83,1,Godless Shrine,MB,Colorless,0,NA,NA,NA,"({T}: Add {W} or {B}.)
As Godless Shrine enters the battlefield, you may pay 2 life. If you don't, Godless Shrine enters the battlefield tapped.",Land,Plains Swamp,blue black white,blue white,black,control,opposition,FALSE
83,1,Baleful Strix,MB,Blue Black,2,{U}{B},1,1,"Flying, deathtouch
When Baleful Strix enters the battlefield, draw a card.",Artifact Creature,Bird,blue black white,blue white,black,control,opposition,FALSE
83,1,Miscalculation,MB,Blue,2,{1}{U},NA,NA,"Counter target spell unless its controller pays {2}.
Cycling {2} ({2}, Discard this card: Draw a card.)",Instant,NA,blue black white,blue white,black,control,opposition,FALSE
83,1,Control Magic,MB,Blue,4,{2}{U}{U},NA,NA,"Enchant creature
You control enchanted creature.",Enchantment,Aura,blue black white,blue white,black,control,opposition,FALSE
83,1,Opposition,MB,Blue,4,{2}{U}{U},NA,NA,"Tap an untapped creature you control: Tap target artifact, creature, or land.",Enchantment,NA,blue black white,blue white,black,control,opposition,FALSE
83,1,Phyrexian Metamorph,MB,Colorless,4,{3}{U/P},0,0,"({U/P} can be paid with either {U} or 2 life.)
You may have Phyrexian Metamorph enter the battlefield as a copy of any artifact or creature on the battlefield, except it's an artifact in addition to its other types.",Artifact Creature,Shapeshifter,blue black white,blue white,black,control,opposition,FALSE
83,1,Seal of Cleansing,MB,White,2,{1}{W},NA,NA,Sacrifice Seal of Cleansing: Destroy target artifact or enchantment.,Enchantment,NA,blue black white,blue white,black,control,opposition,FALSE
83,1,Sword of Body and Mind,MB,Colorless,3,{3},NA,NA,"Equipped creature gets +2/+2 and has protection from green and from blue.
Whenever equipped creature deals combat damage to a player, you create a 2/2 green Wolf creature token and that player puts the top ten cards of their library into their graveyard.
Equip {2}",Artifact,Equipment,blue black white,blue white,black,control,opposition,FALSE
83,1,Looter il-Kor,MB,Blue,2,{1}{U},1,1,"Shadow (This creature can block or be blocked by only creatures with shadow.)
Whenever Looter il-Kor deals damage to an opponent, draw a card, then discard a card.",Creature,Kor Rogue,blue black white,blue white,black,control,opposition,FALSE
83,1,Parallax Wave,MB,White,4,{2}{W}{W},NA,NA,"Fading 5 (This enchantment enters the battlefield with five fade counters on it. At the beginning of your upkeep, remove a fade counter from it. If you can't, sacrifice it.)
Remove a fade counter from Parallax Wave: Exile target creature.
When Parallax Wave leaves the battlefield, each player returns to the battlefield all cards they own exiled with Parallax Wave.",Enchantment,NA,blue black white,blue white,black,control,opposition,FALSE
83,1,Monastery Mentor,MB,White,3,{2}{W},2,2,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever you cast a noncreature spell, create a 1/1 white Monk creature token with prowess.",Creature,Human Monk,blue black white,blue white,black,control,opposition,FALSE
83,1,Scrubland,MB,Colorless,0,NA,NA,NA,({T}: Add {W} or {B}.),Land,Plains Swamp,blue black white,blue white,black,control,opposition,FALSE
83,1,Geist of Saint Traft,MB,White Blue,3,{1}{W}{U},2,2,"Hexproof (This creature can't be the target of spells or abilities your opponents control.)
Whenever Geist of Saint Traft attacks, create a 4/4 white Angel creature token with flying that's tapped and attacking. Exile that token at end of combat.",Creature,Spirit Cleric,blue black white,blue white,black,control,opposition,FALSE
83,1,Soltari Trooper,MB,White,2,{1}{W},1,1,"Shadow (This creature can block or be blocked by only creatures with shadow.)
Whenever Soltari Trooper attacks, it gets +1/+1 until end of turn.",Creature,Soltari Soldier,blue black white,blue white,black,control,opposition,FALSE
83,1,"Jace, the Mind Sculptor",MB,Blue,4,{2}{U}{U},NA,NA,"+2: Look at the top card of target player's library. You may put that card on the bottom of that player's library.
0: Draw three cards, then put two cards from your hand on top of your library in any order.
−1: Return target creature to its owner's hand.
−12: Exile all cards from target player's library, then that player shuffles their hand into their library.",Planeswalker,Jace,blue black white,blue white,black,control,opposition,FALSE
83,1,Phyrexian Revoker,MB,Colorless,2,{2},2,1,"As Phyrexian Revoker enters the battlefield, choose a nonland card name.
Activated abilities of sources with the chosen name can't be activated.",Artifact Creature,Horror,blue black white,blue white,black,control,opposition,FALSE
83,1,Necromancy,SB,Black,3,{2}{B},NA,NA,"You may cast Necromancy as though it had flash. If you cast it any time a sorcery couldn't have been cast, the controller of the permanent it becomes sacrifices it at the beginning of the next cleanup step.
When Necromancy enters the battlefield, if it's on the battlefield, it becomes an Aura with ""enchant creature put onto the battlefield with Necromancy."" Put target creature card from a graveyard onto the battlefield under your control and attach Necromancy to it. When Necromancy leaves the battlefield, that creature's controller sacrifices it.",Enchantment,NA,blue black white,blue white,black,control,opposition,FALSE
83,1,Powder Keg,SB,Colorless,2,{2},NA,NA,"At the beginning of your upkeep, you may put a fuse counter on Powder Keg.
{T}, Sacrifice Powder Keg: Destroy each artifact and creature with converted mana cost equal to the number of fuse counters on Powder Keg.",Artifact,NA,blue black white,blue white,black,control,opposition,FALSE
83,1,Mardu Woe-Reaper,SB,White,1,{W},2,1,"Whenever Mardu Woe-Reaper or another Warrior enters the battlefield under your control, you may exile target creature card from a graveyard. If you do, you gain 1 life.",Creature,Human Warrior,blue black white,blue white,black,control,opposition,FALSE
83,1,Recurring Nightmare,SB,Black,3,{2}{B},NA,NA,"Sacrifice a creature, Return Recurring Nightmare to its owner's hand: Return target creature card from your graveyard to the battlefield. Activate this ability only any time you could cast a sorcery.",Enchantment,NA,blue black white,blue white,black,control,opposition,FALSE
83,1,Lightning Strike,SB,Red,2,{1}{R},NA,NA,Lightning Strike deals 3 damage to any target.,Instant,NA,blue black white,blue white,black,control,opposition,FALSE
83,1,Imposing Sovereign,SB,White,2,{1}{W},2,1,Creatures your opponents control enter the battlefield tapped.,Creature,Human,blue black white,blue white,black,control,opposition,FALSE
83,1,Cloudgoat Ranger,SB,White,5,{3}{W}{W},3,3,"When Cloudgoat Ranger enters the battlefield, create three 1/1 white Kithkin Soldier creature tokens.
Tap three untapped Kithkin you control: Cloudgoat Ranger gets +2/+0 and gains flying until end of turn.",Creature,Giant Warrior,blue black white,blue white,black,control,opposition,FALSE
83,1,Grafted Wargear,SB,Colorless,3,{3},NA,NA,"Equipped creature gets +3/+2.
Whenever Grafted Wargear becomes unattached from a permanent, sacrifice that permanent.
Equip {0} ({0}: Attach to target creature you control. Equip only as a sorcery.)",Artifact,Equipment,blue black white,blue white,black,control,opposition,FALSE
83,1,Armageddon,SB,White,4,{3}{W},NA,NA,Destroy all lands.,Sorcery,NA,blue black white,blue white,black,control,opposition,FALSE
83,1,Abrade,SB,Red,2,{1}{R},NA,NA,"Choose one —
• Abrade deals 3 damage to target creature.
• Destroy target artifact.",Instant,NA,blue black white,blue white,black,control,opposition,FALSE
83,1,Battlefield Forge,SB,Colorless,0,NA,NA,NA,"{T}: Add {C}.
{T}: Add {R} or {W}. Battlefield Forge deals 1 damage to you.",Land,NA,blue black white,blue white,black,control,opposition,FALSE
83,1,"Elspeth, Sun's Champion",SB,White,6,{4}{W}{W},NA,NA,"+1: Create three 1/1 white Soldier creature tokens.
−3: Destroy all creatures with power 4 or greater.
−7: You get an emblem with ""Creatures you control get +2/+2 and have flying.""",Planeswalker,Elspeth,blue black white,blue white,black,control,opposition,FALSE
83,1,Crystal Shard,SB,Colorless,3,{3},NA,NA,"{3}, {T} or {U}, {T}: Return target creature to its owner's hand unless its controller pays {1}.",Artifact,NA,blue black white,blue white,black,control,opposition,FALSE
83,1,Hero of Bladehold,SB,White,4,{2}{W}{W},3,4,"Battle cry (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.)
Whenever Hero of Bladehold attacks, create two 1/1 white Soldier creature tokens that are tapped and attacking.",Creature,Human Knight,blue black white,blue white,black,control,opposition,FALSE
83,1,Thirst for Knowledge,SB,Blue,3,{2}{U},NA,NA,Draw three cards. Then discard two cards unless you discard an artifact card.,Instant,NA,blue black white,blue white,black,control,opposition,FALSE
84,1,Ancient Tomb,MB,Colorless,0,NA,NA,NA,{T}: Add {C}{C}. Ancient Tomb deals 2 damage to you.,Land,NA,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Grand Coliseum,MB,Colorless,0,NA,NA,NA,"Grand Coliseum enters the battlefield tapped.
{T}: Add {C}.
{T}: Add one mana of any color. Grand Coliseum deals 1 damage to you.",Land,NA,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Hissing Quagmire,MB,Colorless,0,NA,NA,NA,"Hissing Quagmire enters the battlefield tapped.
{T}: Add {B} or {G}.
{1}{B}{G}: Hissing Quagmire becomes a 2/2 black and green Elemental creature with deathtouch until end of turn. It's still a land.",Land,NA,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Llanowar Wastes,MB,Colorless,0,NA,NA,NA,"{T}: Add {C}.
{T}: Add {B} or {G}. Llanowar Wastes deals 1 damage to you.",Land,NA,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Mana Confluence,MB,Colorless,0,NA,NA,NA,"{T}, Pay 1 life: Add one mana of any color.",Land,NA,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Overgrown Tomb,MB,Colorless,0,NA,NA,NA,"({T}: Add {B} or {G}.)
As Overgrown Tomb enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.",Land,Swamp Forest,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Raging Ravine,MB,Colorless,0,NA,NA,NA,"Raging Ravine enters the battlefield tapped.
{T}: Add {R} or {G}.
{2}{R}{G}: Until end of turn, Raging Ravine becomes a 3/3 red and green Elemental creature with ""Whenever this creature attacks, put a +1/+1 counter on it."" It's still a land.",Land,NA,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Stomping Ground,MB,Colorless,0,NA,NA,NA,"({T}: Add {R} or {G}.)
As Stomping Ground enters the battlefield, you may pay 2 life. If you don't, Stomping Ground enters the battlefield tapped.",Land,Mountain Forest,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Tendo Ice Bridge,MB,Colorless,0,NA,NA,NA,"Tendo Ice Bridge enters the battlefield with a charge counter on it.
{T}: Add {C}.
{T}, Remove a charge counter from Tendo Ice Bridge: Add one mana of any color.",Land,NA,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Verdant Catacombs,MB,Colorless,0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Verdant Catacombs: Search your library for a Swamp or Forest card, put it onto the battlefield, then shuffle your library.",Land,NA,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Llanowar Elves,MB,Green,1,{G},1,1,{T}: Add {G}.,Creature,Elf Druid,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Mind Twist,MB,Black,1,{X}{B},NA,NA,Target player discards X cards at random.,Sorcery,NA,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Abrupt Decay,MB,Black Green,2,{B}{G},NA,NA,"This spell can't be countered.
Destroy target nonland permanent with converted mana cost 3 or less.",Instant,NA,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Noose Constrictor,MB,Green,2,{1}{G},2,2,"Reach
Discard a card: Noose Constrictor gets +1/+1 until end of turn.",Creature,Snake,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Survival of the Fittest,MB,Green,2,{1}{G},NA,NA,"{G}, Discard a creature card: Search your library for a creature card, reveal that card, and put it into your hand. Then shuffle your library.",Enchantment,NA,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Sylvan Caryatid,MB,Green,2,{1}{G},0,3,"Defender, hexproof
{T}: Add one mana of any color.",Creature,Plant,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Courser of Kruphix,MB,Green,3,{1}{G}{G},2,4,"Play with the top card of your library revealed.
You may play the top card of your library if it's a land card.
Whenever a land enters the battlefield under your control, you gain 1 life.",Enchantment Creature,Centaur,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Kodama's Reach,MB,Green,3,{2}{G},NA,NA,"Search your library for up to two basic land cards, reveal those cards, and put one onto the battlefield tapped and the other into your hand. Then shuffle your library.",Sorcery,Arcane,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Maelstrom Pulse,MB,Black Green,3,{1}{B}{G},NA,NA,Destroy target nonland permanent and all other permanents with the same name as that permanent.,Sorcery,NA,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Recruiter of the Guard,MB,White,3,{2}{W},1,1,"When Recruiter of the Guard enters the battlefield, you may search your library for a creature card with toughness 2 or less, reveal it, put it into your hand, then shuffle your library.",Creature,Human Soldier,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Recurring Nightmare,MB,Black,3,{2}{B},NA,NA,"Sacrifice a creature, Return Recurring Nightmare to its owner's hand: Return target creature card from your graveyard to the battlefield. Activate this ability only any time you could cast a sorcery.",Enchantment,NA,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Yavimaya Elder,MB,Green,3,{1}{G}{G},2,1,"When Yavimaya Elder dies, you may search your library for up to two basic land cards, reveal them, put them into your hand, then shuffle your library.
{2}, Sacrifice Yavimaya Elder: Draw a card.",Creature,Human Druid,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,"Chandra, Torch of Defiance",MB,Red,4,{2}{R}{R},NA,NA,"+1: Exile the top card of your library. You may cast that card. If you don't, Chandra, Torch of Defiance deals 2 damage to each opponent.
+1: Add {R}{R}.
−3: Chandra, Torch of Defiance deals 4 damage to target creature.
−7: You get an emblem with ""Whenever you cast a spell, this emblem deals 5 damage to any target.""",Planeswalker,Chandra,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Flametongue Kavu,MB,Red,4,{3}{R},4,2,"When Flametongue Kavu enters the battlefield, it deals 4 damage to target creature.",Creature,Kavu,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Garruk Relentless,MB,Green,4,{3}{G},NA,NA,"When Garruk Relentless has two or fewer loyalty counters on him, transform him.
0: Garruk Relentless deals 3 damage to target creature. That creature deals damage equal to its power to him.
0: Create a 2/2 green Wolf creature token.",Planeswalker,Garruk,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Garruk Wildspeaker,MB,Green,4,{2}{G}{G},NA,NA,"+1: Untap two target lands.
−1: Create a 3/3 green Beast creature token.
−4: Creatures you control get +3/+3 and gain trample until end of turn.",Planeswalker,Garruk,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Thought-Knot Seer,MB,Colorless,4,{3}{C},4,4,"({C} represents colorless mana.)
When Thought-Knot Seer enters the battlefield, target opponent reveals their hand. You choose a nonland card from it and exile that card.
When Thought-Knot Seer leaves the battlefield, target opponent draws a card.",Creature,Eldrazi,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Siege-Gang Commander,MB,Red,5,{3}{R}{R},2,2,"When Siege-Gang Commander enters the battlefield, create three 1/1 red Goblin creature tokens.
{1}{R}, Sacrifice a Goblin: Siege-Gang Commander deals 2 damage to any target.",Creature,Goblin,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Inferno Titan,MB,Red,6,{4}{R}{R},6,6,"{R}: Inferno Titan gets +1/+0 until end of turn.
Whenever Inferno Titan enters the battlefield or attacks, it deals 3 damage divided as you choose among one, two, or three targets.",Creature,Giant,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Craterhoof Behemoth,MB,Green,8,{5}{G}{G}{G},5,5,"Haste
When Craterhoof Behemoth enters the battlefield, creatures you control gain trample and get +X/+X until end of turn, where X is the number of creatures you control.",Creature,Beast,red green black white,green,red black white,midrange combo,reanimator,FALSE
84,1,Woodfall Primus,MB,Green,8,{5}{G}{G}{G},6,6,"Trample
When Woodfall Primus enters the battlefield, destroy target noncreature permanent.
Persist (When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)",Creature,Treefolk Shaman,red green black white,green,red black white,midrange combo,reanimator,FALSE
85,1,Arid Mesa,MB,Colorless,0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Arid Mesa: Search your library for a Mountain or Plains card, put it onto the battlefield, then shuffle your library.",Land,NA,red blue black white,blue black,red white,control,-,FALSE
85,1,Grand Coliseum,MB,Colorless,0,NA,NA,NA,"Grand Coliseum enters the battlefield tapped.
{T}: Add {C}.
{T}: Add one mana of any color. Grand Coliseum deals 1 damage to you.",Land,NA,red blue black white,blue black,red white,control,-,FALSE
85,1,Hallowed Fountain,MB,Colorless,0,NA,NA,NA,"({T}: Add {W} or {U}.)
As Hallowed Fountain enters the battlefield, you may pay 2 life. If you don't, Hallowed Fountain enters the battlefield tapped.",Land,Plains Island,red blue black white,blue black,red white,control,-,FALSE
85,1,Mana Confluence,MB,Colorless,0,NA,NA,NA,"{T}, Pay 1 life: Add one mana of any color.",Land,NA,red blue black white,blue black,red white,control,-,FALSE
85,1,Polluted Delta,MB,Colorless,0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Polluted Delta: Search your library for an Island or Swamp card, put it onto the battlefield, then shuffle your library.",Land,NA,red blue black white,blue black,red white,control,-,FALSE
85,1,Shambling Vent,MB,Colorless,0,NA,NA,NA,"Shambling Vent enters the battlefield tapped.
{T}: Add {W} or {B}.
{1}{W}{B}: Shambling Vent becomes a 2/3 white and black Elemental creature with lifelink until end of turn. It's still a land.",Land,NA,red blue black white,blue black,red white,control,-,FALSE
85,1,Sulfurous Springs,MB,Colorless,0,NA,NA,NA,"{T}: Add {C}.
{T}: Add {B} or {R}. Sulfurous Springs deals 1 damage to you.",Land,NA,red blue black white,blue black,red white,control,-,FALSE
85,1,Land Tax,MB,White,1,{W},NA,NA,"At the beginning of your upkeep, if an opponent controls more lands than you, you may search your library for up to three basic land cards, reveal them, put them into your hand, then shuffle your library.",Enchantment,NA,red blue black white,blue black,red white,control,-,FALSE
85,1,Baleful Strix,MB,Blue Black,2,{U}{B},1,1,"Flying, deathtouch
When Baleful Strix enters the battlefield, draw a card.",Artifact Creature,Bird,red blue black white,blue black,red white,control,-,FALSE
85,1,Coldsteel Heart,MB,Colorless,2,{2},NA,NA,"Coldsteel Heart enters the battlefield tapped.
As Coldsteel Heart enters the battlefield, choose a color.
{T}: Add one mana of the chosen color.",Artifact,NA,red blue black white,blue black,red white,control,-,FALSE
85,1,Demonic Tutor,MB,Black,2,{1}{B},NA,NA,Search your library for a card and put that card into your hand. Then shuffle your library.,Sorcery,NA,red blue black white,blue black,red white,control,-,FALSE
85,1,Izzet Signet,MB,Colorless,2,{2},NA,NA,"{1}, {T}: Add {U}{R}.",Artifact,NA,red blue black white,blue black,red white,control,-,FALSE
85,1,Orzhov Signet,MB,Colorless,2,{2},NA,NA,"{1}, {T}: Add {W}{B}.",Artifact,NA,red blue black white,blue black,red white,control,-,FALSE
85,1,Pack Rat,MB,Black,2,{1}{B},*,*,"Pack Rat's power and toughness are each equal to the number of Rats you control.
{2}{B}, Discard a card: Create a token that's a copy of Pack Rat.",Creature,Rat,red blue black white,blue black,red white,control,-,FALSE
85,1,Talisman of Dominance,MB,Colorless,2,{2},NA,NA,"{T}: Add {C}.
{T}: Add {U} or {B}. Talisman of Dominance deals 1 damage to you.",Artifact,NA,red blue black white,blue black,red white,control,-,FALSE
85,1,Council's Judgment,MB,White,3,{1}{W}{W},NA,NA,"Will of the council — Starting with you, each player votes for a nonland permanent you don't control. Exile each permanent with the most votes or tied for most votes.",Sorcery,NA,red blue black white,blue black,red white,control,-,FALSE
