name,color,cmc,manaCost,types,count,pips,colorType,colordiff,cmcdiff,pipdiff,colortypediff,power,newcc
Duskmantle Seer,Black Blue,4,{2}{U}{B},Creature,1,2,Multicolored,-0.694734278892719,-0.68911774372335,-0.722774289905804,-0.694734278892721,-2.8013605914145936,0.04734576892092184
Duskwatch Recruiter,Green,2,{1}{G},Creature,3,1,Monocolored,-0.704091849133756,-0.656718560841528,-0.66466269989797,-0.664519745875564,-2.6899928557488177,0.14410343671840387
Earthquake,Red,1,{X}{R},Sorcery,24,1,Monocolored,0.118617872658904,-0.0940928964667116,0.106436616338006,0.106589967770053,0.2375515603002514,0.5572418409804255
Earthshaker Giant,Green,6,{4}{G}{G},Creature,6,2,Monocolored,-0.595195156773417,-0.506753995081254,-0.528948864739159,-0.554361215354762,-2.185259231948592,0
Earthshaker Khenra,Red,2,{1}{R},Creature,49,1,Monocolored,1.09397869872585,1.16581485022322,1.02441199280941,1.02457772211007,4.30878326386855,1.5378112108743796
Eat to Extinction,Black,4,{3}{B},Instant,1,1,Monocolored,-0.707692693506575,-0.68911774372335,-0.738100730015682,-0.737958766222766,-2.872869933468373,0
Echo of Eons,Blue,6,{4}{U}{U},Sorcery,1,2,Monocolored,-0.6944940557187,-0.72148026418348,-0.722774289905804,-0.737958766222766,-2.87670737603075,0
"Edric, Spymaster of Trest",Green Blue,3,{1}{G}{U},Legendary Creature,58,2,Multicolored,2.32423268486008,1.55044941145479,1.48683555699394,2.32423268486008,7.68575033816889,1.0675071174016906
Eerie Interlude,White,3,{2}{W},Instant,1,1,Monocolored,-0.753443374814202,-0.730386837733485,-0.738100730015682,-0.737958766222766,-2.959889708786135,0
Eidolon of Blossoms,Green,4,{2}{G}{G},Enchantment Creature,1,2,Monocolored,-0.776689644040648,-0.68911774372335,-0.722774289905804,-0.737958766222766,-2.926540443892568,0.036071314821467186
Eidolon of Obstruction,White,2,{1}{W},Enchantment Creature,1,1,Monocolored,-0.753443374814202,-0.735959143931299,-0.738100730015682,-0.737958766222766,-2.9654620149839492,0.017121578168257337
Eidolon of the Great Revel,Red,2,{R}{R},Enchantment Creature,39,2,Monocolored,0.703834368299073,0.769611934774363,0.750298941360695,0.657382620374065,2.881127864808196,2.064471023679461
Eladamri's Call,Green White,2,{G}{W},Instant,1,2,Multicolored,-0.694734278892719,-0.735959143931299,-0.722774289905804,-0.694734278892721,-2.8482019916225427,0.03657829752806007
Elder Gargaroth,Green,5,{3}{G}{G},Creature,3,2,Monocolored,-0.704091849133756,-0.631451282538141,-0.645244119839146,-0.664519745875564,-2.645306997386607,0
Eldrazi Displacer,Colorless,3,{2}{W},Creature,1,1,Colorless,-0.910194575565464,-0.730386837733485,-0.738100730015682,-0.910194575565464,-3.2888767188800947,0
Eldrazi Skyspawner,Colorless,3,{2}{U},Creature,1,1,Colorless,-0.910194575565464,-0.730386837733485,-0.738100730015682,-0.910194575565464,-3.2888767188800947,0
Eldritch Evolution,Green,3,{1}{G}{G},Sorcery,2,2,Monocolored,-0.740390746587202,-0.690372166695094,-0.684009204872475,-0.701239256049165,-2.8160113742039363,0
Electrodominance,Red,2,{X}{R}{R},Instant,3,2,Monocolored,-0.700685221237334,-0.656718560841528,-0.645244119839146,-0.664519745875564,-2.6671676477935717,0.15393595057733794
Electrolyze,Red Blue,3,{1}{U}{R},Instant,11,2,Multicolored,-0.165090951918546,-0.330240127349577,-0.335123439572515,-0.165090951918546,-0.995545470759184,0.23555832096373058
"Elesh Norn, Grand Cenobite",White,7,{5}{W}{W},Legendary Creature,59,2,Monocolored,1.07943653477796,1.77937419832607,1.52560064202727,1.39177282384608,5.77618419897738,1.1245755639129082
Eliminate,Black,2,{1}{B},Instant,3,1,Monocolored,-0.629172024810255,-0.656718560841528,-0.66466269989797,-0.664519745875564,-2.6150730314253168,0.176021322168832
Elite Vanguard,White,1,{W},Creature,2,1,Monocolored,-0.721841997062613,-0.830027880039976,-0.701381714956826,-0.701239256049165,-2.95449084810858,0.7156467325359089
Elspeth Conquers Death,White,5,{3}{W}{W},Enchantment,9,2,Monocolored,-0.50063235280149,-0.383913211706492,-0.412653609639172,-0.444202684833959,-1.741401858981113,0
"Elspeth, Knight-Errant",White,4,{2}{W}{W},Legendary Planeswalker,118,2,Monocolored,2.94391782212172,3.44426941215142,3.81274065899368,3.55822392408853,13.759151817355349,1.8330694415933713
"Elspeth, Sun's Champion",White,6,{4}{W}{W},Legendary Planeswalker,89,2,Monocolored,2.02747786732563,3.0577020720157,2.68855319302714,2.49335812905411,10.26709126142258,1.3394052528289708
"Elspeth, Sun's Nemesis",White,4,{2}{W}{W},Legendary Planeswalker,21,2,Monocolored,-0.121415819782421,0.0174441632637903,0.0525274107607746,-0.00356856275074956,-0.05501280850860565,0.4997620862093577
Elspeth's Nightmare,Black,3,{2}{B},Enchantment,1,1,Monocolored,-0.707692693506575,-0.730386837733485,-0.738100730015682,-0.737958766222766,-2.914139027478508,0
Elves of Deep Shadow,Green,1,{G},Creature,41,1,Monocolored,0.675266254097196,0.474584136294447,0.730659872338557,0.730821640721267,2.611331903451467,2.0296381767238025
Elvish Mystic,Green,1,{G},Creature,78,1,Monocolored,2.0183254598747,1.71229297230403,2.08926342951623,2.0894435171445,7.90932537883946,2.5579499477874776
Elvish Reclaimer,Green,1,{G},Creature,1,1,Monocolored,-0.776689644040648,-0.863479470202397,-0.738100730015682,-0.737958766222766,-3.116228610481493,0.6332758256484535
Elvish Visionary,Green,2,{1}{G},Creature,1,1,Monocolored,-0.776689644040648,-0.735959143931299,-0.738100730015682,-0.737958766222766,-2.988708284210395,0.005629979774823864
Embercleave,Red,6,{4}{R}{R},Legendary Artifact,2,2,Monocolored,-0.739699654280012,-0.678535010363035,-0.684009204872475,-0.701239256049165,-2.803483125564687,0
Embereth Shieldbreaker,Red,2,{1}{R} // {R},Creature,25,2,Monocolored,0.157632305701582,0.214927853145961,0.20758775089409,0.143309477943654,0.723457387685287,1.7445730611989079
Emberwilde Captain,Red,4,{3}{R},Creature,2,1,Monocolored,-0.739699654280012,-0.653789648373993,-0.701381714956826,-0.701239256049165,-2.796110273659996,0
Embraal Bruiser,Black,2,{1}{B},Creature,1,1,Monocolored,-0.707692693506575,-0.735959143931299,-0.738100730015682,-0.737958766222766,-2.919711333676322,0.03935948541034982
Emeria Angel,White,4,{2}{W}{W},Creature,22,2,Monocolored,-0.0898144420308319,0.0527722586131473,0.0912924957941035,0.0331509474228513,0.08740125979927021,0.9336199616271589
Emissary of Grudges,Red,6,{5}{R},Creature,1,1,Monocolored,-0.77871408732269,-0.72148026418348,-0.738100730015682,-0.737958766222766,-2.976253847744618,0
Empty the Warrens,Red,4,{3}{R},Sorcery,14,1,Monocolored,-0.271526457767875,-0.229852504181709,-0.260753534250554,-0.260605133965955,-1.0227376301660929,0
"Emrakul, the Aeons Torn",Colorless,15,{15},Legendary Creature,35,ramp/cheat,Colorless,0.368484448371661,0.882888643691873,0.733822691051262,0.368484448371661,2.353680231486457,0
"Emrakul, the Promised End",Colorless,13,{13},Legendary Creature,49,ramp/cheat,Colorless,0.894999340581066,1.66629687682691,1.40337985111433,0.894999340581066,4.859675409103372,0
"Emry, Lurker of the Loch",Blue,3,{2}{U},Legendary Creature,9,1,Monocolored,-0.382225195629124,-0.410269469426359,-0.444348609544834,-0.444202684833959,-1.6810459594342761,0.10103739659986109
Enclave Cryptologist,Blue,1,{U},Creature,18,1,Monocolored,-0.0309227280283509,-0.294802437441238,-0.11387747401513,-0.113727093271552,-0.553329732756271,1.4921555615440165
End Hostilities,White,5,{3}{W}{W},Sorcery,1,2,Monocolored,-0.753443374814202,-0.713963972815357,-0.722774289905804,-0.737958766222766,-2.9281404037581287,0
End-Raze Forerunners,Green,8,{5}{G}{G}{G},Creature,3,ramp/cheat,Monocolored,-0.704091849133756,-0.90775874633108,-0.796593674807175,-0.664519745875564,-3.0729640161475746,0
Endless One,Colorless,0,{X},Creature,1,0,Colorless,-0.910194575565464,-1.0311547663197,-0.928797593943491,-0.910194575565464,-3.780341511394119,0
Engineered Explosives,Colorless,0,{X},Artifact,22,0,Colorless,-0.120422237251357,-0.412461906527879,-0.156853382741525,-0.120422237251357,-0.8101597637721181,0
Enlightened Tutor,White,1,{W},Instant,49,1,Monocolored,0.763422757262072,0.742196857593816,1.02441199280941,1.02457772211007,3.554609329775368,1.0478579519145015
Ensoul Artifact,Blue,2,{1}{U},Enchantment,1,1,Monocolored,-0.6944940557187,-0.735959143931299,-0.738100730015682,-0.737958766222766,-2.906512695888447,0
Entomb,Black,1,{B},Instant,66,1,Monocolored,1.84422903912382,1.31087389035497,1.64863524880996,1.64880939506129,6.45254757335004,2.438212200740885
Entreat the Angels,White,3,{X}{X}{W}{W}{W},Sorcery,3,3,Monocolored,-0.690240619311024,-0.650357495656704,-0.519494811032925,-0.664519745875564,-2.524612671876217,0.3955712562220377
"Erebos, God of the Dead",Black,4,{3}{B},Legendary Enchantment Creature,1,1,Monocolored,-0.707692693506575,-0.68911774372335,-0.738100730015682,-0.737958766222766,-2.872869933468373,0
Essence Scatter,Blue,2,{1}{U},Instant,1,1,Monocolored,-0.6944940557187,-0.735959143931299,-0.738100730015682,-0.737958766222766,-2.906512695888447,0
"Etali, Primal Storm",Red,6,{4}{R}{R},Legendary Creature,1,2,Monocolored,-0.77871408732269,-0.72148026418348,-0.722774289905804,-0.737958766222766,-2.96092740763474,0
Eternal Dragon,White,7,{5}{W}{W},Creature,19,2,Monocolored,-0.184618575285599,-0.136874938332775,-0.0250027593058832,-0.0770075830979512,-0.4235038560222084,0.26817070277684224
Eternal of Harsh Truths,Blue,3,{2}{U},Creature,1,1,Monocolored,-0.6944940557187,-0.730386837733485,-0.738100730015682,-0.737958766222766,-2.900940389690633,0
Eternal Taskmaster,Black,2,{1}{B},Creature,2,1,Monocolored,-0.668432359158415,-0.696338852386414,-0.701381714956826,-0.701239256049165,-2.76739218255082,0.11002314653254469
Eternal Witness,Green,3,{1}{G}{G},Creature,82,2,Monocolored,2.16352104968849,2.51080151637617,2.41719759779384,2.2363215578389,9.3278417216974,2.256739509806525
Ethereal Forager,Blue,6,{4}{U}{U},Creature,1,2,Monocolored,-0.6944940557187,-0.72148026418348,-0.722774289905804,-0.737958766222766,-2.87670737603075,0
Etherium Sculptor,Blue,2,{1}{U},Artifact Creature,1,1,Monocolored,-0.6944940557187,-0.735959143931299,-0.738100730015682,-0.737958766222766,-2.906512695888447,0.04568406146670061
Ethersworn Canonist,White,2,{1}{W},Artifact Creature,1,1,Monocolored,-0.753443374814202,-0.735959143931299,-0.738100730015682,-0.737958766222766,-2.9654620149839492,0.017121578168257337
Eureka,Green,4,{2}{G}{G},Sorcery,44,2,Monocolored,0.784162946457535,0.829990356299002,0.94412436652734,0.840980171242069,3.399257840525946,1.0295310609595225
Everflowing Chalice,Colorless,0,{0},Artifact,57,0,Colorless,1.19586499327215,0.618692859791818,1.12972030259509,1.19586499327215,4.140143148931208,0
Exalted Angel,White,6,{4}{W}{W},Creature,22,2,Monocolored,-0.0898144420308319,0.18037006604587,0.0912924957941035,0.0331509474228513,0.2149990672319929,0.5529266209220968
Exclude,Blue,3,{2}{U},Instant,1,1,Monocolored,-0.6944940557187,-0.730386837733485,-0.738100730015682,-0.737958766222766,-2.900940389690633,0
Exclusion Mage,Blue,3,{2}{U},Creature,10,1,Monocolored,-0.343191588117927,-0.370254798387968,-0.407629594485978,-0.407483174660359,-1.528559155652232,0.1459574480256523
Exhume,Black,2,{1}{B},Sorcery,51,1,Monocolored,1.25532402390142,1.24505543331299,1.09785002292712,1.09801674245728,4.69624622259881,1.5785916426895117
Expansion // Explosion,Colorless,6,{U/R}{U/R} // {X}{U}{U}{R}{R},Instant,14,4,Colorless,-0.421287889942446,-0.163191964517692,0.371642040630836,-0.421287889942446,-0.6341257037717479,0.7806712856343704
Expedition Envoy,White,1,{W},Creature,1,1,Monocolored,-0.753443374814202,-0.863479470202397,-0.738100730015682,-0.737958766222766,-3.092982341255047,0.6455405865360554
Experiment One,Green,1,{G},Creature,5,1,Monocolored,-0.631494054226863,-0.729673109552712,-0.591224669780258,-0.591080725528363,-2.5434725590881957,0.8987487432996935
Experimental Frenzy,Red,4,{3}{R},Enchantment,7,1,Monocolored,-0.544627489066622,-0.477149171627208,-0.517786639662546,-0.517641705181161,-2.0572050055375373,0
Explore,Green,2,{1}{G},Sorcery,1,1,Monocolored,-0.776689644040648,-0.735959143931299,-0.738100730015682,-0.737958766222766,-2.988708284210395,0
Exquisite Firecraft,Red,3,{1}{R}{R},Sorcery,7,2,Monocolored,-0.544627489066622,-0.49029881150314,-0.49018377970583,-0.517641705181161,-2.042751785456753,0.16796844681360118
"Ezuri, Claw of Progress",Green Blue,4,{2}{G}{U},Legendary Creature,1,2,Multicolored,-0.694734278892719,-0.68911774372335,-0.722774289905804,-0.694734278892721,-2.8013605914145936,0.04734576892092184
Fact or Fiction,Blue,4,{3}{U},Instant,91,1,Monocolored,2.81853062028903,2.49041083771878,2.56661062528136,2.56679714940131,10.44234923269048,0.9453542161709028
Fae of Wishes,Blue,2,{1}{U} // {3}{U},Creature,1,2,Monocolored,-0.6944940557187,-0.735959143931299,-0.722774289905804,-0.737958766222766,-2.8911862557785692,0.7461255828604979
Fairgrounds Warden,White,3,{2}{W},Creature,21,1,Monocolored,-0.121415819782421,0.0699065830343317,-0.00372042883856247,-0.00356856275074956,-0.05879822833740132,0.49899628656140443
Faith's Fetters,White,4,{3}{W},Enchantment,23,1,Monocolored,-0.0582130642792428,0.0881003539625043,0.0697176012791495,0.0698704575964521,0.16947534855886312,0
Faithless Looting,Red,1,{R},Sorcery,47,1,Monocolored,1.0159498326405,0.675293677268974,0.950973962691693,0.951138701762872,3.593356174364039,1.0523770781655533
Falkenrath Aristocrat,Black Red,4,{2}{B}{R},Creature,5,2,Multicolored,-0.482876948103051,-0.547805362325922,-0.567713949772488,-0.482876948103051,-2.081273208304512,0.1890001551950731
Falkenrath Gorger,Red,1,{R},Creature,51,1,Monocolored,1.17200756481121,0.809100037918658,1.09785002292712,1.09801674245728,4.1769743681142675,2.2166975607757964
Fall from Favor,Blue,3,{2}{U},Enchantment,1,1,Monocolored,-0.6944940557187,-0.730386837733485,-0.738100730015682,-0.737958766222766,-2.900940389690633,0
Fallen Shinobi,Black Blue,5,{3}{U}{B},Creature,19,2,Multicolored,0.258623709660794,0.0286502396795889,-0.0250027593058832,0.258623709660794,0.5208948996952938,0.3961246173924591
Fanatic of Mogis,Red,4,{3}{R},Creature,1,1,Monocolored,-0.77871408732269,-0.68911774372335,-0.738100730015682,-0.737958766222766,-2.943891327284488,0
Farseek,Green,2,{1}{G},Sorcery,26,1,Monocolored,0.130782792295504,0.254548144690847,0.179874646455717,0.180028988117255,0.7452345715593229,0.3620763799059126
Fastbond,Green,1,{G},Enchantment,22,1,Monocolored,-0.0144127975182801,-0.160996076791554,0.0329985862202935,0.0331509474228513,-0.1092593406666893,0.4887314674254875
Fatal Push,Black,1,{B},Instant,31,1,Monocolored,0.470117336938224,0.140068234670236,0.363469721749997,0.363626538985259,1.3372818323437161,1.8464499434480208
Fate Transfer,Colorless,2,{1}{U/B},Instant,1,0,Colorless,-0.910194575565464,-0.735959143931299,-0.928797593943491,-0.910194575565464,-3.485145889005718,0
Fauna Shaman,Green,2,{1}{G},Creature,80,1,Monocolored,2.09092325478159,2.39404388811468,2.16270145963394,2.1628825374917,8.81055114002191,1.9322856948282754
"Fblthp, the Lost",Blue,2,{1}{U},Legendary Creature,2,1,Monocolored,-0.655460448207503,-0.696338852386414,-0.701381714956826,-0.701239256049165,-2.7544202715999084,0.11581653821158992
Feed the Swarm,Black,2,{1}{B},Sorcery,1,1,Monocolored,-0.707692693506575,-0.735959143931299,-0.738100730015682,-0.737958766222766,-2.919711333676322,0.03935948541034982
Feldon of the Third Path,Red,3,{1}{R}{R},Legendary Creature,16,2,Monocolored,-0.193497591682519,-0.130166772157623,-0.14129801440587,-0.187166113618754,-0.652128491864766,1.064221308767313
Felidar Retreat,White,4,{3}{W},Enchantment,3,1,Monocolored,-0.690240619311024,-0.618461553024636,-0.66466269989797,-0.664519745875564,-2.637884618109194,0
Fellwar Stone,Colorless,2,{2},Artifact,1,0,Colorless,-0.910194575565464,-0.735959143931299,-0.928797593943491,-0.910194575565464,-3.485145889005718,0
Fertile Ground,Green,2,{1}{G},Enchantment,5,1,Monocolored,-0.631494054226863,-0.577477977751756,-0.591224669780258,-0.591080725528363,-2.39127742728724,0
Fiend Artisan,Colorless,2,{B/G}{B/G},Creature,13,0,Colorless,-0.458896096528832,-0.260515645392669,-0.487686616113796,-0.458896096528832,-1.6659944545641292,0
Fiend Hunter,White,3,{1}{W}{W},Creature,5,2,Monocolored,-0.627037863807846,-0.570328153579922,-0.567713949772488,-0.591080725528363,-2.356160692688619,0.5667670356770489
Fiery Confluence,Red,4,{2}{R}{R},Sorcery,100,2,Monocolored,3.08371478390243,2.80836369586299,3.11496912839376,2.89727274096372,11.9043203491229,1.728956942550015
Fiery Justice,Green Red White,3,{R}{G}{W},Sorcery,1,3,Multicolored,-0.694734278892719,-0.730386837733485,-0.625883726582152,-0.694734278892721,-2.7457391221010767,0.1509982625635714
Fight as One,White,1,{W},Instant,2,1,Monocolored,-0.721841997062613,-0.830027880039976,-0.701381714956826,-0.701239256049165,-2.95449084810858,0
Figure of Destiny,Colorless,1,{R/W},Creature,80,0,Colorless,2.06085374475903,1.77919615262887,1.975183010102,2.06085374475903,7.8760866522489295,0
Filigree Familiar,Colorless,3,{3},Artifact Creature,5,0,Colorless,-0.75976174921992,-0.570328153579922,-0.781760601333593,-0.75976174921992,-2.871612253353355,0
Final Fortune,Red,2,{R}{R},Instant,2,2,Monocolored,-0.739699654280012,-0.696338852386414,-0.684009204872475,-0.701239256049165,-2.8212869675880663,0.08558716981001836
Finale of Devastation,Green,2,{X}{G}{G},Sorcery,16,2,Monocolored,-0.232206182238957,-0.141654770758012,-0.14129801440587,-0.187166113618754,-0.7023250810215931,0.7649269793830276
Finale of Glory,White,2,{X}{W}{W},Sorcery,2,2,Monocolored,-0.721841997062613,-0.696338852386414,-0.684009204872475,-0.701239256049165,-2.8034293103706673,0.0937501862055799
Fire // Ice,Red Blue,4,{1}{R} // {1}{U},Instant,31,2,Multicolored,0.894195702029806,0.37072511675736,0.440178261094064,0.894195702029804,2.599294781911034,0.464721581232467
Fire Ambush,Red,2,{1}{R},Sorcery,1,1,Monocolored,-0.77871408732269,-0.735959143931299,-0.738100730015682,-0.737958766222766,-2.990732727492437,0
Fire Covenant,Black Red,3,{1}{B}{R},Instant,7,2,Multicolored,-0.376948282708216,-0.49029881150314,-0.49018377970583,-0.376948282708216,-1.7343791566254019,0.3889923938269681
Fire Imp,Red,3,{2}{R},Creature,1,1,Monocolored,-0.77871408732269,-0.730386837733485,-0.738100730015682,-0.737958766222766,-2.985160421294623,0
Fire Prophecy,Red,2,{1}{R},Instant,3,1,Monocolored,-0.700685221237334,-0.656718560841528,-0.66466269989797,-0.664519745875564,-2.6865862278523958,0
Fireball,Red,1,{X}{R},Sorcery,1,1,Monocolored,-0.77871408732269,-0.863479470202397,-0.738100730015682,-0.737958766222766,-3.118253053763535,0
Fireblast,Red,6,{4}{R}{R},Instant,58,2,Monocolored,1.44510859610996,1.7263992035819,1.48683555699394,1.35505331367248,6.013396670358279,1.0128180497887622
Firebolt,Red,1,{R},Sorcery,78,1,Monocolored,2.22539725696352,1.71229297230403,2.08926342951623,2.0894435171445,8.11639717592828,1.4752508516435694
Firebrand Archer,Red,2,{1}{R},Creature,1,1,Monocolored,-0.77871408732269,-0.735959143931299,-0.738100730015682,-0.737958766222766,-2.990732727492437,0.004622934008788007
Firedrinker Satyr,Red,1,{R},Creature,44,1,Monocolored,0.898906533512463,0.57493890678171,0.840816917515125,0.840980171242069,3.155642529051367,2.0987100225524866
Firestorm,Red,1,{R},Instant,6,1,Monocolored,-0.5836419221093,-0.696221519390291,-0.554505654721402,-0.554361215354762,-2.3887303115757548,0
Flame Slash,Red,1,{R},Sorcery,30,1,Monocolored,0.352704470914972,0.106616644507815,0.326750706691141,0.326907028811658,1.112978850925586,0.7118019026842208
Flames of the Firebrand,Red,3,{2}{R},Sorcery,20,1,Monocolored,-0.0374398595118075,0.0298919119959408,-0.0404394438974185,-0.0402880729243504,-0.08827546433763561,0
Flametongue Kavu,Red,4,{3}{R},Creature,86,1,Monocolored,2.53751272130494,2.313770360972,2.38301554998708,2.3831995985333,9.617498230797322,1.295924958914599
Flashfires,Red,4,{3}{R},Sorcery,1,1,Monocolored,-0.77871408732269,-0.68911774372335,-0.738100730015682,-0.737958766222766,-2.943891327284488,0
Flayer Husk,Colorless,1,{1},Artifact,1,0,Colorless,-0.910194575565464,-0.863479470202397,-0.928797593943491,-0.910194575565464,-3.612666215276816,0
Fleetwheel Cruiser,Colorless,4,{4},Artifact,36,0,Colorless,0.406092654958047,0.547365593504145,0.357776091393119,0.406092654958047,1.717326994813358,0
Flesh Carver,Black,3,{2}{B},Creature,45,1,Monocolored,1.01976201781246,1.03025868795571,0.877535932573981,0.87769968141567,3.805256319757821,1.076736563561385
Fleshbag Marauder,Black,3,{2}{B},Creature,2,1,Monocolored,-0.668432359158415,-0.690372166695094,-0.701381714956826,-0.701239256049165,-2.7614254968595002,0
Flickerwisp,White,3,{1}{W}{W},Creature,79,2,Monocolored,1.71146408980974,2.390757503261,2.30090234269385,2.1261630273181,8.52928696308269,2.199391632248468
Flood of Tears,Blue,6,{4}{U}{U},Sorcery,1,2,Monocolored,-0.6944940557187,-0.72148026418348,-0.722774289905804,-0.737958766222766,-2.87670737603075,0
Forbid,Blue,3,{1}{U}{U},Instant,35,2,Monocolored,0.632648599661997,0.630111977571803,0.595238601227379,0.510504579679662,2.3685037581408412,1.0809239358248306
Forbidden Alchemy,Blue,3,{2}{U},Instant,1,1,Monocolored,-0.6944940557187,-0.730386837733485,-0.738100730015682,-0.737958766222766,-2.900940389690633,0
Force of Negation,Blue,3,{1}{U}{U},Instant,20,2,Monocolored,0.0471444869940432,0.0298919119959408,0.0137623257274457,-0.0402880729243504,0.05051065179307929,0.7031986254678614
Force of Virtue,White,4,{2}{W}{W},Enchantment,1,2,Monocolored,-0.753443374814202,-0.68911774372335,-0.722774289905804,-0.737958766222766,-2.903294174666122,0
Force of Will,Blue,5,{3}{U}{U},Instant,49,2,Monocolored,1.17911910481876,1.26634059383783,1.13794979169398,1.02457772211007,4.60798721246064,1.0098317853551837
Force Spike,Blue,1,{U},Instant,30,1,Monocolored,0.437480562106013,0.106616644507815,0.326750706691141,0.326907028811658,1.197754942116627,0.7255748316964664
Fork,Red,2,{R}{R},Instant,1,2,Monocolored,-0.77871408732269,-0.735959143931299,-0.722774289905804,-0.737958766222766,-2.975406287382559,0.012221864124039972
Forked Bolt,Red,1,{R},Sorcery,8,1,Monocolored,-0.505613056023944,-0.629318339065449,-0.48106762460369,-0.48092219500756,-2.096921214700643,0
Forsake the Worldly,White,3,{2}{W},Instant,6,1,Monocolored,-0.595436486056257,-0.530313482541531,-0.554505654721402,-0.554361215354762,-2.234616838673952,0
Foundry Inspector,Colorless,3,{3},Artifact Creature,1,0,Colorless,-0.910194575565464,-0.730386837733485,-0.928797593943491,-0.910194575565464,-3.479573582807904,0
Foundry Street Denizen,Red,1,{R},Creature,1,1,Monocolored,-0.77871408732269,-0.863479470202397,-0.738100730015682,-0.737958766222766,-3.118253053763535,0.6322005720994962
Fractured Identity,Blue White,5,{3}{W}{U},Sorcery,74,2,Multicolored,3.17166200801876,2.29774922230303,2.10707691752721,3.17166200801876,10.748150155867759,0.7519799697286693
Frantic Search,Blue,3,{2}{U},Instant,12,1,Monocolored,-0.265124373095533,-0.290225456311186,-0.334191564368266,-0.334044154313157,-1.2235855480881421,0
Frenzied Fugue,Red,4,{3}{R},Enchantment,18,1,Monocolored,-0.115468725597164,-0.0885401227842807,-0.11387747401513,-0.113727093271552,-0.43161341566812667,0
Frost Lynx,Blue,3,{2}{U},Creature,1,1,Monocolored,-0.6944940557187,-0.730386837733485,-0.738100730015682,-0.737958766222766,-2.900940389690633,0
Frost Titan,Blue,6,{4}{U}{U},Creature,20,2,Monocolored,0.0471444869940432,0.0944795584049795,0.0137623257274457,-0.0402880729243504,0.115098298202118,0.5335843281856464
Fume Spitter,Black,1,{B},Creature,1,1,Monocolored,-0.707692693506575,-0.863479470202397,-0.738100730015682,-0.737958766222766,-3.04723165994742,0.6692480273743338
Fumigate,White,5,{3}{W}{W},Sorcery,6,2,Monocolored,-0.595436486056257,-0.507682247122316,-0.528948864739159,-0.554361215354762,-2.186428813272494,0
Fyndhorn Elves,Green,1,{G},Creature,77,1,Monocolored,1.98202656242126,1.67884138214161,2.05254441445737,2.0527240069709,7.76613636599114,2.5467960687438467
Gaddock Teeg,Green White,2,{G}{W},Legendary Creature,1,2,Multicolored,-0.694734278892719,-0.735959143931299,-0.722774289905804,-0.694734278892721,-2.8482019916225427,0.3831518878080327
"Gadwick, the Wizened",Blue,3,{X}{U}{U}{U},Legendary Creature,2,3,Monocolored,-0.655460448207503,-0.690372166695094,-0.572689268807539,-0.701239256049165,-2.6197611397593015,0.867200844093182
Galepowder Mage,White,4,{3}{W},Creature,2,1,Monocolored,-0.721841997062613,-0.653789648373993,-0.701381714956826,-0.701239256049165,-2.778252616442597,0
Galvanic Blast,Red,1,{R},Instant,1,1,Monocolored,-0.77871408732269,-0.863479470202397,-0.738100730015682,-0.737958766222766,-3.118253053763535,0
Garruk Relentless,Green,4,{3}{G},Legendary Planeswalker,105,1,Monocolored,2.99839569111775,2.98500417260978,3.08067683610534,3.08087029183172,12.144946991664591,1.049944024915621
Garruk Wildspeaker,Green,4,{2}{G}{G},Legendary Planeswalker,68,2,Monocolored,1.65533648534024,1.67786464468357,1.87448640732723,1.72224841540849,6.92993595275953,1.3804385788405087
"Garruk, Apex Predator",Black Green,7,{5}{B}{G},Legendary Planeswalker,1,2,Multicolored,-0.694734278892719,-0.999187049829256,-0.722774289905804,-0.694734278892721,-3.1114298975205,0
"Garruk, Cursed Huntsman",Black Green,6,{4}{B}{G},Legendary Planeswalker,7,2,Multicolored,-0.376948282708216,-0.463808741260809,-0.49018377970583,-0.376948282708216,-1.707889086383071,0.046458342721675094
"Garruk, Primal Hunter",Green,5,{2}{G}{G}{G},Legendary Planeswalker,22,3,Monocolored,-0.0144127975182801,0.152419275095413,0.491199886684727,0.0331509474228513,0.6623573116847112,0.886542431284976
"Garruk, Unleashed",Green,4,{2}{G}{G},Legendary Planeswalker,7,2,Monocolored,-0.558896259319971,-0.477149171627208,-0.49018377970583,-0.517641705181161,-2.0438709158341704,0
Garruk's Harbinger,Green,3,{1}{G}{G},Creature,1,2,Monocolored,-0.776689644040648,-0.730386837733485,-0.722774289905804,-0.737958766222766,-2.9678095379027027,0.303649148562658
Geist of Saint Traft,Blue White,3,{1}{W}{U},Legendary Creature,52,2,Multicolored,2.00644668867557,1.31036138522445,1.25424504679397,2.00644668867557,6.577499809369559,1.0217992173995045
Genesis,Green,5,{4}{G},Creature,1,1,Monocolored,-0.776689644040648,-0.713963972815357,-0.738100730015682,-0.737958766222766,-2.966713113094453,0
Genesis Hydra,Green,2,{X}{G}{G},Creature,1,2,Monocolored,-0.776689644040648,-0.735959143931299,-0.722774289905804,-0.737958766222766,-2.973381844100517,0.706368470789682
Genesis Wave,Green,3,{X}{G}{G}{G},Sorcery,4,3,Monocolored,-0.667792951680309,-0.610342824618313,-0.466300353258312,-0.627800235701964,-2.372236365258898,0.45530753169312643
