deckID,number,name,location,deckName,color,cmc,manaCost,power,toughness,types,subtypes
134,1,"Elspeth, Knight-Errant",MB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,White,4,{2}{W}{W},NA,NA,Planeswalker,Elspeth
134,1,Polluted Delta,MB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Colorless,0,NA,NA,NA,Land,NA
134,1,Sorcerous Spyglass,MB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Colorless,2,{2},NA,NA,Artifact,NA
134,1,Mulldrifter,MB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Blue,5,{4}{U},2,2,Creature,Elemental
134,1,Oblivion Ring,MB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,White,3,{2}{W},NA,NA,Enchantment,NA
134,1,Eternal Dragon,MB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,White,7,{5}{W}{W},5,5,Creature,Dragon Spirit
134,1,Skullclamp,MB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Colorless,1,{1},NA,NA,Artifact,Equipment
134,1,Spectral Procession,MB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Colorless,6,{2/W}{2/W}{2/W},NA,NA,Sorcery,NA
134,1,Meloku the Clouded Mirror,MB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Blue,5,{4}{U},2,4,Creature,Moonfolk Wizard
134,1,Gideon of the Trials,MB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,White,3,{1}{W}{W},NA,NA,Planeswalker,Gideon
134,1,Irrigated Farmland,MB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Colorless,0,NA,NA,NA,Land,Plains Island
134,1,Scrubland,MB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Colorless,0,NA,NA,NA,Land,Plains Swamp
134,1,Talisman of Dominance,MB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Colorless,2,{2},NA,NA,Artifact,NA
134,1,Man-o'-War,MB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Blue,3,{2}{U},2,2,Creature,Jellyfish
134,1,Secure the Wastes,MB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,White,1,{X}{W},NA,NA,Instant,NA
134,1,Talisman of Progress,MB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Colorless,2,{2},NA,NA,Artifact,NA
134,1,Underground Sea,MB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Colorless,0,NA,NA,NA,Land,Island Swamp
134,1,Arcane Denial,MB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Blue,2,{1}{U},NA,NA,Instant,NA
134,1,Tundra,MB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Colorless,0,NA,NA,NA,Land,Plains Island
134,1,Shambling Vent,MB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Colorless,0,NA,NA,NA,Land,NA
134,1,Walking Ballista,SB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Colorless,0,{X}{X},0,0,Artifact Creature,Construct
134,1,Dark Confidant,SB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Black,2,{1}{B},2,1,Creature,Human Wizard
134,1,"Nissa, Voice of Zendikar",SB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Green,3,{1}{G}{G},NA,NA,Planeswalker,Nissa
134,1,Breeding Pool,SB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Colorless,0,NA,NA,NA,Land,Forest Island
134,1,Sinkhole,SB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Black,2,{B}{B},NA,NA,Sorcery,NA
134,1,Temple Garden,SB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Colorless,0,NA,NA,NA,Land,Forest Plains
134,1,Reanimate,SB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Black,1,{B},NA,NA,Sorcery,NA
134,1,Gemstone Mine,SB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Colorless,0,NA,NA,NA,Land,NA
134,1,Into the Roil,SB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Blue,2,{1}{U},NA,NA,Instant,NA
134,1,Disenchant,SB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,White,2,{1}{W},NA,NA,Instant,NA
134,1,Parallax Wave,SB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,White,4,{2}{W}{W},NA,NA,Enchantment,NA
134,1,Bonesplitter,SB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Colorless,1,{1},NA,NA,Artifact,Equipment
134,1,Scroll Rack,SB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Colorless,2,{2},NA,NA,Artifact,NA
134,1,Thirst for Knowledge,SB,Esper (UBW) Skullclamp Tokens Midrange 11.12.18.dck,Blue,3,{2}{U},NA,NA,Instant,NA
135,1,Black Lotus,MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,Colorless,0,{0},NA,NA,Artifact,NA
135,1,Celestial Colonnade,MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,Colorless,0,NA,NA,NA,Land,NA
135,1,Chrome Mox,MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,Colorless,0,{0},NA,NA,Artifact,NA
135,1,Mox Jet,MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,Colorless,0,{0},NA,NA,Artifact,NA
135,1,Watery Grave,MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,Colorless,0,NA,NA,NA,Land,Island Swamp
135,1,Condescend,MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,Blue,1,{X}{U},NA,NA,Instant,NA
135,1,Vampiric Tutor,MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,Black,1,{B},NA,NA,Instant,NA
135,1,Baleful Strix,MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,Blue Black,2,{U}{B},1,1,Artifact Creature,Bird
135,1,Dark Confidant,MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,Black,2,{1}{B},2,1,Creature,Human Wizard
135,1,"Jace, Vryn's Prodigy",MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,Blue,2,{1}{U},0,2,Creature,Human Wizard
135,1,Journey to Nowhere,MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,White,2,{1}{W},NA,NA,Enchantment,NA
135,1,Mana Drain,MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,Blue,2,{U}{U},NA,NA,Instant,NA
135,1,Mana Leak,MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,Blue,2,{1}{U},NA,NA,Instant,NA
135,1,Orzhov Signet,MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,Colorless,2,{2},NA,NA,Artifact,NA
135,1,Stoneforge Mystic,MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,White,2,{1}{W},1,2,Creature,Kor Artificer
135,1,Grafted Wargear,MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,Colorless,3,{3},NA,NA,Artifact,Equipment
135,1,Lingering Souls,MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,White,3,{2}{W},NA,NA,Sorcery,NA
135,1,Monastery Mentor,MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,White,3,{2}{W},2,2,Creature,Human Monk
135,1,Sword of Feast and Famine,MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,Colorless,3,{3},NA,NA,Artifact,Equipment
135,1,Cryptic Command,MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,Blue,4,{1}{U}{U}{U},NA,NA,Instant,NA
135,1,Glen Elendra Archmage,MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,Blue,4,{3}{U},2,2,Creature,Faerie Wizard
135,1,Hero of Bladehold,MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,White,4,{2}{W}{W},3,4,Creature,Human Knight
135,1,Palace Jailer,MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,White,4,{2}{W}{W},2,2,Creature,Human Soldier
135,1,"Venser, Shaper Savant",MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,Blue,4,{2}{U}{U},2,2,Creature,Human Wizard
135,1,Bribery,MB,Esper (UBW) Stoneforge Reveillark Tempo 4.28.18.txt,Blue,5,{3}{U}{U},NA,NA,Sorcery,NA
136,1,Sol Ring,MB,Esper (UBW) Superfriends Control.dck,Colorless,1,{1},NA,NA,Artifact,NA
136,1,Demonic Tutor,MB,Esper (UBW) Superfriends Control.dck,Black,2,{1}{B},NA,NA,Sorcery,NA
136,1,"Jace, Vryn's Prodigy",MB,Esper (UBW) Superfriends Control.dck,Blue,2,{1}{U},0,2,Creature,Human Wizard
136,1,Izzet Signet,MB,Esper (UBW) Superfriends Control.dck,Colorless,2,{2},NA,NA,Artifact,NA
136,1,Daze,MB,Esper (UBW) Superfriends Control.dck,Blue,2,{1}{U},NA,NA,Instant,NA
136,1,Jace Beleren,MB,Esper (UBW) Superfriends Control.dck,Blue,3,{1}{U}{U},NA,NA,Planeswalker,Jace
136,1,Council's Judgment,MB,Esper (UBW) Superfriends Control.dck,White,3,{1}{W}{W},NA,NA,Sorcery,NA
136,1,Lingering Souls,MB,Esper (UBW) Superfriends Control.dck,White,3,{2}{W},NA,NA,Sorcery,NA
136,1,Geist of Saint Traft,MB,Esper (UBW) Superfriends Control.dck,White Blue,3,{1}{W}{U},2,2,Creature,Spirit Cleric
136,1,Oblivion Ring,MB,Esper (UBW) Superfriends Control.dck,White,3,{2}{W},NA,NA,Enchantment,NA
136,1,Banishing Light,MB,Esper (UBW) Superfriends Control.dck,White,3,{2}{W},NA,NA,Enchantment,NA
136,1,Coalition Relic,MB,Esper (UBW) Superfriends Control.dck,Colorless,3,{3},NA,NA,Artifact,NA
136,1,"Elspeth, Knight-Errant",MB,Esper (UBW) Superfriends Control.dck,White,4,{2}{W}{W},NA,NA,Planeswalker,Elspeth
136,1,Control Magic,MB,Esper (UBW) Superfriends Control.dck,Blue,4,{2}{U}{U},NA,NA,Enchantment,Aura
136,1,Wrath of God,MB,Esper (UBW) Superfriends Control.dck,White,4,{2}{W}{W},NA,NA,Sorcery,NA
136,1,"Venser, Shaper Savant",MB,Esper (UBW) Superfriends Control.dck,Blue,4,{2}{U}{U},2,2,Creature,Human Wizard
136,1,"Gideon, Ally of Zendikar",MB,Esper (UBW) Superfriends Control.dck,White,4,{2}{W}{W},NA,NA,Planeswalker,Gideon
136,1,Gideon Jura,MB,Esper (UBW) Superfriends Control.dck,White,5,{3}{W}{W},NA,NA,Planeswalker,Gideon
136,1,Mystic Confluence,MB,Esper (UBW) Superfriends Control.dck,Blue,5,{3}{U}{U},NA,NA,Instant,NA
136,1,"Teferi, Hero of Dominaria",MB,Esper (UBW) Superfriends Control.dck,White Blue,5,{3}{W}{U},NA,NA,Planeswalker,Teferi
136,1,Frost Titan,MB,Esper (UBW) Superfriends Control.dck,Blue,6,{4}{U}{U},6,6,Creature,Giant
136,1,"Elesh Norn, Grand Cenobite",MB,Esper (UBW) Superfriends Control.dck,White,7,{5}{W}{W},4,7,Creature,Praetor
136,1,Ancestral Vision,MB,Esper (UBW) Superfriends Control.dck,Blue,0,NA,NA,NA,Sorcery,NA
136,1,Tundra,MB,Esper (UBW) Superfriends Control.dck,Colorless,0,NA,NA,NA,Land,Plains Island
136,1,Godless Shrine,MB,Esper (UBW) Superfriends Control.dck,Colorless,0,NA,NA,NA,Land,Plains Swamp
136,1,Mana Confluence,MB,Esper (UBW) Superfriends Control.dck,Colorless,0,NA,NA,NA,Land,NA
136,1,Scalding Tarn,MB,Esper (UBW) Superfriends Control.dck,Colorless,0,NA,NA,NA,Land,NA
136,1,Chrome Mox,MB,Esper (UBW) Superfriends Control.dck,Colorless,0,{0},NA,NA,Artifact,NA
136,1,"Sheoldred, Whispering One",SB,Esper (UBW) Superfriends Control.dck,Black,7,{5}{B}{B},6,6,Creature,Praetor
136,1,Siege-Gang Commander,SB,Esper (UBW) Superfriends Control.dck,Red,5,{3}{R}{R},2,2,Creature,Goblin
136,1,Unexpectedly Absent,SB,Esper (UBW) Superfriends Control.dck,White,2,{X}{W}{W},NA,NA,Instant,NA
136,1,Ultimate Price,SB,Esper (UBW) Superfriends Control.dck,Black,2,{1}{B},NA,NA,Instant,NA
136,1,Terminus,SB,Esper (UBW) Superfriends Control.dck,White,6,{4}{W}{W},NA,NA,Sorcery,NA
136,1,Mesmeric Fiend,SB,Esper (UBW) Superfriends Control.dck,Black,2,{1}{B},1,1,Creature,Nightmare Horror
136,1,Knight of Autumn,SB,Esper (UBW) Superfriends Control.dck,White Green,3,{1}{G}{W},2,1,Creature,Dryad Knight
136,1,Riftwing Cloudskate,SB,Esper (UBW) Superfriends Control.dck,Blue,5,{3}{U}{U},2,2,Creature,Illusion
136,1,Fiery Confluence,SB,Esper (UBW) Superfriends Control.dck,Red,4,{2}{R}{R},NA,NA,Sorcery,NA
136,1,Garruk Relentless,SB,Esper (UBW) Superfriends Control.dck,Green,4,{3}{G},NA,NA,Planeswalker,Garruk
136,1,Torrential Gearhulk,SB,Esper (UBW) Superfriends Control.dck,Blue,6,{4}{U}{U},5,6,Artifact Creature,Construct
136,1,Soulfire Grand Master,SB,Esper (UBW) Superfriends Control.dck,White,2,{1}{W},2,2,Creature,Human Monk
136,1,Gaea's Cradle,SB,Esper (UBW) Superfriends Control.dck,Colorless,0,NA,NA,NA,Land,NA
136,1,Hellrider,SB,Esper (UBW) Superfriends Control.dck,Red,4,{2}{R}{R},3,3,Creature,Devil
136,1,Adanto Vanguard,SB,Esper (UBW) Superfriends Control.dck,White,2,{1}{W},1,1,Creature,Vampire Soldier
136,1,Thing in the Ice,SB,Esper (UBW) Superfriends Control.dck,Blue,2,{1}{U},0,4,Creature,Horror
136,1,Cast Down,SB,Esper (UBW) Superfriends Control.dck,Black,2,{1}{B},NA,NA,Instant,NA
137,1,Bloodstained Mire,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Colorless,0,NA,NA,NA,Land,NA
137,1,Fetid Pools,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Colorless,0,NA,NA,NA,Land,Island Swamp
137,1,Grand Coliseum,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Colorless,0,NA,NA,NA,Land,NA
137,1,Hallowed Fountain,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Colorless,0,NA,NA,NA,Land,Plains Island
137,1,Karakas,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Colorless,0,NA,NA,NA,Land,NA
137,1,Scrubland,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Colorless,0,NA,NA,NA,Land,Plains Swamp
137,1,Shambling Vent,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Colorless,0,NA,NA,NA,Land,NA
137,1,Watery Grave,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Colorless,0,NA,NA,NA,Land,Island Swamp
137,1,Windswept Heath,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Colorless,0,NA,NA,NA,Land,NA
137,1,Brainstorm,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Blue,1,{U},NA,NA,Instant,NA
137,1,Land Tax,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,1,{W},NA,NA,Enchantment,NA
137,1,Path to Exile,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,1,{W},NA,NA,Instant,NA
137,1,Sensei's Divining Top,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Colorless,1,{1},NA,NA,Artifact,NA
137,1,Journey to Nowhere,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,2,{1}{W},NA,NA,Enchantment,NA
137,1,Talisman of Indulgence,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Colorless,2,{2},NA,NA,Artifact,NA
137,1,Unexpectedly Absent,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,2,{X}{W}{W},NA,NA,Instant,NA
137,1,Blade Splicer,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,3,{2}{W},1,1,Creature,Human Artificer
137,1,Forbid,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Blue,3,{1}{U}{U},NA,NA,Instant,NA
137,1,Gideon of the Trials,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,3,{1}{W}{W},NA,NA,Planeswalker,Gideon
137,1,Lingering Souls,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,3,{2}{W},NA,NA,Sorcery,NA
137,1,Monastery Mentor,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,3,{2}{W},2,2,Creature,Human Monk
137,1,"Elspeth, Knight-Errant",MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,4,{2}{W}{W},NA,NA,Planeswalker,Elspeth
137,1,Glen Elendra Archmage,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Blue,4,{3}{U},2,2,Creature,Faerie Wizard
137,1,"Jace, the Mind Sculptor",MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Blue,4,{2}{U}{U},NA,NA,Planeswalker,Jace
137,1,Parallax Wave,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,4,{2}{W}{W},NA,NA,Enchantment,NA
137,1,"Sorin, Lord of Innistrad",MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White Black,4,{2}{W}{B},NA,NA,Planeswalker,Sorin
137,1,"Venser, Shaper Savant",MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Blue,4,{2}{U}{U},2,2,Creature,Human Wizard
137,1,Custodi Lich,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Black,5,{3}{B}{B},4,2,Creature,Zombie Cleric
137,1,Gideon Jura,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,5,{3}{W}{W},NA,NA,Planeswalker,Gideon
137,1,Meloku the Clouded Mirror,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,Blue,5,{4}{U},2,4,Creature,Moonfolk Wizard
137,1,"Teferi, Hero of Dominaria",MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White Blue,5,{3}{W}{U},NA,NA,Planeswalker,Teferi
137,1,Eternal Dragon,MB,Esper (UBW) Superfriends Mentor Midrange 6.3.18.txt,White,7,{5}{W}{W},5,5,Creature,Dragon Spirit
138,1,Go for the Throat,MB,Esper (UBW) Tapout Control.dck,Black,2,{1}{B},NA,NA,Instant,NA
138,1,Languish,MB,Esper (UBW) Tapout Control.dck,Black,4,{2}{B}{B},NA,NA,Sorcery,NA
138,1,"Ashiok, Nightmare Weaver",MB,Esper (UBW) Tapout Control.dck,Blue Black,3,{1}{U}{B},NA,NA,Planeswalker,Ashiok
138,1,Doom Whisperer,MB,Esper (UBW) Tapout Control.dck,Black,5,{3}{B}{B},6,6,Creature,Nightmare Demon
138,1,Angel of Sanctions,MB,Esper (UBW) Tapout Control.dck,White,5,{3}{W}{W},3,4,Creature,Angel
138,1,Damnation,MB,Esper (UBW) Tapout Control.dck,Black,4,{2}{B}{B},NA,NA,Sorcery,NA
138,1,Faith's Fetters,MB,Esper (UBW) Tapout Control.dck,White,4,{3}{W},NA,NA,Enchantment,Aura
138,1,Collective Brutality,MB,Esper (UBW) Tapout Control.dck,Black,2,{1}{B},NA,NA,Sorcery,NA
138,1,Dismember,MB,Esper (UBW) Tapout Control.dck,Colorless,3,{1}{B/P}{B/P},NA,NA,Instant,NA
138,1,Lingering Souls,MB,Esper (UBW) Tapout Control.dck,White,3,{2}{W},NA,NA,Sorcery,NA
138,1,Concealed Courtyard,MB,Esper (UBW) Tapout Control.dck,Colorless,0,NA,NA,NA,Land,NA
138,1,Baleful Strix,MB,Esper (UBW) Tapout Control.dck,Blue Black,2,{U}{B},1,1,Artifact Creature,Bird
138,1,Ravenous Chupacabra,MB,Esper (UBW) Tapout Control.dck,Black,4,{2}{B}{B},2,2,Creature,Beast Horror
138,1,"Elspeth, Sun's Champion",MB,Esper (UBW) Tapout Control.dck,White,6,{4}{W}{W},NA,NA,Planeswalker,Elspeth
138,1,Ponder,MB,Esper (UBW) Tapout Control.dck,Blue,1,{U},NA,NA,Sorcery,NA
138,1,"Gideon, Ally of Zendikar",MB,Esper (UBW) Tapout Control.dck,White,4,{2}{W}{W},NA,NA,Planeswalker,Gideon
138,1,Hostage Taker,MB,Esper (UBW) Tapout Control.dck,Blue Black,4,{2}{U}{B},2,3,Creature,Human Pirate
138,1,Creeping Tar Pit,MB,Esper (UBW) Tapout Control.dck,Colorless,0,NA,NA,NA,Land,NA
138,1,Mind Twist,MB,Esper (UBW) Tapout Control.dck,Black,1,{X}{B},NA,NA,Sorcery,NA
138,1,Polluted Delta,MB,Esper (UBW) Tapout Control.dck,Colorless,0,NA,NA,NA,Land,NA
138,1,Swords to Plowshares,MB,Esper (UBW) Tapout Control.dck,White,1,{W},NA,NA,Instant,NA
138,1,Wall of Omens,MB,Esper (UBW) Tapout Control.dck,White,2,{1}{W},0,4,Creature,Wall
138,1,Vindicate,MB,Esper (UBW) Tapout Control.dck,White Black,3,{1}{W}{B},NA,NA,Sorcery,NA
138,1,Hero's Downfall,MB,Esper (UBW) Tapout Control.dck,Black,3,{1}{B}{B},NA,NA,Instant,NA
138,1,Mana Confluence,MB,Esper (UBW) Tapout Control.dck,Colorless,0,NA,NA,NA,Land,NA
138,1,Darkslick Shores,MB,Esper (UBW) Tapout Control.dck,Colorless,0,NA,NA,NA,Land,NA
138,1,Oblivion Ring,MB,Esper (UBW) Tapout Control.dck,White,3,{2}{W},NA,NA,Enchantment,NA
138,1,Anguished Unmaking,MB,Esper (UBW) Tapout Control.dck,White Black,3,{1}{W}{B},NA,NA,Instant,NA
138,1,Shambling Vent,MB,Esper (UBW) Tapout Control.dck,Colorless,0,NA,NA,NA,Land,NA
138,1,Oath of Druids,SB,Esper (UBW) Tapout Control.dck,Green,2,{1}{G},NA,NA,Enchantment,NA
138,1,Abbot of Keral Keep,SB,Esper (UBW) Tapout Control.dck,Red,2,{1}{R},2,1,Creature,Human Monk
138,1,Arcane Artisan,SB,Esper (UBW) Tapout Control.dck,Blue,3,{2}{U},0,3,Creature,Human Wizard
138,1,Tidehollow Sculler,SB,Esper (UBW) Tapout Control.dck,White Black,2,{W}{B},2,2,Artifact Creature,Zombie
138,1,Baneslayer Angel,SB,Esper (UBW) Tapout Control.dck,White,5,{3}{W}{W},5,5,Creature,Angel
138,1,Arguel's Blood Fast,SB,Esper (UBW) Tapout Control.dck,Black,2,{1}{B},NA,NA,Enchantment,NA
138,1,Kitesail Freebooter,SB,Esper (UBW) Tapout Control.dck,Black,2,{1}{B},1,2,Creature,Human Pirate
138,1,Vampire Nighthawk,SB,Esper (UBW) Tapout Control.dck,Black,3,{1}{B}{B},2,3,Creature,Vampire Shaman
138,1,Verdant Catacombs,SB,Esper (UBW) Tapout Control.dck,Colorless,0,NA,NA,NA,Land,NA
138,1,Spell Queller,SB,Esper (UBW) Tapout Control.dck,White Blue,3,{1}{W}{U},2,3,Creature,Spirit
138,1,Emeria Angel,SB,Esper (UBW) Tapout Control.dck,White,4,{2}{W}{W},3,3,Creature,Angel
138,1,Parallax Wave,SB,Esper (UBW) Tapout Control.dck,White,4,{2}{W}{W},NA,NA,Enchantment,NA
138,1,Deranged Hermit,SB,Esper (UBW) Tapout Control.dck,Green,5,{3}{G}{G},1,1,Creature,Elf
138,1,Upheaval,SB,Esper (UBW) Tapout Control.dck,Blue,6,{4}{U}{U},NA,NA,Sorcery,NA
138,1,Palace Jailer,SB,Esper (UBW) Tapout Control.dck,White,4,{2}{W}{W},2,2,Creature,Human Soldier
138,1,Balance,SB,Esper (UBW) Tapout Control.dck,White,2,{1}{W},NA,NA,Sorcery,NA
139,1,Tinker,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Blue,3,{2}{U},NA,NA,Sorcery,NA
139,1,Boros Signet,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,2,{2},NA,NA,Artifact,NA
139,1,The Antiquities War,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Blue,4,{3}{U},NA,NA,Enchantment,Saga
139,1,Toxic Deluge,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Black,3,{2}{B},NA,NA,Sorcery,NA
139,1,Myr Battlesphere,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,7,{7},4,7,Artifact Creature,Myr Construct
139,1,Basalt Monolith,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,3,{3},NA,NA,Artifact,NA
139,1,Terramorphic Expanse,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,0,NA,NA,NA,Land,NA
139,1,Orzhov Signet,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,2,{2},NA,NA,Artifact,NA
139,1,Prismatic Lens,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,2,{2},NA,NA,Artifact,NA
139,1,Mind Stone,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,2,{2},NA,NA,Artifact,NA
139,1,Dismember,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,3,{1}{B/P}{B/P},NA,NA,Instant,NA
139,1,Upheaval,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Blue,6,{4}{U}{U},NA,NA,Sorcery,NA
139,1,Mishra's Factory,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,0,NA,NA,NA,Land,NA
139,1,Baleful Strix,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Blue Black,2,{U}{B},1,1,Artifact Creature,Bird
139,1,Dark Ritual,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Black,1,{B},NA,NA,Instant,NA
139,1,"Tezzeret, Agent of Bolas",MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Blue Black,4,{2}{U}{B},NA,NA,Planeswalker,Tezzeret
139,1,Creeping Tar Pit,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,0,NA,NA,NA,Land,NA
139,1,Imperial Seal,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Black,1,{B},NA,NA,Sorcery,NA
139,1,Serum Visions,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Blue,1,{U},NA,NA,Sorcery,NA
139,1,Balance,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,White,2,{1}{W},NA,NA,Sorcery,NA
139,1,Timetwister,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Blue,3,{2}{U},NA,NA,Sorcery,NA
139,1,Memory Jar,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Colorless,5,{5},NA,NA,Artifact,NA
139,1,Demonic Tutor,MB,Esper (UBW) Tinker Balance Ramp 9.1.18.dck,Black,2,{1}{B},NA,NA,Sorcery,NA
