"","deckID","number","name","location","deckName","color","cmc","manaCost","power","toughness","text","types","subtypes","colors","baseColors","splashes","powered","sphere","archetype"
"1740",50,1,"Phyrexian Revoker","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Colorless",2,"{2}","2","1","As Phyrexian Revoker enters the battlefield, choose a nonland card name.
Activated abilities of sources with the chosen name can't be activated.","Artifact Creature","Horror","green blue white","blue white","green",FALSE,"midrange","opposition"
"1741",50,1,"Scalding Tarn","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Colorless",0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Scalding Tarn: Search your library for an Island or Mountain card, put it onto the battlefield, then shuffle your library.","Land",NA,"green blue white","blue white","green",FALSE,"midrange","opposition"
"1742",50,1,"Karakas","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Colorless",0,NA,NA,NA,"{T}: Add {W}.
{T}: Return target legendary creature to its owner's hand.","Land",NA,"green blue white","blue white","green",FALSE,"midrange","opposition"
"1743",50,1,"Palace Jailer","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","White",4,"{2}{W}{W}","2","2","When Palace Jailer enters the battlefield, you become the monarch.
When Palace Jailer enters the battlefield, exile target creature an opponent controls until an opponent becomes the monarch. (That creature returns under its owner's control.)","Creature","Human Soldier","green blue white","blue white","green",FALSE,"midrange","opposition"
"1744",50,1,"Thraben Inspector","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","White",1,"{W}","1","2","When Thraben Inspector enters the battlefield, investigate. (Create a colorless Clue artifact token with ""{2}, Sacrifice this artifact: Draw a card."")","Creature","Human Soldier","green blue white","blue white","green",FALSE,"midrange","opposition"
"1745",50,1,"Faerie Conclave","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Colorless",0,NA,NA,NA,"Faerie Conclave enters the battlefield tapped.
{T}: Add {U}.
{1}{U}: Faerie Conclave becomes a 2/1 blue Faerie creature with flying until end of turn. It's still a land.","Land",NA,"green blue white","blue white","green",FALSE,"midrange","opposition"
"1746",50,1,"Elspeth, Sun's Champion","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","White",6,"{4}{W}{W}",NA,NA,"+1: Create three 1/1 white Soldier creature tokens.
−3: Destroy all creatures with power 4 or greater.
−7: You get an emblem with ""Creatures you control get +2/+2 and have flying.""","Planeswalker","Elspeth","green blue white","blue white","green",FALSE,"midrange","opposition"
"1747",50,1,"Phantasmal Image","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Blue",2,"{1}{U}","0","0","You may have Phantasmal Image enter the battlefield as a copy of any creature on the battlefield, except it's an Illusion in addition to its other types and it has ""When this creature becomes the target of a spell or ability, sacrifice it.""","Creature","Illusion","green blue white","blue white","green",FALSE,"midrange","opposition"
"1748",50,1,"Porcelain Legionnaire","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Colorless",3,"{2}{W/P}","3","1","({W/P} can be paid with either {W} or 2 life.)
First strike","Artifact Creature","Soldier","green blue white","blue white","green",FALSE,"midrange","opposition"
"1749",50,1,"Breeding Pool","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Colorless",0,NA,NA,NA,"({T}: Add {G} or {U}.)
As Breeding Pool enters the battlefield, you may pay 2 life. If you don't, Breeding Pool enters the battlefield tapped.","Land","Forest Island","green blue white","blue white","green",FALSE,"midrange","opposition"
"1750",50,1,"Swords to Plowshares","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","White",1,"{W}",NA,NA,"Exile target creature. Its controller gains life equal to its power.","Instant",NA,"green blue white","blue white","green",FALSE,"midrange","opposition"
"1751",50,1,"Control Magic","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Blue",4,"{2}{U}{U}",NA,NA,"Enchant creature
You control enchanted creature.","Enchantment","Aura","green blue white","blue white","green",FALSE,"midrange","opposition"
"1752",50,1,"Chrome Mox","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Colorless",0,"{0}",NA,NA,"Imprint — When Chrome Mox enters the battlefield, you may exile a nonartifact, nonland card from your hand.
{T}: Add one mana of any of the exiled card's colors.","Artifact",NA,"green blue white","blue white","green",FALSE,"midrange","opposition"
"1753",50,1,"Polluted Delta","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Colorless",0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Polluted Delta: Search your library for an Island or Swamp card, put it onto the battlefield, then shuffle your library.","Land",NA,"green blue white","blue white","green",FALSE,"midrange","opposition"
"1754",50,1,"Wall of Omens","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","White",2,"{1}{W}","0","4","Defender
When Wall of Omens enters the battlefield, draw a card.","Creature","Wall","green blue white","blue white","green",FALSE,"midrange","opposition"
"1755",50,1,"Skullclamp","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Colorless",1,"{1}",NA,NA,"Equipped creature gets +1/-1.
Whenever equipped creature dies, draw two cards.
Equip {1}","Artifact","Equipment","green blue white","blue white","green",FALSE,"midrange","opposition"
"1756",50,1,"Opposition","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Blue",4,"{2}{U}{U}",NA,NA,"Tap an untapped creature you control: Tap target artifact, creature, or land.","Enchantment",NA,"green blue white","blue white","green",FALSE,"midrange","opposition"
"1757",50,1,"Savannah","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Colorless",0,NA,NA,NA,"({T}: Add {G} or {W}.)","Land","Forest Plains","green blue white","blue white","green",FALSE,"midrange","opposition"
"1758",50,1,"Meloku the Clouded Mirror","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Blue",5,"{4}{U}","2","4","Flying
{1}, Return a land you control to its owner's hand: Create a 1/1 blue Illusion creature token with flying.","Creature","Moonfolk Wizard","green blue white","blue white","green",FALSE,"midrange","opposition"
"1759",50,1,"Treachery","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Blue",5,"{3}{U}{U}",NA,NA,"Enchant creature
When Treachery enters the battlefield, untap up to five lands.
You control enchanted creature.","Enchantment","Aura","green blue white","blue white","green",FALSE,"midrange","opposition"
"1760",50,1,"Marsh Flats","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Colorless",0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Marsh Flats: Search your library for a Plains or Swamp card, put it onto the battlefield, then shuffle your library.","Land",NA,"green blue white","blue white","green",FALSE,"midrange","opposition"
"1761",50,1,"Noble Hierarch","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Green",1,"{G}","0","1","Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
{T}: Add {G}, {W}, or {U}.","Creature","Human Druid","green blue white","blue white","green",FALSE,"midrange","opposition"
"1762",50,1,"Parallax Wave","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","White",4,"{2}{W}{W}",NA,NA,"Fading 5 (This enchantment enters the battlefield with five fade counters on it. At the beginning of your upkeep, remove a fade counter from it. If you can't, sacrifice it.)
Remove a fade counter from Parallax Wave: Exile target creature.
When Parallax Wave leaves the battlefield, each player returns to the battlefield all cards they own exiled with Parallax Wave.","Enchantment",NA,"green blue white","blue white","green",FALSE,"midrange","opposition"
"1763",50,1,"Secure the Wastes","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","White",1,"{X}{W}",NA,NA,"Create X 1/1 white Warrior creature tokens.","Instant",NA,"green blue white","blue white","green",FALSE,"midrange","opposition"
"1764",50,1,"Wurmcoil Engine","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Colorless",6,"{6}","6","6","Deathtouch, lifelink
When Wurmcoil Engine dies, create a 3/3 colorless Wurm artifact creature token with deathtouch and a 3/3 colorless Wurm artifact creature token with lifelink.","Artifact Creature","Wurm","green blue white","blue white","green",FALSE,"midrange","opposition"
"1765",50,1,"Shardless Agent","MB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Blue Green",3,"{1}{G}{U}","2","2","Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)","Artifact Creature","Human Rogue","green blue white","blue white","green",FALSE,"midrange","opposition"
"1766",50,1,"Regrowth","SB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Green",2,"{1}{G}",NA,NA,"Return target card from your graveyard to your hand.","Sorcery",NA,"green blue white","blue white","green",FALSE,"midrange","opposition"
"1767",50,1,"Mimic Vat","SB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Colorless",3,"{3}",NA,NA,"Imprint — Whenever a nontoken creature dies, you may exile that card. If you do, return each other card exiled with Mimic Vat to its owner's graveyard.
{3}, {T}: Create a token that's a copy of a card exiled with Mimic Vat. It gains haste. Exile it at the beginning of the next end step.","Artifact",NA,"green blue white","blue white","green",FALSE,"midrange","opposition"
"1768",50,1,"Earthquake","SB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Red",1,"{X}{R}",NA,NA,"Earthquake deals X damage to each creature without flying and each player.","Sorcery",NA,"green blue white","blue white","green",FALSE,"midrange","opposition"
"1769",50,1,"Student of Warfare","SB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","White",1,"{W}","1","1","Level up {W} ({W}: Put a level counter on this. Level up only as a sorcery.)
LEVEL 2-6
3/3
First strike
LEVEL 7+
4/4
Double strike","Creature","Human Knight","green blue white","blue white","green",FALSE,"midrange","opposition"
"1770",50,1,"Mishra's Factory","SB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Colorless",0,NA,NA,NA,"{T}: Add {C}.
{1}: Mishra's Factory becomes a 2/2 Assembly-Worker artifact creature until end of turn. It's still a land.
{T}: Target Assembly-Worker creature gets +1/+1 until end of turn.","Land",NA,"green blue white","blue white","green",FALSE,"midrange","opposition"
"1771",50,1,"Scrapheap Scrounger","SB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Colorless",2,"{2}","3","2","Scrapheap Scrounger can't block.
{1}{B}, Exile another creature card from your graveyard: Return Scrapheap Scrounger from your graveyard to the battlefield.","Artifact Creature","Construct","green blue white","blue white","green",FALSE,"midrange","opposition"
"1772",50,1,"Mutavault","SB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Colorless",0,NA,NA,NA,"{T}: Add {C}.
{1}: Mutavault becomes a 2/2 creature with all creature types until end of turn. It's still a land.","Land",NA,"green blue white","blue white","green",FALSE,"midrange","opposition"
"1773",50,1,"Falkenrath Gorger","SB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Red",1,"{R}","2","1","Each Vampire creature card you own that isn't on the battlefield has madness. The madness cost is equal to its mana cost. (If you discard a card with madness, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)","Creature","Vampire Berserker","green blue white","blue white","green",FALSE,"midrange","opposition"
"1774",50,1,"Bonesplitter","SB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Colorless",1,"{1}",NA,NA,"Equipped creature gets +2/+0.
Equip {1}","Artifact","Equipment","green blue white","blue white","green",FALSE,"midrange","opposition"
"1775",50,1,"Goblin Cratermaker","SB","Bant (UGW) Skullclamp Opposition Midrange 11.12.18.dck","Red",2,"{1}{R}","2","2","{1}, Sacrifice Goblin Cratermaker: Choose one —
• Goblin Cratermaker deals 2 damage to target creature.
• Destroy target colorless nonland permanent.","Creature","Goblin Warrior","green blue white","blue white","green",FALSE,"midrange","opposition"
"1776",51,1,"Wasteland","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Colorless",0,NA,NA,NA,"{T}: Add {C}.
{T}, Sacrifice Wasteland: Destroy target nonbasic land.","Land",NA,"green blue white","green blue","white",FALSE,"midrange","-"
"1777",51,1,"Scavenging Ooze","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Green",2,"{1}{G}","2","2","{G}: Exile target card from a graveyard. If it was a creature card, put a +1/+1 counter on Scavenging Ooze and you gain 1 life.","Creature","Ooze","green blue white","green blue","white",FALSE,"midrange","-"
"1778",51,1,"Survival of the Fittest","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Green",2,"{1}{G}",NA,NA,"{G}, Discard a creature card: Search your library for a creature card, reveal that card, and put it into your hand. Then shuffle your library.","Enchantment",NA,"green blue white","green blue","white",FALSE,"midrange","-"
"1779",51,1,"Fractured Identity","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","White Blue",5,"{3}{W}{U}",NA,NA,"Exile target nonland permanent. Each player other than its controller creates a token that's a copy of it.","Sorcery",NA,"green blue white","green blue","white",FALSE,"midrange","-"
"1780",51,1,"Sylvan Advocate","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Green",2,"{1}{G}","2","3","Vigilance
As long as you control six or more lands, Sylvan Advocate and land creatures you control get +2/+2.","Creature","Elf Druid Ally","green blue white","green blue","white",FALSE,"midrange","-"
"1781",51,1,"Yavimaya Coast","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Colorless",0,NA,NA,NA,"{T}: Add {C}.
{T}: Add {G} or {U}. Yavimaya Coast deals 1 damage to you.","Land",NA,"green blue white","green blue","white",FALSE,"midrange","-"
"1782",51,1,"Prismatic Lens","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Colorless",2,"{2}",NA,NA,"{T}: Add {C}.
{1}, {T}: Add one mana of any color.","Artifact",NA,"green blue white","green blue","white",FALSE,"midrange","-"
"1783",51,1,"Lotus Cobra","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Green",2,"{1}{G}","2","1","Landfall — Whenever a land enters the battlefield under your control, you may add one mana of any color.","Creature","Snake","green blue white","green blue","white",FALSE,"midrange","-"
"1784",51,1,"Sylvan Library","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Green",2,"{1}{G}",NA,NA,"At the beginning of your draw step, you may draw two additional cards. If you do, choose two cards in your hand drawn this turn. For each of those cards, pay 4 life or put the card on top of your library.","Enchantment",NA,"green blue white","green blue","white",FALSE,"midrange","-"
"1785",51,1,"Strip Mine","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Colorless",0,NA,NA,NA,"{T}: Add {C}.
{T}, Sacrifice Strip Mine: Destroy target land.","Land",NA,"green blue white","green blue","white",FALSE,"midrange","-"
"1786",51,1,"Fact or Fiction","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Blue",4,"{3}{U}",NA,NA,"Reveal the top five cards of your library. An opponent separates those cards into two piles. Put one pile into your hand and the other into your graveyard.","Instant",NA,"green blue white","green blue","white",FALSE,"midrange","-"
"1787",51,1,"Lumbering Falls","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Colorless",0,NA,NA,NA,"Lumbering Falls enters the battlefield tapped.
{T}: Add {G} or {U}.
{2}{G}{U}: Lumbering Falls becomes a 3/3 green and blue Elemental creature with hexproof until end of turn. It's still a land.","Land",NA,"green blue white","green blue","white",FALSE,"midrange","-"
"1788",51,1,"Mutavault","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Colorless",0,NA,NA,NA,"{T}: Add {C}.
{1}: Mutavault becomes a 2/2 creature with all creature types until end of turn. It's still a land.","Land",NA,"green blue white","green blue","white",FALSE,"midrange","-"
"1789",51,1,"Celestial Colonnade","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Colorless",0,NA,NA,NA,"Celestial Colonnade enters the battlefield tapped.
{T}: Add {W} or {U}.
{3}{W}{U}: Until end of turn, Celestial Colonnade becomes a 4/4 white and blue Elemental creature with flying and vigilance. It's still a land.","Land",NA,"green blue white","green blue","white",FALSE,"midrange","-"
"1790",51,1,"Venser, Shaper Savant","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Blue",4,"{2}{U}{U}","2","2","Flash
When Venser, Shaper Savant enters the battlefield, return target spell or permanent to its owner's hand.","Creature","Human Wizard","green blue white","green blue","white",FALSE,"midrange","-"
"1791",51,1,"Mulldrifter","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Blue",5,"{4}{U}","2","2","Flying
When Mulldrifter enters the battlefield, draw two cards.
Evoke {2}{U} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)","Creature","Elemental","green blue white","green blue","white",FALSE,"midrange","-"
"1792",51,1,"Oblivion Ring","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","White",3,"{2}{W}",NA,NA,"When Oblivion Ring enters the battlefield, exile another target nonland permanent.
When Oblivion Ring leaves the battlefield, return the exiled card to the battlefield under its owner's control.","Enchantment",NA,"green blue white","green blue","white",FALSE,"midrange","-"
"1793",51,1,"Skullclamp","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Colorless",1,"{1}",NA,NA,"Equipped creature gets +1/-1.
Whenever equipped creature dies, draw two cards.
Equip {1}","Artifact","Equipment","green blue white","green blue","white",FALSE,"midrange","-"
"1794",51,1,"Acidic Slime","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Green",5,"{3}{G}{G}","2","2","Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
When Acidic Slime enters the battlefield, destroy target artifact, enchantment, or land.","Creature","Ooze","green blue white","green blue","white",FALSE,"midrange","-"
"1795",51,1,"Breeding Pool","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Colorless",0,NA,NA,NA,"({T}: Add {G} or {U}.)
As Breeding Pool enters the battlefield, you may pay 2 life. If you don't, Breeding Pool enters the battlefield tapped.","Land","Forest Island","green blue white","green blue","white",FALSE,"midrange","-"
"1796",51,1,"Thrun, the Last Troll","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Green",4,"{2}{G}{G}","4","4","This spell can't be countered.
Hexproof (This creature can't be the target of spells or abilities your opponents control.)
{1}{G}: Regenerate Thrun, the Last Troll.","Creature","Troll Shaman","green blue white","green blue","white",FALSE,"midrange","-"
"1797",51,1,"Control Magic","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Blue",4,"{2}{U}{U}",NA,NA,"Enchant creature
You control enchanted creature.","Enchantment","Aura","green blue white","green blue","white",FALSE,"midrange","-"
"1798",51,1,"Temple Garden","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Colorless",0,NA,NA,NA,"({T}: Add {G} or {W}.)
As Temple Garden enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.","Land","Forest Plains","green blue white","green blue","white",FALSE,"midrange","-"
"1799",51,1,"Llanowar Elves","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Green",1,"{G}","1","1","{T}: Add {G}.","Creature","Elf Druid","green blue white","green blue","white",FALSE,"midrange","-"
"1800",51,1,"Vendilion Clique","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Blue",3,"{1}{U}{U}","3","1","Flash
Flying
When Vendilion Clique enters the battlefield, look at target player's hand. You may choose a nonland card from it. If you do, that player reveals the chosen card, puts it on the bottom of their library, then draws a card.","Creature","Faerie Wizard","green blue white","green blue","white",FALSE,"midrange","-"
"1801",51,1,"Phyrexian Metamorph","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Colorless",4,"{3}{U/P}","0","0","({U/P} can be paid with either {U} or 2 life.)
You may have Phyrexian Metamorph enter the battlefield as a copy of any artifact or creature on the battlefield, except it's an artifact in addition to its other types.","Artifact Creature","Shapeshifter","green blue white","green blue","white",FALSE,"midrange","-"
"1802",51,1,"Regrowth","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Green",2,"{1}{G}",NA,NA,"Return target card from your graveyard to your hand.","Sorcery",NA,"green blue white","green blue","white",FALSE,"midrange","-"
"1803",51,1,"Eternal Witness","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Green",3,"{1}{G}{G}","2","1","When Eternal Witness enters the battlefield, you may return target card from your graveyard to your hand.","Creature","Human Shaman","green blue white","green blue","white",FALSE,"midrange","-"
"1804",51,1,"Fleetwheel Cruiser","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Colorless",4,"{4}","5","3","Trample, haste
When Fleetwheel Cruiser enters the battlefield, it becomes an artifact creature until end of turn.
Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)","Artifact","Vehicle","green blue white","green blue","white",FALSE,"midrange","-"
"1805",51,1,"Irrigated Farmland","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Colorless",0,NA,NA,NA,"({T}: Add {W} or {U}.)
Irrigated Farmland enters the battlefield tapped.
Cycling {2} ({2}, Discard this card: Draw a card.)","Land","Plains Island","green blue white","green blue","white",FALSE,"midrange","-"
"1806",51,1,"Mana Confluence","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Colorless",0,NA,NA,NA,"{T}, Pay 1 life: Add one mana of any color.","Land",NA,"green blue white","green blue","white",FALSE,"midrange","-"
"1807",51,1,"Savannah","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Colorless",0,NA,NA,NA,"({T}: Add {G} or {W}.)","Land","Forest Plains","green blue white","green blue","white",FALSE,"midrange","-"
"1808",51,1,"Jace Beleren","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Blue",3,"{1}{U}{U}",NA,NA,"+2: Each player draws a card.
−1: Target player draws a card.
−10: Target player puts the top twenty cards of their library into their graveyard.","Planeswalker","Jace","green blue white","green blue","white",FALSE,"midrange","-"
"1809",51,1,"Tropical Island","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Colorless",0,NA,NA,NA,"({T}: Add {G} or {U}.)","Land","Forest Island","green blue white","green blue","white",FALSE,"midrange","-"
"1810",51,1,"Garruk Wildspeaker","MB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Green",4,"{2}{G}{G}",NA,NA,"+1: Untap two target lands.
−1: Create a 3/3 green Beast creature token.
−4: Creatures you control get +3/+3 and gain trample until end of turn.","Planeswalker","Garruk","green blue white","green blue","white",FALSE,"midrange","-"
"1811",51,1,"Living Death","SB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Black",5,"{3}{B}{B}",NA,NA,"Each player exiles all creature cards from their graveyard, then sacrifices all creatures they control, then puts all cards they exiled this way onto the battlefield.","Sorcery",NA,"green blue white","green blue","white",FALSE,"midrange","-"
"1812",51,1,"Ancestral Vision","SB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Blue",0,NA,NA,NA,"Suspend 4—{U} (Rather than cast this card from your hand, pay {U} and exile it with four time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost.)
Target player draws three cards.","Sorcery",NA,"green blue white","green blue","white",FALSE,"midrange","-"
"1813",51,1,"Cloudgoat Ranger","SB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","White",5,"{3}{W}{W}","3","3","When Cloudgoat Ranger enters the battlefield, create three 1/1 white Kithkin Soldier creature tokens.
Tap three untapped Kithkin you control: Cloudgoat Ranger gets +2/+0 and gains flying until end of turn.","Creature","Giant Warrior","green blue white","green blue","white",FALSE,"midrange","-"
"1814",51,1,"Seal of Cleansing","SB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","White",2,"{1}{W}",NA,NA,"Sacrifice Seal of Cleansing: Destroy target artifact or enchantment.","Enchantment",NA,"green blue white","green blue","white",FALSE,"midrange","-"
"1815",51,1,"Gravecrawler","SB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Black",1,"{B}","2","1","Gravecrawler can't block.
You may cast Gravecrawler from your graveyard as long as you control a Zombie.","Creature","Zombie","green blue white","green blue","white",FALSE,"midrange","-"
"1816",51,1,"Stormblood Berserker","SB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Red",2,"{1}{R}","1","1","Bloodthirst 2 (If an opponent was dealt damage this turn, this creature enters the battlefield with two +1/+1 counters on it.)
Menace (This creature can't be blocked except by two or more creatures.)","Creature","Human Berserker","green blue white","green blue","white",FALSE,"midrange","-"
"1817",51,1,"Blinkmoth Nexus","SB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Colorless",0,NA,NA,NA,"{T}: Add {C}.
{1}: Blinkmoth Nexus becomes a 1/1 Blinkmoth artifact creature with flying until end of turn. It's still a land.
{1}, {T}: Target Blinkmoth creature gets +1/+1 until end of turn.","Land",NA,"green blue white","green blue","white",FALSE,"midrange","-"
"1818",51,1,"Sorin, Lord of Innistrad","SB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","White Black",4,"{2}{W}{B}",NA,NA,"+1: Create a 1/1 black Vampire creature token with lifelink.
−2: You get an emblem with ""Creatures you control get +1/+0.""
−6: Destroy up to three target creatures and/or other planeswalkers. Return each card put into a graveyard this way to the battlefield under your control.","Planeswalker","Sorin","green blue white","green blue","white",FALSE,"midrange","-"
"1819",51,1,"Treasure Cruise","SB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","Blue",8,"{7}{U}",NA,NA,"Delve (Each card you exile from your graveyard while casting this spell pays for {1}.)
Draw three cards.","Sorcery",NA,"green blue white","green blue","white",FALSE,"midrange","-"
"1820",51,1,"Gideon Jura","SB","Bant (UGW) Skullclamp Survival Midrange 7.26.18.dck","White",5,"{3}{W}{W}",NA,NA,"+2: During target opponent's next turn, creatures that player controls attack Gideon Jura if able.
−2: Destroy target tapped creature.
0: Until end of turn, Gideon Jura becomes a 6/6 Human Soldier creature that's still a planeswalker. Prevent all damage that would be dealt to him this turn.","Planeswalker","Gideon","green blue white","green blue","white",FALSE,"midrange","-"
"1821",52,1,"Den Protector","MB","Bant (UGW) Superfriends Midrange 7.16.18.dck","Green",2,"{1}{G}","2","1","Creatures with power less than Den Protector's power can't block it.
Megamorph {1}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)
When Den Protector is turned face up, return target card from your graveyard to your hand.","Creature","Human Warrior","green blue white","green blue white","-",FALSE,"midrange","-"
"1822",52,1,"Plow Under","MB","Bant (UGW) Superfriends Midrange 7.16.18.dck","Green",5,"{3}{G}{G}",NA,NA,"Put two target lands on top of their owners' libraries.","Sorcery",NA,"green blue white","green blue white","-",FALSE,"midrange","-"
"1823",52,1,"Sower of Temptation","MB","Bant (UGW) Superfriends Midrange 7.16.18.dck","Blue",4,"{2}{U}{U}","2","2","Flying
When Sower of Temptation enters the battlefield, gain control of target creature for as long as Sower of Temptation remains on the battlefield.","Creature","Faerie Wizard","green blue white","green blue white","-",FALSE,"midrange","-"
"1824",52,1,"Stirring Wildwood","MB","Bant (UGW) Superfriends Midrange 7.16.18.dck","Colorless",0,NA,NA,NA,"Stirring Wildwood enters the battlefield tapped.
{T}: Add {G} or {W}.
{1}{G}{W}: Until end of turn, Stirring Wildwood becomes a 3/4 green and white Elemental creature with reach. It's still a land.","Land",NA,"green blue white","green blue white","-",FALSE,"midrange","-"
"1825",52,1,"Brimaz, King of Oreskos","MB","Bant (UGW) Superfriends Midrange 7.16.18.dck","White",3,"{1}{W}{W}","3","4","Vigilance
Whenever Brimaz, King of Oreskos attacks, create a 1/1 white Cat Soldier creature token with vigilance that's attacking.
Whenever Brimaz blocks a creature, create a 1/1 white Cat Soldier creature token with vigilance that's blocking that creature.","Creature","Cat Soldier","green blue white","green blue white","-",FALSE,"midrange","-"
