deckID, location, number, name,
60,MB,1,"Tamiyo, Field Researcher",
60,MB,1,"Thalias Lancers",
60,MB,1,"Force of Will",
60,MB,1,"Fractured Identity",
60,MB,1,"Gideon Jura",
60,MB,1,"Mystic Confluence",
61,MB,1,"Breeding Pool",
61,MB,1,"Celestial Colonnade",
61,MB,1,"Flooded Strand",
61,MB,1,"Horizon Canopy",
61,MB,1,"Tolarian Academy",
61,MB,1,"Noble Hierarch",
61,MB,1,"Senseis Divining Top",
61,MB,1,"Serum Visions",
61,MB,1,"Grim Monolith",
61,MB,1,"Talisman of Dominance",
61,MB,1,"Simic Signet",
61,MB,1,"Walking Ballista",
61,MB,1,"Memory Lapse",
61,MB,1,"Vendilion Clique",
61,MB,1,"Detention Sphere",
61,MB,1,"Mystic Snake",
61,MB,1,"Restoration Angel",
61,MB,1,"Whirler Rogue",
61,MB,1,"Cryptic Command",
61,MB,1,"Jace, the Mind Sculptor",
61,MB,1,"Precursor Golem",
61,MB,1,"Time Spiral",
61,MB,1,"Ugin, the Spirit Dragon",
61,MB,1,"Pull from Tomorrow",
62,MB,1,"Mishras Factory",
62,MB,1,"Stirring Wildwood",
62,MB,1,"Treetop Village",
62,MB,1,"Wooded Foothills",
62,MB,1,"Yavimaya Coast",
62,MB,1,"Mox Diamond",
62,MB,1,"Mox Emerald",
62,MB,1,"Ancestral Recall",
62,MB,1,"Enlightened Tutor",
62,MB,1,"Joraga Treespeaker",
62,MB,1,"Noble Hierarch",
62,MB,1,"Fauna Shaman",
62,MB,1,"Sakura-Tribe Elder",
62,MB,1,"Sylvan Advocate",
62,MB,1,"Sylvan Library",
62,MB,1,"Umezawas Jitte",
62,MB,1,"Eternal Witness",
62,MB,1,"Reclamation Sage",
62,MB,1,"Yavimaya Elder",
62,MB,1,"Garruk Relentless",
62,MB,1,"Garruk Wildspeaker",
62,MB,1,"Natural Order",
62,MB,1,"Fracutred Identity",
62,MB,1,"Plow Under",
62,MB,1,"Carnage Tyrant",
62,MB,1,"Hornet Queen",
63,MB,1,"Everflowing Chalice",
63,MB,1,"Mox Diamond",
63,MB,1,"Gideon Jura",
63,MB,1,"Oath of Nissa",
63,MB,1,"Garruk Relentless",
63,MB,1,"Lotus Cobra",
63,MB,1,"Sylvan Library",
63,MB,1,"Elspeth, Knight-Errant",
63,MB,1,"Gideon, Ally of Zendikar",
63,MB,1,"Lumbering Falls",
63,MB,1,"Celestial Colonnade",
63,MB,1,"Banishing Light",
63,MB,1,"Exalted Angel",
63,MB,1,"Eternal Dragon",
63,MB,1,"Breeding Pool",
63,MB,3,"Forest",
63,MB,1,"Farseek",
63,MB,1,"Temple Garden",
63,MB,1,"Unexpectedly Absent",
63,MB,2,"Island",
63,MB,5,"Plains",
63,MB,1,"Angel of Invention",
63,MB,1,"Avacyns Pilgrim",
63,MB,1,"Marsh Flats",
63,MB,1,"Noble Hierarch",
63,MB,1,"Gideon of the Trials",
63,MB,1,"Councils Judgment",
63,MB,1,"Savannah",
63,MB,1,"Ponder",
63,MB,1,"Jace, the Mind Sculptor",
63,MB,1,"Talisman of Progress",
63,MB,1,"Sakura-Tribe Elder",
63,MB,1,"Tundra",
63,SB,1,"Powder Keg",
63,SB,1,"Raging Ravine",
63,SB,1,"Armageddon",
63,SB,1,"Cultivate",
63,SB,1,"Spectral Procession",
63,SB,1,"Search for Azcanta",
63,SB,1,"Llanowar Elves",
63,SB,1,"Counterspell",
63,SB,1,"Daze",
63,SB,1,"The Abyss",
63,SB,1,"Land Tax",
63,SB,1,"Phantasmal Image",
63,SB,1,"Kitchen Finks",
63,SB,1,"Godless Shrine",
63,SB,1,"Force Spike",
64,MB,1,"Arid Mesa",
64,MB,1,"Sacred Foundry",
64,MB,1,"Mother of Runes",
64,MB,1,"Wall of Omens",
64,MB,1,"Selfless Spirit",
64,MB,1,"Phyrexian Revoker",
64,MB,1,"Unexpectedly Absent",
64,MB,1,"Declaration in Stone",
64,MB,1,"Hallowed Spiritkeeper",
64,MB,1,"Brimaz, King of Oreskos",
64,MB,1,"Goblin Rabblemaster",
64,MB,1,"Spectral Procession",
64,MB,1,"Councils Judgment",
64,MB,1,"Spear of Heliod",
64,MB,1,"Grafted Wargear",
64,MB,1,"Gisela, the Broken Blade",
64,MB,1,"Purphoros, God of the Forge",
64,MB,1,"Hero of Bladehold",
64,MB,1,"Gideon, Ally of Zendikar",
64,MB,1,"Ajani Vengeant",
64,MB,1,"Angel of Invention",
64,MB,1,"Archangel Avacyn",
64,MB,1,"Sun Titan",
64,MB,1,"Elspeth, Suns Champion",
65,MB,1,"Tinker",
65,MB,1,"Mox Jet",
65,MB,1,"Mox Pearl",
65,MB,1,"Jace Beleren",
65,MB,1,"Pack Rat",
65,MB,1,"Imperial Seal",
65,MB,1,"Drowned Catacomb",
65,MB,1,"Reanimate",
65,MB,1,"Cryptbreaker",
65,MB,1,"Griselbrand",
65,MB,1,"Mana Crypt",
65,MB,1,"Dragonlord Silumgar",
65,MB,1,"Baleful Strix",
65,MB,1,"Phantasmal Image",
65,MB,1,"Deep Analysis",
65,MB,1,"Liliana of the Veil",
65,MB,1,"Necromancy",
65,MB,1,"Dark Ritual",
65,MB,1,"Mana Drain",
65,MB,1,"Miscalculation",
65,MB,1,"Vampiric Tutor",
65,MB,1,"Remand",
65,MB,1,"Rampaging Baloths",
65,MB,1,"Sundering Titan",
65,MB,1,"Dance of the Dead",
65,MB,2,"Swamp",
65,MB,2,"Swamp",
65,MB,2,"Swamp",
65,MB,1,"Exhume",
65,MB,1,"Heros Downfall",
65,MB,1,"Ancient Tomb",
65,MB,2,"Island",
65,MB,3,"Island",
65,MB,1,"Thirst for Knowledge",
65,SB,1,"Skinrender",
65,SB,1,"Languish",
65,SB,1,"Braids, Cabal Minion",
65,SB,1,"Ophiomancer",
65,SB,1,"Curse of Disturbance",
65,SB,1,"Jackal Pup",
65,SB,1,"Archangel Avacyn",
65,SB,1,"Carnophage",
65,SB,1,"Manic Vandal",
65,SB,1,"Force Spike",
65,SB,1,"Memory Jar",
65,SB,1,"Blood Crypt",
65,SB,1,"Noose Constrictor",
65,SB,1,"Parallax Wave",
65,SB,1,"Caves of Koilos",
65,SB,1,"Glint-Sleeve Siphoner",
66,MB,1,"Stirring Wildwood",
66,MB,1,"Vampiric Tutor",
66,MB,1,"Fyndhorn Elves",
66,MB,1,"Pack Rat",
66,MB,1,"Survival of the Fittest",
66,MB,1,"Misty Rainforest",
66,MB,1,"Liliana, Deaths Majesty",
66,MB,1,"Horizon Canopy",
66,MB,1,"Mox Diamond",
66,MB,1,"Bayou",
66,MB,1,"Thragtusk",
66,MB,1,"Lotus Cobra",
66,MB,1,"Trostani Discordant",
66,MB,1,"Thoughtseize",
66,MB,1,"Sylvan Caryatid",
66,MB,1,"Nekrataal",
66,MB,1,"Grave Titan",
66,MB,1,"Flesh Carver",
66,MB,1,"Recurring Nightmare",
66,MB,1,"Chrome Mox",
66,MB,1,"Maelstrom Pulse",
66,MB,1,"Skullclamp",
66,MB,1,"Acidic Slime",
66,MB,4,"Forest",
66,MB,1,"Custodi Lich",
66,MB,4,"Swamp",
66,MB,2,"Plains",
66,MB,1,"Hissing Quagmire",
66,MB,1,"Marsh Flats",
66,MB,1,"Elvish Mystic",
66,MB,1,"Demonic Tutor",
66,MB,1,"Sakura-Tribe Elder",
66,MB,1,"Garruk Wildspeaker",
66,SB,1,"Rofellos, Llanowar Emissary",
66,SB,1,"Frenzied Fugue",
66,SB,1,"Terastodon",
66,SB,1,"Timetwister",
66,SB,1,"Sinkhole",
66,SB,1,"Tarmogoyf",
66,SB,1,"Birthing Pod",
66,SB,1,"Golgari Signet",
66,SB,1,"Emrakul, the Promised End",
66,SB,1,"Sagu Mauler",
66,SB,1,"Kor Haven",
66,SB,1,"Regrowth",
66,SB,1,"Vampire Nighthawk",
66,SB,1,"Smugglers Copter",
66,SB,1,"Tombstalker",
67,MB,1,"Overgrown Tomb",
67,MB,1,"Inquisition of Kozilek",
67,MB,1,"Reclamation Sage",
67,MB,1,"Phyrexian Arena",
67,MB,1,"Terramorphic Expanse",
67,MB,1,"Fauna Shaman",
67,MB,1,"Badlands",
67,MB,1,"Verdant Catacombs",
67,MB,1,"Garruk Relentless",
67,MB,1,"Sulfurous Springs",
67,MB,1,"Mind Twist",
67,MB,1,"Zealous Conscripts",
67,MB,1,"Diabolic Edict",
67,MB,1,"Flametongue Kavu",
67,MB,1,"Recurring Nightmare",
67,MB,1,"Maelstrom Pulse",
67,MB,1,"Nissa, Voice of Zendikar",
67,MB,1,"Blood Crypt",
67,MB,1,"Bloodghast",
67,MB,6,"Forest",
67,MB,1,"Golgari Signet",
67,MB,1,"Mountain",
67,MB,1,"Karn, Scion of Urza",
67,MB,2,"Swamp",
67,MB,1,"Bitterblossom",
67,MB,1,"Llanowar Elves",
67,MB,1,"Birds of Paradise",
67,MB,1,"Hissing Quagmire",
67,MB,1,"Elvish Mystic",
67,MB,1,"Eternal Witness",
67,MB,1,"Shriekmaw",
67,MB,1,"Talisman of Indulgence",
67,MB,1,"Phyrexian Revoker",
67,MB,1,"Vraska, Golgari Queen",
67,SB,1,"Craterhoof Behemoth",
67,SB,1,"The Antiquities War",
67,SB,1,"Hostage Taker",
67,SB,1,"Drana, Liberator of Malakir",
67,SB,1,"Imperial Recruiter",
67,SB,1,"Stormblood Berserker",
67,SB,1,"Thrun, the Last Troll",
67,SB,1,"Plated Geopede",
67,SB,1,"Thing in the Ice",
67,SB,1,"Zurgo Bellstriker",
67,SB,1,"Simic Signet",
67,SB,1,"Wickerbough Elder",
67,SB,1,"Manglehorn",
67,SB,1,"Grim Monolith",
68,MB,1,"Raging Ravine",
68,MB,1,"Rofellos, Llanowar Emissary",
68,MB,1,"Joraga Treespeaker",
68,MB,1,"Woodfall Primus",
68,MB,1,"Inferno Titan",
68,MB,1,"Chandra, Flamecaller",
68,MB,1,"Mox Diamond",
68,MB,1,"Terramorphic Expanse",
68,MB,1,"Oath of Nissa",
68,MB,1,"Verdant Catacombs",
68,MB,1,"Garruk Relentless",
68,MB,1,"Karplusan Forest",
68,MB,1,"Sylvan Library",
68,MB,1,"Ramunap Excavator",
68,MB,1,"Manglehorn",
68,MB,1,"Crucible of Worlds",
68,MB,1,"Sarkhan, the Dragonspeaker",
68,MB,1,"Arid Mesa",
68,MB,6,"Forest",
68,MB,1,"Oracle of Mul Daya",
68,MB,1,"Golgari Signet",
68,MB,3,"Mountain",
68,MB,1,"Karn, Scion of Urza",
68,MB,1,"Dragonlord Atarka",
68,MB,1,"Birds of Paradise",
68,MB,1,"Stomping Ground",
68,MB,1,"Faithless Looting",
68,MB,1,"Arlinn Kord",
68,MB,1,"Ancient Tomb",
68,MB,1,"Surrak, the Hunt Caller",
68,MB,1,"Wooded Foothills",
68,MB,1,"Garruk Wildspeaker",
68,MB,1,"Natural Order",
68,SB,1,"Boros Signet",
68,SB,1,"Ravages of War",
68,SB,1,"True-Name Nemesis",
68,SB,1,"Saheeli, the Gifted",
68,SB,1,"Meloku the Clouded Mirror",
68,SB,1,"Battlefield Forge",
68,SB,1,"Fire  Ice",
68,SB,1,"Sagu Mauler",
68,SB,1,"Worldly Tutor",
68,SB,1,"Nissa, Steward of Elements",
68,SB,1,"Deceiver Exarch",
68,SB,1,"Tooth and Nail",
68,SB,1,"Tropical Island",
68,SB,1,"Nekrataal",
69,MB,1,"Sarcomancy",
69,MB,1,"Go for the Throat",
69,MB,1,"Pack Rat",
69,MB,1,"Kalitas, Traitor of Ghet",
69,MB,1,"Caves of Koilos",
69,MB,5,"Swamp",
69,MB,1,"Sinkhole",
69,MB,1,"Liliana, Deaths Majesty",
69,MB,1,"Guardian Idol",
69,MB,1,"Kitesail Freebooter",
69,MB,1,"Swamp",
69,MB,3,"Swamp",
69,MB,4,"Swamp",
69,MB,1,"Diregraf Ghoul",
69,MB,1,"Rakdos Cackler",
69,MB,1,"Heir of Falkenrath",
69,MB,1,"Sword of Feast and Famine",
69,MB,1,"Mind Twist",
69,MB,1,"Never  Return",
69,MB,1,"Dismember",
69,MB,1,"Chainers Edict",
69,MB,1,"Necromancy",
69,MB,1,"Dark Confidant",
69,MB,1,"Vraskas Contempt",
69,MB,1,"Noxious Gearhulk",
69,MB,1,"Scrapheap Scrounger",
69,MB,1,"Chrome Mox",
69,MB,1,"Bloodghast",
69,MB,1,"Dance of the Dead",
69,MB,1,"Carnophage",
69,MB,1,"Custodi Lich",
69,MB,1,"Duress",
69,MB,1,"Shriekmaw",
69,MB,1,"Gnarled Scarhide",
69,MB,1,"Grim Monolith",
69,MB,1,"Thought-Knot Seer",
69,SB,1,"Remorseful Cleric",
69,SB,1,"Living Death",
69,SB,1,"Thran Dynamo",
69,SB,1,"Sword of War and Peace",
69,SB,1,"Enlightened Tutor",
69,SB,1,"Engineered Explosives",
69,SB,1,"Smokestack",
69,SB,1,"Temple Garden",
69,SB,1,"Damnation",
69,SB,1,"Wall of Roots",
69,SB,1,"Griselbrand",
69,SB,1,"Exhume",
69,SB,1,"Baleful Strix",
70,MB,8,"Plains",
70,MB,1,"Plow Under",
70,MB,1,"Den Protector",
70,MB,1,"Brimaz, King of Oreskos",
70,MB,1,"Blade Splicer",
70,MB,1,"Horizon Canopy",
70,MB,1,"Mind Stone",
70,MB,1,"Path to Exile",
70,MB,1,"Sword of Feast and Famine",
70,MB,1,"Ramunap Excavator",
70,MB,1,"Gaeas Cradle",
70,MB,1,"Sun Titan",
70,MB,4,"Forest",
70,MB,1,"Ravages of War",
70,MB,1,"Windswept Heath",
70,MB,1,"Dauntless Bodyguard",
70,MB,1,"Banishing Light",
70,MB,1,"Oblivion Ring",
70,MB,1,"Brushland",
70,MB,1,"Temple Garden",
70,MB,1,"Steppe Lynx",
70,MB,1,"Avacyns Pilgrim",
70,MB,1,"Recruiter of the Guard",
70,MB,1,"Noble Hierarch",
70,MB,1,"Elvish Mystic",
70,MB,1,"Qasali Pridemage",
70,MB,1,"Gideon of the Trials",
70,MB,1,"Kytheon, Hero of Akros",
70,MB,1,"Savannah",
70,MB,1,"Reality Smasher",
70,MB,1,"Talisman of Unity",
70,MB,1,"Grim Monolith",
70,MB,1,"Thought-Knot Seer",
70,MB,1,"Soldier of the Pantheon",
70,SB,1,"Tinker",
70,SB,3,"Plains",
70,SB,1,"Enlightened Tutor",
70,SB,1,"Dread Wanderer",
70,SB,1,"Acidic Slime",
70,SB,1,"Life  Death",
70,SB,1,"Firestorm",
70,SB,1,"Kor Haven",
70,SB,1,"Collective Brutality",
70,SB,1,"Disenchant",
70,SB,2,"Forest",
70,SB,1,"Plains",
70,SB,1,"Char",
70,SB,2,"Plains",
70,SB,1,"Arc Lightning",
70,SB,1,"Tooth and Nail",
70,SB,1,"Forest",
70,SB,2,"Plains",
70,SB,1,"Eureka",
70,SB,1,"Forest",
71,MB,1,"Flooded Strand",
71,MB,1,"City of Brass",
71,MB,1,"Misty Rainforest",
71,MB,1,"Shelldock Isle",
71,MB,1,"Serum Visions",
71,MB,1,"Force of Will",
71,MB,1,"Phantasmal Image",
71,MB,1,"Baleful Strix",
71,MB,1,"Jace, Vryns Prodigy",
71,MB,1,"Baral, Chief of Compliance",
71,MB,1,"Talisman of Dominance",
71,MB,1,"Vendilion Clique",
71,MB,1,"Bontus Last Reckoning",
71,MB,1,"Vedalken Shackles",
71,MB,1,"As Foretold",
71,MB,1,"Cryptic Command",
71,MB,1,"Fact or Fiction",
71,MB,1,"The Scarab God",
71,MB,1,"Mystic Confluence",
71,MB,1,"Consecrated Sphinx",
72,MB,1,"Ash Barrens",
72,MB,1,"Flooded Strand",
72,MB,1,"Scalding Tarn",
72,MB,1,"Chrome Mox",
72,MB,1,"Mox Diamond",
72,MB,1,"Force Spike",
72,MB,1,"Pack Rat",
72,MB,1,"Scrapheap Scrounger",
72,MB,1,"Umezawas Jitte",
72,MB,1,"Crystal Shard",
72,MB,1,"Jace Beleren",
72,MB,1,"True-Name Nemesis",
72,MB,1,"Vendilion Clique",
72,MB,1,"Hostage Taker",
72,MB,1,"Jace, the Mind Sculptor",
72,MB,1,"Sower of Temptation",
72,MB,1,"Venser, Shaper Savant",
72,MB,1,"Whirler Rogue",
72,MB,1,"Force of Will",
72,MB,1,"Tasigur, the Golden Fang",
73,MB,1,"Celestial Colonnade",
73,MB,1,"Godless Shrine",
73,MB,1,"Hallowed Fountain",
73,MB,1,"Kor Haven",
73,MB,1,"Marsh Flats",
73,MB,1,"Shambling Vent",
73,MB,1,"Underground Sea",
73,MB,1,"Mox Diamond",
73,MB,1,"Chrome Mox",
73,MB,1,"Land Tax",
73,MB,1,"Mana Tithe",
73,MB,1,"Journey to Nowhere",
73,MB,1,"Search for Azcanta",
73,MB,1,"Talisman of Dominance",
73,MB,1,"Unexpectedly Absent",
73,MB,1,"Wall of Omens",
73,MB,1,"Councils Judgment",
73,MB,1,"Vedalken Shackles",
73,MB,1,"Vendilion Clique",
73,MB,1,"Control Magic",
73,MB,1,"Elspeth, Knight-Errant",
73,MB,1,"Glen Elendra Archmage",
73,MB,1,"Palace Jailer",
73,MB,1,"Sorin, Lord of Innistrad",
73,MB,1,"The Abyss",
73,MB,1,"Mystic Confluence",
73,MB,1,"Eternal Dragon",
73,MB,1,"Dig Through Time",
74,MB,1,"Evolving Wilds",
74,MB,1,"Shambling Vent",
74,MB,1,"Polluted Delta",
74,MB,1,"Go for the Throat",
74,MB,1,"Baleful Strix",
74,MB,1,"Diabolic Edict",
74,MB,1,"Snapcaster Mage",
74,MB,1,"Vendilion Clique",
74,MB,1,"Vedalken Shackles",
74,MB,1,"Liliana, the Last Hope",
74,MB,1,"Oblivion Ring",
74,MB,1,"Councils Judgment",
74,MB,1,"Sower of Temptation",
74,MB,1,"Thran Dynamo",
74,MB,1,"Jace, the Mind Sculptor",
74,MB,1,"Glen Elendra Archmage",
74,MB,1,"Venser, Shaper Savant",
74,MB,1,"Mystic Confluence",
74,MB,1,"Archangel Avacyn",
74,MB,1,"Consecrated Sphinx",
74,MB,1,"Sun Titan",
75,MB,1,"Celestial Colonnade",
75,MB,1,"City of Brass",
75,MB,1,"Aether Hub",
75,MB,1,"Watery Grave",
75,MB,1,"Flooded Strand",
75,MB,1,"Polluted Delta",
75,MB,1,"Misty Rainforest",
75,MB,1,"Maze of Ith",
75,MB,1,"Jace, Vryns Prodigy",
75,MB,1,"Baral, Chief of Compliance",
75,MB,1,"Chart a Course",
75,MB,1,"Mana Leak",
75,MB,1,"Spell Queller",
75,MB,1,"Fairgrounds Warden",
75,MB,1,"Phyrexian Metamorph",
75,MB,1,"Lingering Souls",
75,MB,1,"Anguished Unmaking",
75,MB,1,"Hostage Taker",
75,MB,1,"Glen Elendra Archmage",
75,MB,1,"Fact or Fiction",
75,MB,1,"Jace, the Mind Sculptor",
75,MB,1,"Cryptic Command",
75,MB,1,"Fractured Identity",
75,MB,1,"Tasigur, the Golden Fang",
75,MB,1,"Dragonlord Silumgar",
75,MB,1,"Dig Through Time",
76,MB,1,"City of Brass",
76,MB,1,"Polluted Delta",
76,MB,1,"Path to Exile",
76,MB,1,"Senseis Divining Top",
76,MB,1,"Vampiric Tutor",
76,MB,1,"Engineered Explosives",
76,MB,1,"Arcane Denial",
76,MB,1,"Diabolic Edict",
76,MB,1,"Guardian Idol",
76,MB,1,"Talisman of Progress",
76,MB,1,"Jace Beleren",
76,MB,1,"Toxic Deluge",
76,MB,1,"True-Name Nemesis",
76,MB,1,"Vendilion Clique",
76,MB,1,"Control Magic",
76,MB,1,"Cryptic Command",
76,MB,1,"Fact or Fiction",
76,MB,1,"Venser, Shaper Savant",
76,MB,1,"Fractured Identity",
76,MB,1,"Mystic Confluence",
76,MB,1,"Torrential Gearhulk",
77,MB,1,"Caves of Koilos",
77,MB,1,"Godless Shrine",
77,MB,1,"Terramorphic Expanse",
77,MB,1,"Land Tax",
77,MB,1,"Mind Twist",
77,MB,1,"Ancestral Vision",
77,MB,1,"Coldsteel Heart",
77,MB,1,"Mana Leak",
77,MB,1,"Memory Lapse",
77,MB,1,"Scroll Rack",
77,MB,1,"Banishing Light",
77,MB,1,"Coalition Relic",
77,MB,1,"Jace Beleren",
77,MB,1,"True-Name Nemesis",
77,MB,1,"Control Magic",
77,MB,1,"Elspeth, Knight-Errant",
77,MB,1,"Supreme Verdict",
77,MB,1,"Cloudgoat Ranger",
77,MB,1,"Eternal Dragon",
78,MB,1,"Flooded Strand",
78,MB,1,"Brimaz, King of Oreskos",
78,MB,1,"Aether Hub",
78,MB,1,"Caves of Koilos",
78,MB,1,"Tendo Ice Bridge",
78,MB,1,"Umezawas Jitte",
78,MB,1,"Hallowed Spiritkeeper",
78,MB,1,"Condescend",
78,MB,1,"Mana Leak",
78,MB,1,"Selfless Spirit",
78,MB,3,"Plains",
78,MB,1,"Plains",
78,MB,1,"Palace Jailer",
78,MB,1,"Lingering Souls",
78,MB,1,"Gideon, Ally of Zendikar",
78,MB,1,"Polluted Delta",
78,MB,1,"Godless Shrine",
78,MB,1,"Baleful Strix",
78,MB,1,"Miscalculation",
78,MB,1,"Plains",
78,MB,1,"Island",
78,MB,3,"Island",
78,MB,1,"Island",
78,MB,1,"Control Magic",
78,MB,1,"Opposition",
78,MB,1,"Phyrexian Metamorph",
78,MB,1,"Seal of Cleansing",
78,MB,1,"Sword of Body and Mind",
78,MB,1,"Looter il-Kor",
78,MB,1,"Parallax Wave",
78,MB,1,"Monastery Mentor",
78,MB,1,"Scrubland",
78,MB,1,"Geist of Saint Traft",
78,MB,1,"Soltari Trooper",
78,MB,1,"Jace, the Mind Sculptor",
78,MB,1,"Phyrexian Revoker",
78,SB,1,"Necromancy",
78,SB,1,"Powder Keg",
78,SB,1,"Mardu Woe-Reaper",
78,SB,1,"Recurring Nightmare",
78,SB,1,"Lightning Strike",
78,SB,1,"Imposing Sovereign",
78,SB,1,"Cloudgoat Ranger",
78,SB,1,"Grafted Wargear",
78,SB,1,"Armageddon",
78,SB,2,"Plains",
78,SB,2,"Island",
78,SB,1,"Abrade",
78,SB,1,"Battlefield Forge",
78,SB,1,"Elspeth, Suns Champion",
78,SB,1,"Crystal Shard",
78,SB,1,"Hero of Bladehold",
78,SB,1,"Thirst for Knowledge",
79,MB,1,"Ancient Tomb",
79,MB,1,"Grand Coliseum",
79,MB,1,"Hissing Quagmire",
79,MB,1,"Llanowar Wastes",
79,MB,1,"Mana Confluence",
79,MB,1,"Overgrown Tomb",
79,MB,1,"Raging Ravine",
79,MB,1,"Stomping Ground",
79,MB,1,"Tendo Ice Bridge",
79,MB,1,"Verdant Catacombs",
79,MB,1,"Llanowar Elves",
79,MB,1,"Mind Twist",
79,MB,1,"Abrupt Decay",
79,MB,1,"Noose Constrictor",
79,MB,1,"Survival of the Fittest",
79,MB,1,"Sylvan Caryatid",
79,MB,1,"Courser of Kruphix",
79,MB,1,"Kodamas Reach",
79,MB,1,"Maelstrom Pulse",
79,MB,1,"Recruiter of the Guard",
79,MB,1,"Recurring Nightmare",
79,MB,1,"Yavimaya Elder",
79,MB,1,"Chandra, Torch of Defiance",
79,MB,1,"Flametongue Kavu",
79,MB,1,"Garruk Relentless",
79,MB,1,"Garruk Wildspeaker",
79,MB,1,"Thought-Knot Seer",
79,MB,1,"Siege-Gang Commander",
79,MB,1,"Inferno Titan",
79,MB,1,"Craterhoof Behemoth",
79,MB,1,"Woodfall Primus",
80,MB,1,"Arid Mesa",
80,MB,1,"Grand Coliseum",
80,MB,1,"Hallowed Fountain",
80,MB,1,"Mana Confluence",
80,MB,1,"Polluted Delta",
80,MB,1,"Shambling Vent",
80,MB,1,"Sulfurous Springs",
80,MB,1,"Land Tax",
80,MB,1,"Baleful Strix",
80,MB,1,"Coldsteel Heart",
80,MB,1,"Demonic Tutor",
80,MB,1,"Izzet Signet",
80,MB,1,"Orzhov Signet",
80,MB,1,"Pack Rat",
80,MB,1,"Talisman of Dominance",
80,MB,1,"Councils Judgment",
80,MB,1,"Reflector Mage",
80,MB,1,"Toxic Deluge",
80,MB,1,"Elspeth, Knight-Errant",
80,MB,1,"Glen Elendra Archmarge",
80,MB,1,"Ral Zarek",
80,MB,1,"Sower of Temptation",
80,MB,1,"Solemn Simulacrum",
80,MB,1,"Consecrated Sphinx",
80,MB,1,"Nicol Bolas, God-Pharaoh",
80,MB,1,"Greater Gargadon",
81,MB,1,"Arid Mesa",
81,MB,1,"Blood Crypt",
81,MB,1,"Bloodstained Mire",
81,MB,1,"Floded Strand",
81,MB,1,"Mana Confluence",
81,MB,1,"Steam Vents",
81,MB,1,"Sulfurous Springs",
81,MB,1,"Underground Sea",
81,MB,1,"Engineered Explosives",
81,MB,1,"Mox Diamond",
81,MB,1,"Mind Twist",
81,MB,1,"Baleful Strix",
81,MB,1,"Guardian Idol",
81,MB,1,"Izzet Charm",
81,MB,1,"Mind Stone",
81,MB,1,"Prismatic Lens",
81,MB,1,"Scroll Rack",
81,MB,1,"Crucible of Worlds",
81,MB,1,"Supreme Will",
81,MB,1,"Vendilion Clique",
81,MB,1,"Chandra, Torch of Defiance",
81,MB,1,"Control Magic",
81,MB,1,"Fiery Confluence",
81,MB,1,"Sower of Temptation",
81,MB,1,"Venser, Shaper Savant",
81,MB,1,"Fractured Identity",
81,MB,1,"Inferno Titan",
82,MB,1,"Gaeas Cradle",
82,MB,1,"Horizon Canopy",
82,MB,1,"Temple Garden",
82,MB,1,"Treetop Village",
82,MB,1,"Undiscovered Paradise",
82,MB,1,"Wooded Foothills",
82,MB,1,"Noble Hierarch",
82,MB,1,"Senseis Divining Top",
82,MB,1,"Birds of Paradise",
82,MB,1,"Green Suns Zenith",
82,MB,1,"Rampant Growth",
82,MB,1,"Sylvan Library",
82,MB,1,"Sylvan Advocate",
82,MB,1,"Fauna Shaman",
82,MB,1,"Talisman of Unity",
82,MB,1,"Tireless Tracker",
82,MB,1,"Nissa, Vastwood Seer",
82,MB,1,"Nissa, Voice of Zendikar",
82,MB,1,"Eternal Witness",
82,MB,1,"Reclamation Sage",
82,MB,1,"Courser of Kruphix",
82,MB,1,"Karn, Scion of Urza",
82,MB,1,"Oracle of Mul Day",
82,MB,1,"Natural Order",
82,MB,1,"Nissa, Worldwaker",
82,MB,1,"Primeval Titan",
82,MB,1,"Wurmcoil Engine",
82,MB,1,"Elesh Norn, Grand Cenobite",
83,MB,1,"Windswept Heath",
83,MB,1,"Temple Garden",
83,MB,1,"Wooded Foothills",
83,MB,1,"Noble Hierarch",
83,MB,1,"Joraga Treespeaker",
83,MB,1,"Elvish Mystic",
83,MB,1,"Llanowar Elves",
83,MB,1,"Sylvan Library",
83,MB,1,"Lotus Cobra",
83,MB,1,"Sakura-Tribe Elder",
83,MB,1,"Rofellos, Llanowar Emissary",
83,MB,1,"Reclamation Sage",
83,MB,1,"Courser of Kruphix",
83,MB,1,"Nissa, Vastwood Seer",
83,MB,1,"Den Protector",
83,MB,1,"Master of the Wild Hunt",
83,MB,1,"Parallax Wave",
83,MB,1,"Natural Order",
83,MB,1,"Restoration Angel",
83,MB,1,"Elspeth, Knight-Errant",
83,MB,1,"Cloudgoat Ranger",
83,MB,1,"Deranged Hermit",
83,MB,1,"Primeval Titan",
83,MB,1,"Woodfall Primus",
83,MB,1,"Elesh Norn, Grand Cenobite",
83,MB,1,"Craterhoof Behemoth",
83,MB,1,"Tooth and Nail",
84,MB,1,"Gaeas Cradle",
84,MB,1,"Llanowar Wastes",
84,MB,1,"Polluted Delta",
84,MB,1,"Tropical Island",
84,MB,1,"Underground Sea",
84,MB,1,"Verdant Catacombs",
84,MB,1,"Volraths Stronghold",
84,MB,1,"Elvish Mystic",
84,MB,1,"Fyndhorn Elves",
84,MB,1,"Oath of Nissa",
84,MB,1,"Vampiric Tutor",
