deckID,number,name,location,deckName,color,cmc,manaCost,power,toughness,text,types,subtypes
11,1,Deranged Hermit,MB,Abzan (BGW) Recurring Nightmare Survival Midrange 9.15.18.dck,Green,5,{3}{G}{G},1,1,"Echo {3}{G}{G} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
When Deranged Hermit enters the battlefield, create four 1/1 green Squirrel creature tokens.
Squirrel creatures get +1/+1.",Creature,Elf
11,1,Shriekmaw,MB,Abzan (BGW) Recurring Nightmare Survival Midrange 9.15.18.dck,Black,5,{4}{B},3,2,"Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)
When Shriekmaw enters the battlefield, destroy target nonartifact, nonblack creature.
Evoke {1}{B} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)",Creature,Elemental
11,1,Wild Mongrel,MB,Abzan (BGW) Recurring Nightmare Survival Midrange 9.15.18.dck,Green,2,{1}{G},2,2,Discard a card: Wild Mongrel gets +1/+1 and becomes the color of your choice until end of turn.,Creature,Hound
11,1,Warden of the First Tree,SB,Abzan (BGW) Recurring Nightmare Survival Midrange 9.15.18.dck,Green,1,{G},1,1,"{1}{W/B}: Warden of the First Tree becomes a Human Warrior with base power and toughness 3/3.
{2}{W/B}{W/B}: If Warden of the First Tree is a Warrior, it becomes a Human Spirit Warrior with trample and lifelink.
{3}{W/B}{W/B}{W/B}: If Warden of the First Tree is a Spirit, put five +1/+1 counters on it.",Creature,Human
11,1,Flickerwisp,SB,Abzan (BGW) Recurring Nightmare Survival Midrange 9.15.18.dck,White,3,{1}{W}{W},3,1,"Flying
When Flickerwisp enters the battlefield, exile another target permanent. Return that card to the battlefield under its owner's control at the beginning of the next end step.",Creature,Elemental
11,1,Toxic Deluge,SB,Abzan (BGW) Recurring Nightmare Survival Midrange 9.15.18.dck,Black,3,{2}{B},NA,NA,"As an additional cost to cast this spell, pay X life.
All creatures get -X/-X until end of turn.",Sorcery,NA
11,1,Grim Lavamancer,SB,Abzan (BGW) Recurring Nightmare Survival Midrange 9.15.18.dck,Red,1,{R},1,1,"{R}, {T}, Exile two cards from your graveyard: Grim Lavamancer deals 2 damage to any target.",Creature,Human Wizard
11,1,Condescend,SB,Abzan (BGW) Recurring Nightmare Survival Midrange 9.15.18.dck,Blue,1,{X}{U},NA,NA,"Counter target spell unless its controller pays {X}. Scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",Instant,NA
11,1,Gideon Jura,SB,Abzan (BGW) Recurring Nightmare Survival Midrange 9.15.18.dck,White,5,{3}{W}{W},NA,NA,"+2: During target opponent's next turn, creatures that player controls attack Gideon Jura if able.
−2: Destroy target tapped creature.
0: Until end of turn, Gideon Jura becomes a 6/6 Human Soldier creature that's still a planeswalker. Prevent all damage that would be dealt to him this turn.",Planeswalker,Gideon
11,1,Reveillark,SB,Abzan (BGW) Recurring Nightmare Survival Midrange 9.15.18.dck,White,5,{4}{W},4,3,"Flying
When Reveillark leaves the battlefield, return up to two target creature cards with power 2 or less from your graveyard to the battlefield.
Evoke {5}{W} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)",Creature,Elemental
11,1,Qasali Pridemage,SB,Abzan (BGW) Recurring Nightmare Survival Midrange 9.15.18.dck,White Green,2,{G}{W},2,2,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
{1}, Sacrifice Qasali Pridemage: Destroy target artifact or enchantment.",Creature,Cat Wizard
11,1,Never,SB,Abzan (BGW) Recurring Nightmare Survival Midrange 9.15.18.dck,Black,3,{1}{B}{B},NA,NA,Destroy target creature or planeswalker.,Sorcery,NA
11,1,"Kytheon, Hero of Akros",SB,Abzan (BGW) Recurring Nightmare Survival Midrange 9.15.18.dck,White,1,{W},2,1,"At end of combat, if Kytheon, Hero of Akros and at least two other creatures attacked this combat, exile Kytheon, then return him to the battlefield transformed under his owner's control.
{2}{W}: Kytheon gains indestructible until end of turn.",Creature,Human Soldier
11,1,Figure of Destiny,SB,Abzan (BGW) Recurring Nightmare Survival Midrange 9.15.18.dck,Colorless,1,{R/W},1,1,"{R/W}: Figure of Destiny becomes a Kithkin Spirit with base power and toughness 2/2.
{R/W}{R/W}{R/W}: If Figure of Destiny is a Spirit, it becomes a Kithkin Spirit Warrior with base power and toughness 4/4.
{R/W}{R/W}{R/W}{R/W}{R/W}{R/W}: If Figure of Destiny is a Warrior, it becomes a Kithkin Spirit Warrior Avatar with base power and toughness 8/8, flying, and first strike.",Creature,Kithkin
11,1,Snuff Out,SB,Abzan (BGW) Recurring Nightmare Survival Midrange 9.15.18.dck,Black,4,{3}{B},NA,NA,"If you control a Swamp, you may pay 4 life rather than pay this spell's mana cost.
Destroy target nonblack creature. It can't be regenerated.",Instant,NA
11,1,Pithing Needle,SB,Abzan (BGW) Recurring Nightmare Survival Midrange 9.15.18.dck,Colorless,1,{1},NA,NA,"As Pithing Needle enters the battlefield, choose a card name.
Activated abilities of sources with the chosen name can't be activated unless they're mana abilities.",Artifact,NA
11,1,"Elspeth, Sun's Champion",SB,Abzan (BGW) Recurring Nightmare Survival Midrange 9.15.18.dck,White,6,{4}{W}{W},NA,NA,"+1: Create three 1/1 white Soldier creature tokens.
−3: Destroy all creatures with power 4 or greater.
−7: You get an emblem with ""Creatures you control get +2/+2 and have flying.""",Planeswalker,Elspeth
11,1,Adanto Vanguard,SB,Abzan (BGW) Recurring Nightmare Survival Midrange 9.15.18.dck,White,2,{1}{W},1,1,"As long as Adanto Vanguard is attacking, it gets +2/+0.
Pay 4 life: Adanto Vanguard gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",Creature,Vampire Soldier
11,1,Hero of Bladehold,SB,Abzan (BGW) Recurring Nightmare Survival Midrange 9.15.18.dck,White,4,{2}{W}{W},3,4,"Battle cry (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.)
Whenever Hero of Bladehold attacks, create two 1/1 white Soldier creature tokens that are tapped and attacking.",Creature,Human Knight
12,1,Brushland,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Colorless,0,NA,NA,NA,"{T}: Add {C}.
{T}: Add {G} or {W}. Brushland deals 1 damage to you.",Land,NA
12,1,Gaea's Cradle,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Colorless,0,NA,NA,NA,{T}: Add {G} for each creature you control.,Land,NA
12,1,Godless Shrine,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Colorless,0,NA,NA,NA,"({T}: Add {W} or {B}.)
As Godless Shrine enters the battlefield, you may pay 2 life. If you don't, Godless Shrine enters the battlefield tapped.",Land,Plains Swamp
12,1,Terramorphic Expanse,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Colorless,0,NA,NA,NA,"{T}, Sacrifice Terramorphic Expanse: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle your library.",Land,NA
12,1,Treetop Village,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Colorless,0,NA,NA,NA,"Treetop Village enters the battlefield tapped.
{T}: Add {G}.
{1}{G}: Treetop Village becomes a 3/3 green Ape creature with trample until end of turn. It's still a land. (If it would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to the player or planeswalker it's attacking.)",Land,NA
12,1,Windswept Heath,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Colorless,0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Windswept Heath: Search your library for a Forest or Plains card, put it onto the battlefield, then shuffle your library.",Land,NA
12,1,Mox Diamond,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Colorless,0,{0},NA,NA,"If Mox Diamond would enter the battlefield, you may discard a land card instead. If you do, put Mox Diamond onto the battlefield. If you don't, put it into its owner's graveyard.
{T}: Add one mana of any color.",Artifact,NA
12,1,Elvish Mystic,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Green,1,{G},1,1,{T}: Add {G}.,Creature,Elf Druid
12,1,Entomb,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Black,1,{B},NA,NA,Search your library for a card and put that card into your graveyard. Then shuffle your library.,Instant,NA
12,1,Skullclamp,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Colorless,1,{1},NA,NA,"Equipped creature gets +1/-1.
Whenever equipped creature dies, draw two cards.
Equip {1}",Artifact,Equipment
12,1,Lotus Cobra,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Green,2,{1}{G},2,1,"Landfall — Whenever a land enters the battlefield under your control, you may add one mana of any color.",Creature,Snake
12,1,Oona's Prowler,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Black,2,{1}{B},3,1,"Flying
Discard a card: Oona's Prowler gets -2/-0 until end of turn. Any player may activate this ability.",Creature,Faerie Rogue
12,1,Sakura-Tribe Elder,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Green,2,{1}{G},1,1,"Sacrifice Sakura-Tribe Elder: Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle your library.",Creature,Snake Shaman
12,1,Survival of the Fittest,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Green,2,{1}{G},NA,NA,"{G}, Discard a creature card: Search your library for a creature card, reveal that card, and put it into your hand. Then shuffle your library.",Enchantment,NA
12,1,Sylvan Caryatid,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Green,2,{1}{G},0,3,"Defender, hexproof
{T}: Add one mana of any color.",Creature,Plant
12,1,Kodama's Reach,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Green,3,{2}{G},NA,NA,"Search your library for up to two basic land cards, reveal those cards, and put one onto the battlefield tapped and the other into your hand. Then shuffle your library.",Sorcery,Arcane
12,1,Ophiomancer,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Black,3,{2}{B},2,2,"At the beginning of each upkeep, if you control no Snakes, create a 1/1 black Snake creature token with deathtouch.",Creature,Human Shaman
12,1,Reclamation Sage,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Green,3,{2}{G},2,1,"When Reclamation Sage enters the battlefield, you may destroy target artifact or enchantment.",Creature,Elf Shaman
12,1,Recurring Nightmare,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Black,3,{2}{B},NA,NA,"Sacrifice a creature, Return Recurring Nightmare to its owner's hand: Return target creature card from your graveyard to the battlefield. Activate this ability only any time you could cast a sorcery.",Enchantment,NA
12,1,Yavimaya Elder,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Green,3,{1}{G}{G},2,1,"When Yavimaya Elder dies, you may search your library for up to two basic land cards, reveal them, put them into your hand, then shuffle your library.
{2}, Sacrifice Yavimaya Elder: Draw a card.",Creature,Human Druid
12,1,Garruk Relentless,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Green,4,{3}{G},NA,NA,"When Garruk Relentless has two or fewer loyalty counters on him, transform him.
0: Garruk Relentless deals 3 damage to target creature. That creature deals damage equal to its power to him.
0: Create a 2/2 green Wolf creature token.",Planeswalker,Garruk
12,1,Nekrataal,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Black,4,{2}{B}{B},2,1,"First strike
When Nekrataal enters the battlefield, destroy target nonartifact, nonblack creature. That creature can't be regenerated.",Creature,Human Assassin
12,1,Ravenous Chupacabra,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Black,4,{2}{B}{B},2,2,"When Ravenous Chupacabra enters the battlefield, destroy target creature an opponent controls.",Creature,Beast Horror
12,1,Custodi Lich,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Black,5,{3}{B}{B},4,2,"When Custodi Lich enters the battlefield, you become the monarch.
Whenever you become the monarch, target player sacrifices a creature.",Creature,Zombie Cleric
12,1,Deranged Hermit,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Green,5,{3}{G}{G},1,1,"Echo {3}{G}{G} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
When Deranged Hermit enters the battlefield, create four 1/1 green Squirrel creature tokens.
Squirrel creatures get +1/+1.",Creature,Elf
12,1,Reveillark,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,White,5,{4}{W},4,3,"Flying
When Reveillark leaves the battlefield, return up to two target creature cards with power 2 or less from your graveyard to the battlefield.
Evoke {5}{W} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)",Creature,Elemental
12,1,Eternal Dragon,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,White,7,{5}{W}{W},5,5,"Flying
{3}{W}{W}: Return Eternal Dragon from your graveyard to your hand. Activate this ability only during your upkeep.
Plainscycling {2} ({2}, Discard this card: Search your library for a Plains card, reveal it, put it into your hand, then shuffle your library.)",Creature,Dragon Spirit
12,1,Hornet Queen,MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Green,7,{4}{G}{G}{G},2,2,"Flying
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
When Hornet Queen enters the battlefield, create four 1/1 green Insect creature tokens with flying and deathtouch.",Creature,Insect
12,1,"Ulamog, the Ceaseless Hunger",MB,Abzan (BGW) Recurring Survival Reveillark Midrange Shenanigans 3.28.18.txt,Colorless,10,{10},10,10,"When you cast this spell, exile two target permanents.
Indestructible
Whenever Ulamog, the Ceaseless Hunger attacks, defending player exiles the top twenty cards of their library.",Creature,Eldrazi
13,1,Bloodstained Mire,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Colorless,0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Bloodstained Mire: Search your library for a Swamp or Mountain card, put it onto the battlefield, then shuffle your library.",Land,NA
13,1,"Rofellos, Llanowar Emissary",MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Green,2,{G}{G},2,1,{T}: Add {G} for each Forest you control.,Creature,Elf Druid
13,1,Carnage Tyrant,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Green,6,{4}{G}{G},7,6,"This spell can't be countered.
Trample, hexproof",Creature,Dinosaur
13,1,Overgrown Tomb,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Colorless,0,NA,NA,NA,"({T}: Add {B} or {G}.)
As Overgrown Tomb enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.",Land,Swamp Forest
13,1,Vampiric Tutor,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Black,1,{B},NA,NA,"Search your library for a card, then shuffle your library and put that card on top of it. You lose 2 life.",Instant,NA
13,1,Joraga Treespeaker,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Green,1,{G},1,1,"Level up {1}{G} ({1}{G}: Put a level counter on this. Level up only as a sorcery.)
LEVEL 1-4
1/2
{T}: Add {G}{G}.
LEVEL 5+
1/4
Elves you control have ""{T}: Add {G}{G}.""",Creature,Elf Druid
13,1,Enlightened Tutor,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,White,1,{W},NA,NA,"Search your library for an artifact or enchantment card and reveal that card. Shuffle your library, then put the card on top of it.",Instant,NA
13,1,Pack Rat,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Black,2,{1}{B},*,*,"Pack Rat's power and toughness are each equal to the number of Rats you control.
{2}{B}, Discard a card: Create a token that's a copy of Pack Rat.",Creature,Rat
13,1,Hornet Queen,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Green,7,{4}{G}{G}{G},2,2,"Flying
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
When Hornet Queen enters the battlefield, create four 1/1 green Insect creature tokens with flying and deathtouch.",Creature,Insect
13,1,Reclamation Sage,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Green,3,{2}{G},2,1,"When Reclamation Sage enters the battlefield, you may destroy target artifact or enchantment.",Creature,Elf Shaman
13,1,Animate Dead,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Black,2,{1}{B},NA,NA,"Enchant creature card in a graveyard
When Animate Dead enters the battlefield, if it's on the battlefield, it loses ""enchant creature card in a graveyard"" and gains ""enchant creature put onto the battlefield with Animate Dead."" Return enchanted creature card to the battlefield under your control and attach Animate Dead to it. When Animate Dead leaves the battlefield, that creature's controller sacrifices it.
Enchanted creature gets -1/-0.",Enchantment,Aura
13,1,Bayou,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Colorless,0,NA,NA,NA,({T}: Add {B} or {G}.),Land,Swamp Forest
13,1,Reveillark,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,White,5,{4}{W},4,3,"Flying
When Reveillark leaves the battlefield, return up to two target creature cards with power 2 or less from your graveyard to the battlefield.
Evoke {5}{W} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)",Creature,Elemental
13,1,Verdant Catacombs,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Colorless,0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Verdant Catacombs: Search your library for a Swamp or Forest card, put it onto the battlefield, then shuffle your library.",Land,NA
13,1,Primeval Titan,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Green,6,{4}{G}{G},6,6,"Trample
Whenever Primeval Titan enters the battlefield or attacks, you may search your library for up to two land cards, put them onto the battlefield tapped, then shuffle your library.",Creature,Giant
13,1,Karakas,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Colorless,0,NA,NA,NA,"{T}: Add {W}.
{T}: Return target legendary creature to its owner's hand.",Land,NA
13,1,Gaea's Cradle,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Colorless,0,NA,NA,NA,{T}: Add {G} for each creature you control.,Land,NA
13,1,"Nissa, Vastwood Seer",MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Green,3,{2}{G},2,2,"When Nissa, Vastwood Seer enters the battlefield, you may search your library for a basic Forest card, reveal it, put it into your hand, then shuffle your library.
Whenever a land enters the battlefield under your control, if you control seven or more lands, exile Nissa, then return her to the battlefield transformed under her owner's control.",Creature,Elf Scout
13,1,Entomb,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Black,1,{B},NA,NA,Search your library for a card and put that card into your graveyard. Then shuffle your library.,Instant,NA
13,1,Solemn Simulacrum,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Colorless,4,{4},2,2,"When Solemn Simulacrum enters the battlefield, you may search your library for a basic land card, put that card onto the battlefield tapped, then shuffle your library.
When Solemn Simulacrum dies, you may draw a card.",Artifact Creature,Golem
13,1,Ravenous Chupacabra,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Black,4,{2}{B}{B},2,2,"When Ravenous Chupacabra enters the battlefield, destroy target creature an opponent controls.",Creature,Beast Horror
13,1,Recurring Nightmare,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Black,3,{2}{B},NA,NA,"Sacrifice a creature, Return Recurring Nightmare to its owner's hand: Return target creature card from your graveyard to the battlefield. Activate this ability only any time you could cast a sorcery.",Enchantment,NA
13,1,Rampant Growth,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Green,2,{1}{G},NA,NA,Search your library for a basic land card and put that card onto the battlefield tapped. Then shuffle your library.,Sorcery,NA
13,1,Temple Garden,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Colorless,0,NA,NA,NA,"({T}: Add {G} or {W}.)
As Temple Garden enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.",Land,Forest Plains
13,1,"Karn, Scion of Urza",MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Colorless,4,{4},NA,NA,"+1: Reveal the top two cards of your library. An opponent chooses one of them. Put that card into your hand and exile the other with a silver counter on it.
−1: Put a card you own with a silver counter on it from exile into your hand.
−2: Create a 0/0 colorless Construct artifact creature token with ""This creature gets +1/+1 for each artifact you control.""",Planeswalker,Karn
13,1,Custodi Lich,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Black,5,{3}{B}{B},4,2,"When Custodi Lich enters the battlefield, you become the monarch.
Whenever you become the monarch, target player sacrifices a creature.",Creature,Zombie Cleric
13,1,Journey to Nowhere,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,White,2,{1}{W},NA,NA,"When Journey to Nowhere enters the battlefield, exile target creature.
When Journey to Nowhere leaves the battlefield, return the exiled card to the battlefield under its owner's control.",Enchantment,NA
13,1,Recruiter of the Guard,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,White,3,{2}{W},1,1,"When Recruiter of the Guard enters the battlefield, you may search your library for a creature card with toughness 2 or less, reveal it, put it into your hand, then shuffle your library.",Creature,Human Soldier
13,1,Marsh Flats,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Colorless,0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Marsh Flats: Search your library for a Plains or Swamp card, put it onto the battlefield, then shuffle your library.",Land,NA
13,1,Noble Hierarch,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Green,1,{G},0,1,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
{T}: Add {G}, {W}, or {U}.",Creature,Human Druid
13,1,Scrubland,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Colorless,0,NA,NA,NA,({T}: Add {W} or {B}.),Land,Plains Swamp
13,1,Deranged Hermit,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Green,5,{3}{G}{G},1,1,"Echo {3}{G}{G} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
When Deranged Hermit enters the battlefield, create four 1/1 green Squirrel creature tokens.
Squirrel creatures get +1/+1.",Creature,Elf
13,1,Savannah,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Colorless,0,NA,NA,NA,({T}: Add {G} or {W}.),Land,Forest Plains
13,1,Wooded Foothills,MB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Colorless,0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Wooded Foothills: Search your library for a Mountain or Forest card, put it onto the battlefield, then shuffle your library.",Land,NA
13,1,Warden of the First Tree,SB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Green,1,{G},1,1,"{1}{W/B}: Warden of the First Tree becomes a Human Warrior with base power and toughness 3/3.
{2}{W/B}{W/B}: If Warden of the First Tree is a Warrior, it becomes a Human Spirit Warrior with trample and lifelink.
{3}{W/B}{W/B}{W/B}: If Warden of the First Tree is a Spirit, put five +1/+1 counters on it.",Creature,Human
13,1,Living Death,SB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Black,5,{3}{B}{B},NA,NA,"Each player exiles all creature cards from their graveyard, then sacrifices all creatures they control, then puts all cards they exiled this way onto the battlefield.",Sorcery,NA
13,1,Verdurous Gearhulk,SB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Green,5,{3}{G}{G},4,4,"Trample
When Verdurous Gearhulk enters the battlefield, distribute four +1/+1 counters among any number of target creatures you control.",Artifact Creature,Construct
13,1,Hostage Taker,SB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Blue Black,4,{2}{U}{B},2,3,"When Hostage Taker enters the battlefield, exile another target creature or artifact until Hostage Taker leaves the battlefield. You may cast that card for as long as it remains exiled, and you may spend mana as though it were mana of any type to cast that spell.",Creature,Human Pirate
13,1,Woodfall Primus,SB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Green,8,{5}{G}{G}{G},6,6,"Trample
When Woodfall Primus enters the battlefield, destroy target noncreature permanent.
Persist (When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)",Creature,Treefolk Shaman
13,1,Doom Whisperer,SB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Black,5,{3}{B}{B},6,6,"Flying, trample
Pay 2 life: Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",Creature,Nightmare Demon
13,1,"Tasigur, the Golden Fang",SB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Black,6,{5}{B},4,5,"Delve (Each card you exile from your graveyard while casting this spell pays for {1}.)
{2}{G/U}{G/U}: Put the top two cards of your library into your graveyard, then return a nonland card of an opponent's choice from your graveyard to your hand.",Creature,Human Shaman
13,1,Sacred Foundry,SB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Colorless,0,NA,NA,NA,"({T}: Add {R} or {W}.)
As Sacred Foundry enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.",Land,Mountain Plains
13,1,"Surrak, the Hunt Caller",SB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Green,4,{2}{G}{G},5,4,"Formidable — At the beginning of combat on your turn, if creatures you control have total power 8 or greater, target creature you control gains haste until end of turn.",Creature,Human Warrior
13,1,Arcane Denial,SB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Blue,2,{1}{U},NA,NA,"Counter target spell. Its controller may draw up to two cards at the beginning of the next turn's upkeep.
You draw a card at the beginning of the next turn's upkeep.",Instant,NA
13,1,Earthshaker Khenra,SB,Abzan (BGW) Reveillark Recurring Nightmare Midrange 10.27.18.dck,Red,2,{1}{R},2,1,"Haste
When Earthshaker Khenra enters the battlefield, target creature with power less than or equal to Earthshaker Khenra's power can't block this turn.
Eternalize {4}{R}{R} ({4}{R}{R}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Jackal Warrior with no mana cost. Eternalize only as a sorcery.)",Creature,Jackal Warrior
14,1,Caves of Koilos,MB,Abzan (BGW) Reveillark Survival Blink Midrange Shenanigans 3.25.18.txt,Colorless,0,NA,NA,NA,"{T}: Add {C}.
{T}: Add {W} or {B}. Caves of Koilos deals 1 damage to you.",Land,NA
14,1,Mana Confluence,MB,Abzan (BGW) Reveillark Survival Blink Midrange Shenanigans 3.25.18.txt,Colorless,0,NA,NA,NA,"{T}, Pay 1 life: Add one mana of any color.",Land,NA
14,1,Temple Garden,MB,Abzan (BGW) Reveillark Survival Blink Midrange Shenanigans 3.25.18.txt,Colorless,0,NA,NA,NA,"({T}: Add {G} or {W}.)
As Temple Garden enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.",Land,Forest Plains
